"u.cm.s.mean","u.cm.s.sd","v.cm.s.mean","v.cm.s.sd","speed.cm.s.mean","speed.cm.s.sd","speed.cm.s.max","speed.cm.s.min","direction.deg.t.mean","direction.deg.t.sd","latitude","longitude"
-53.1833333333333,22.5640451456146,19.7466666666667,33.4336018600051,64.99,10.9212270372884,77.17,56.07,293.333333333333,35.1188458428425,12.75,-60.85
-36.04,0,42.96,0,56.07,0,56.07,56.07,320,0,12.75,-60.95
-50.66,0,8.93,0,51.44,0,51.44,51.44,280,0,12.75,-61.05
-59.15,18.8938931933046,13.195,18.660547955513,61.48,22.1890107936339,77.17,45.79,280,14.142135623731,12.75,-61.35
-8.26,20.7509477695197,15.5657142857143,24.4427322921306,30.6428571428571,17.167429155512,51.44,9.77,204.285714285714,125.413601449649,12.75,-61.65
-19.8,20.3696293535253,10.8275,12.9355772323207,27.005,16.9968791252983,51.44,15.43,297.5,42.7200187265877,12.75,-61.85
0,0,20.32,28.7368195874213,20.32,28.7368195874213,40.64,0,180,254.558441227157,12.75,-61.95
-30.5233333333333,44.6747762538698,0,0,30.5233333333333,44.6747762538698,81.8,0,180,155.884572681199,12.75,-62.05
-22.67,10.9603710399481,-9.5275,17.5704778440049,28.035,13.6803520909856,40.64,9.77,257.5,34.0342964277702,12.75,-62.15
-14.0033333333333,10.8962244225542,-1.41666666666667,21.3741504314596,22.8916666666667,13.5758615441771,36.01,4.63,288.333333333333,56.3619256827396,12.75,-62.25
-14.986,24.3117498798878,0.768,39.0578763716957,40.381,23.5504764990718,87.45,15.43,229,105.034385903961,12.75,-62.35
-19.57,42.856035747605,9.94,22.2301066124299,39.3533333333333,32.4130379117211,77.17,0,188.333333333333,131.059782796503,12.75,-62.45
-57.47,0,-33.18,0,66.36,0,66.36,66.36,240,0,12.75,-62.65
9.30333333333333,57.5418511462165,14.5966666666667,26.5909502149384,52.8166666666667,16.8287442589557,72.02,40.64,250,134.536240470737,12.75,-62.75
0,0,18.005,104.757869632787,74.075,25.4629151905276,92.08,56.07,270,127.279220613579,12.75,-62.85
-27.3266666666667,12.5800410704152,18.26,19.8633103988233,35.8366666666667,15.6907180630248,51.44,20.06,303.333333333333,28.8675134594813,12.75,-63.05
-51.44,0,0,0,51.44,0,51.44,51.44,270,0,12.75,-63.15
-26.76,20.008238303259,13.084,23.2202773454582,38.79,12.9572547246707,51.44,20.06,272,65.3452370108182,12.75,-63.25
-42.132,31.8675213971843,16.834,11.7318297805585,46.092,32.7178623996128,92.08,4.63,292,13.0384048104053,12.75,-63.35
-35.33,8.66580059775206,3.84333333333333,3.57147495207979,35.6666666666667,8.61406601630922,40.64,25.72,276.666666666667,5.77350269189626,12.75,-63.45
-19.84,0,23.64,0,30.87,0,30.87,30.87,320,0,12.75,-63.55
-29.43,0,-35.07,0,45.79,0,45.79,45.79,220,0,12.75,-63.75
-48.56,0,28.04,0,56.07,0,56.07,56.07,300,0,12.75,-63.85
-27.59,0,23.15,0,36.01,0,36.01,36.01,310,0,12.75,-63.95
-47.134,35.8589009870632,29.09,20.7355877659641,56.588,39.3497219812288,102.89,15.43,306,20.7364413533277,12.75,-64.05
-38.21,19.7280586982095,39.4066666666667,34.1271744117988,56.59,35.6456056197675,77.17,15.43,303.333333333333,28.8675134594813,12.75,-64.15
-67.9766666666667,38.9594999112326,34.2966666666667,30.6874116427784,77.1633333333333,47.1492484917133,118.32,25.72,290,17.3205080756888,12.75,-64.25
-56.335,20.2722412837522,33.8125,5.10245284152632,66.4875,17.2690327368578,92.08,56.07,302.5,9.57427107756338,12.75,-64.35
-47.115,29.3779945991326,29.1175,34.3967792823689,59.93,36.7098742393197,92.08,9.77,297.5,22.1735578260835,12.75,-64.45
-39.59,19.6151421101148,15.435,21.8283863352287,43.725,25.4629151905276,61.73,25.72,285,21.2132034355964,12.75,-64.55
-49.6966666666667,20.0478344632698,22.4583333333333,16.9414455306112,55.3,24.2490626622969,81.8,9.77,290,12.6491106406735,12.75,-64.65
-67.4225,52.3367788940053,67.475,41.0230687134284,96.3275,64.6589758528028,174.91,25.72,320,14.142135623731,12.75,-64.75
-69.1866666666667,34.0277626848039,35.7833333333333,9.97324587751316,78.5366666666667,33.2615699168475,102.89,40.64,300,10,12.75,-64.85
-71.126,27.9652718563578,55.95,20.5373902918555,91.262,32.0924597062924,128.61,45.79,308,8.36660026534076,12.75,-64.95
-40.3033333333333,23.1513484128535,43.1866666666667,36.9062614380451,63.4466666666667,33.0740930840641,87.45,25.72,310,26.4575131106459,12.75,-65.05
-49.025,53.0400796568029,48.42,23.9426356109765,79.22,18.186786412118,92.08,66.36,320,42.4264068711929,12.75,-65.15
2.64,3.73352380466497,-7.25,10.2530483272049,7.715,10.9106576337084,15.43,0,80,113.137084989848,12.75,-65.25
-27.962,45.6206583687697,28.328,18.2065405829883,52.264,31.2803409508272,97.74,20.06,270,115.974135047432,12.75,-65.35
-81.8542857142857,41.4776393000465,26.9242857142857,26.9646879314057,88.1171428571429,45.2921552126803,144.04,30.87,285.714285714286,15.1185789203691,12.75,-65.45
-54.6233333333333,43.6058532003828,19.88,15.8694076764068,58.13,46.4080714962387,107.52,15.43,290,0,12.75,-65.55
-55.155,27.5555625704036,32.6,12.6327963197838,65.46,26.6894061380166,118.32,36.01,302.5,12.8173988892331,12.75,-65.65
-99.595,18.4767001924045,15.745,22.2667925395644,102.37,14.5522575568191,112.66,92.08,280,14.142135623731,12.75,-65.75
-33.005,11.7318526527854,11.8075,42.3279177966505,51.0575,9.57946197166974,61.73,40.64,277.5,56.7890834580027,12.75,-65.85
-33.415,47.255946186697,19.29,27.280179618177,38.585,54.5674303041659,77.17,0,150,212.132034355964,12.75,-65.95
-55.0255555555556,43.8027502307535,12,18.6334940362778,58.1322222222222,45.083807730098,154.33,15.43,277.777777777778,17.1593835683117,12.75,-66.05
-35.852,22.5979284448818,12.854,26.5267907972299,43.11,26.5451087773247,77.17,9.77,282,35.6370593624109,12.75,-66.15
-38.4166666666667,8.97422048611094,20.1833333333333,21.5970931686033,46.1266666666667,13.4139342973392,56.07,30.87,293.333333333333,25.1661147842358,12.75,-66.25
-18.068,20.1410927652344,-3.338,22.7038615413521,30.196,16.8243885145609,51.44,0,218,103.258037082942,12.75,-66.35
-35.0455555555556,30.0814336888683,13.0655555555556,31.4133017649813,43.3822222222222,36.7172104665434,102.89,0,238.888888888889,100.678255403593,12.75,-66.45
-30.726,28.0397904572928,6.857,14.0509019481155,37.243,23.3158153525789,87.45,9.77,264,55.4176065083211,12.75,-66.55
-55.6783333333333,25.6227097838356,6.95833333333333,12.6001530413986,58.99,20.4375800915862,77.17,30.87,283.333333333333,24.2212028327799,12.75,-66.65
-50.485,37.9809518048192,18.1775,16.8870687707093,55.3025,38.5827780017631,97.74,15.43,287.5,22.1735578260835,12.75,-66.75
-35.925,44.5541419698176,21.7075,15.2357110653447,54.9175,23.3504380758335,81.8,30.87,232.5,130.735101126923,12.75,-66.85
-47.2825,44.9312232353914,7.70125,19.757100305966,54.3375,40.7162290388348,138.38,4.63,290,34.226138716317,12.75,-66.95
-18.97125,22.4153470624162,4.62875,18.597471746373,29.9025,16.1949646054392,45.79,4.63,272.5,59.2211352233547,12.75,-67.05
-39.76125,41.724768059785,10.0275,16.6862516119452,44.885,40.4819130688544,123.47,0,271.25,53.0330085889911,12.75,-67.15
-35.9,12.7915440819316,15.6433333333333,30.1263212711631,46.1266666666667,13.4139342973392,56.07,30.87,286.666666666667,40.4145188432738,12.75,-67.25
-49.298,13.7731466992841,3.324,15.3624486980429,51.238,13.9940512361503,66.36,30.87,272,17.8885438199983,12.75,-67.35
-28.946,21.7415430301838,27.155,27.4465076709831,46.607,23.7243489783059,87.45,20.06,307,30.2030167735315,12.75,-67.45
-29.996,23.5922050215273,10.248,13.7202241640256,37.964,16.1195975963008,61.73,15.43,267,72.8849931208217,12.75,-67.55
-66.9866666666667,36.1765481124628,19.9466666666667,14.6020215495435,70.1366666666667,38.3596902142514,107.52,30.87,286.666666666667,5.77350269189626,12.75,-67.65
-59.506,49.4883640869245,2.056,9.2037671635043,60.598,48.7336867064252,144.04,25.72,270,17.3205080756888,12.75,-67.75
-37.074,29.1932848442925,4.39,14.4745742597149,39.92,28.498171871192,77.17,9.77,278,36.3318042491699,12.75,-67.85
-22.6166666666667,30.0251179292716,4.87833333333333,17.5998584274609,33.265,22.9265006051949,66.36,4.63,243.333333333333,95.008771524879,12.75,-67.95
-35.4364285714286,32.7635612808223,3.41285714285714,49.0100812908107,52.7664285714286,42.9170860017211,154.33,4.63,261.428571428571,65.4989304501218,12.75,-68.05
-27.511,30.2446437682223,0.275000000000001,18.7946051656674,39.56,19.2382160180084,77.17,15.43,238,90.6519595914935,12.75,-68.15
-30.294,44.1912058119159,4.531,14.7192054812751,44.139,32.3668267932874,118.32,9.77,255,86.0555376228372,12.75,-68.25
-44.1585714285714,41.2358417838056,6.83428571428571,20.7007776481488,51.8828571428571,36.3037636773773,102.89,9.77,254.285714285714,92.7105069301107,12.75,-68.35
-38.566,52.4254258924045,17.898,31.549936925452,52.162,51.0151886206451,112.66,9.77,248,84.0832920383116,12.75,-68.45
-50.3025,35.3232938960492,17.8375,12.6721857493752,53.7575,36.7895649833844,102.89,15.43,292.5,12.5830573921179,12.75,-68.55
-44.6316666666667,28.3467228558553,11.995,18.7126328986597,47.84,31.1459403454126,92.08,15.43,285,16.431676725155,12.75,-68.65
-38.802,15.1747988454543,11.842,5.16085458039655,40.95,14.7765066913665,66.36,30.87,288,8.36660026534076,12.75,-68.75
-9.565,64.6250428755499,10.655,25.6464636938507,55.3,32.091426684812,97.74,25.72,215,103.440804327886,12.75,-68.85
-31.28875,34.4135896900795,17.51875,9.3064684686052,44.17625,22.5795994760757,92.08,20.06,275,75.7816411992848,12.75,-68.95
-56.5004,33.1132344488826,21.746,24.3418227200293,64.4692,34.3145193904854,128.61,0,277.2,61.7467947886096,12.75,-69.05
-28.6281818181818,19.4241544568518,10.8936363636364,35.7017935887617,42.9781818181818,25.5362467164546,97.74,0,255.454545454545,95.850262009411,12.75,-69.15
-69.2542857142857,23.6930340375555,9.49142857142857,7.80755281457519,70.33,23.5077434050995,102.89,40.64,278.571428571429,6.90065559342354,12.75,-69.25
-25.9311111111111,22.5454731844579,12.7833333333333,20.2123452375027,37.0944444444444,17.5772602466305,51.44,0,244.444444444444,108.985218161812,12.75,-69.35
-27.9171428571429,24.7554907810272,-0.915714285714286,21.0130394891227,34.3185714285714,24.2990503439753,66.36,0,217.142857142857,105.311329829588,12.75,-69.45
-43.65125,32.7609490694115,5.22875,20.5259051914543,50.0275,29.0368680670429,97.74,4.63,271.25,41.5546112277051,12.75,-69.55
-43.8423076923077,41.8409916935227,5.20769230769231,21.8073099952922,50.4138461538462,39.8078192776372,144.04,15.43,256.153846153846,45.9235708430253,12.75,-69.65
-34.05,33.4498806318605,7.728,27.311258850518,45.0293333333333,31.5986017924543,118.32,15.43,266,71.8927773046182,12.75,-69.75
-37.486,28.4750194122202,4.719,27.8804045315362,47.7135,26.3514520273052,102.89,0,248.5,94.4944999791829,12.75,-69.85
-40.12,22.5567063198509,-4.4,6.22253967444162,40.895,21.4606908090117,56.07,25.72,260,14.142135623731,12.75,-69.95
-42.5672222222222,29.8712261324103,7.19611111111111,23.2305357206691,47.9844444444444,31.1024557801399,118.32,15.43,275.555555555556,30.9120616516523,12.75,-70.05
-36.999,30.0030629732662,2.365,21.84634942807,42.491,29.9756754904891,97.74,0,238,89.9135387160601,12.75,-70.15
-37.0071428571429,22.6132086753164,5.03642857142857,25.0310608912339,44.5721428571429,22.3743449164341,77.17,4.63,254.285714285714,72.823737224182,12.75,-70.25
-54.6891666666667,32.4740011976947,18.5675,34.9105014481837,66.1475,33.7501044106129,133.24,20.06,280.833333333333,33.967453227875,12.75,-70.35
-19.74,22.852075033426,4.5125,12.0439151303331,25.59,18.4547861903988,51.44,9.77,200,132.413493773608,12.75,-70.45
-50.105,28.0882791886185,20.499,25.4133274090584,56.433,33.9525047513271,112.66,15.43,287,16.3639169448448,12.75,-70.55
-54.1584615384615,33.1936220897313,18.71,33.6487491099843,68.2238461538462,27.3668264931777,123.47,40.64,262.307692307692,77.7982268600262,12.75,-70.65
-60.4985,52.5627529995789,16.675,26.0276459295031,68.265,51.7710479444173,200.63,0,259,74.5442291882018,12.75,-70.75
-21.4663636363636,24.4757832449657,9.97,19.7096265819523,32.1745454545455,21.5656784561193,77.17,9.77,212.727272727273,110.642750245184,12.75,-70.85
-31.9918181818182,33.2468067405211,18.6095454545455,18.6090120198515,45.7840909090909,26.2795050796136,118.32,0,265.909090909091,96.8877156157035,12.75,-70.95
-30.113125,34.1265962202991,21.345,24.9212624078316,45.495625,32.1131611583683,123.47,4.63,255.625,92.5900462612838,12.75,-71.05
-15.115,40.9949038644701,8.3175,27.9297208568732,48.1625,12.2273916737323,61.73,30.87,213.75,103.914456577101,12.75,-71.15
-41.231875,47.8770630147325,9.149375,15.4192427262171,56.65125,31.7704604677574,102.89,4.63,241.875,90.7905097830531,12.75,-71.25
-46.5013333333333,36.2397953846846,9.00733333333333,20.546943973902,52.266,34.8161817468339,154.33,20.06,284,30.8915152474869,12.75,-71.35
-26.2958333333333,26.3186509941432,8.595,13.31741750832,32.8375,22.9902936534688,77.17,0,222.5,123.223743284689,12.75,-71.45
-25.105,32.0039836062117,16.3475,5.82474820628898,37.0375,20.6331939279082,66.36,20.06,230,141.656862405839,12.75,-71.55
-40.5458333333333,24.4734837800697,6.35666666666667,8.38995864474945,42.1808333333333,23.7866847620617,92.08,9.77,285,18.3402190925746,12.75,-71.65
-35.178,17.5385794749746,7.816,20.2152796171609,40.848,15.9421303469768,61.73,20.06,278,37.0135110466435,12.75,-71.75
-34.0442857142857,47.4638086184772,7.68285714285714,19.9729214306819,56.3685714285714,19.1348420676101,81.8,30.87,250,80.8290376865476,12.75,-71.85
-19.629,32.8944225093286,8.473,27.4526465228967,42.49,18.3703674432495,72.02,20.06,216,106.583300755794,12.75,-71.95
-29.5763636363636,27.8323956111317,10.2127272727273,20.0256770626659,41.8554545454545,18.0447229757823,66.36,9.77,265.454545454545,87.5629643586415,12.75,-72.05
-65.24,44.5955395751638,9.48,26.9391963502997,73.976,36.1469629429638,118.32,30.87,288,43.2434966208793,12.75,-72.15
-37.1,1.54149278298667,-6.95,9.82878425849301,38.325,3.27390439689372,40.64,36.01,260,14.142135623731,12.75,-72.25
-16.50625,22.1726420472875,17.1825,23.4768236778317,31.37875,23.7927578642265,87.45,15.43,232.5,122.561937694492,12.75,-72.35
-15.17,50.1904393286211,13.135,31.2046222537623,46.04,7.63675323681471,51.44,40.64,145,162.634559672906,12.75,-72.45
-25.7966666666667,25.3428931523876,6.40666666666667,20.6907233641875,36.01,13.6086112443555,51.44,25.72,293.333333333333,61.1010092660779,12.75,-72.55
-41.355,49.0664303776013,19.8983333333333,17.3086410982106,64.9033333333333,13.4019068295025,87.45,45.79,250,94.4457516249408,12.75,-72.65
-9.235,70.5339014233581,24.8,35.0724963468528,58.905,25.8306107167446,77.17,40.64,200,155.56349186104,12.75,-72.75
15.99,33.3730632396848,6.772,11.529872939456,33.848,13.8344775831977,51.44,15.43,146,104.546640309481,12.75,-72.85
-61.584,31.8625411729824,22.798,25.5913964058236,73.872,15.470370713076,97.74,56.07,294,32.0936130717624,12.75,-72.95
-25.5171428571429,15.673261428609,15.3257142857143,14.8195556131562,32.0414285714286,17.3555739639762,56.07,9.77,298.571428571429,24.1029537806548,12.85,-60.05
1.54,12.580177529219,27.6925,29.2808121187465,33.1775,23.94765315572,56.07,9.77,187.5,163.375844807813,12.85,-60.15
-23.955,26.3128286202757,8.33,31.2399718309732,39.0966666666667,24.617801418215,77.17,9.77,248.333333333333,84.7152091815081,12.85,-60.25
-5.614,12.2288789347184,14.204,35.5975059519624,25.618,29.8008921007409,77.17,0,162,146.355731011806,12.85,-60.35
-10.815,12.3448167260596,25.2,25.7048477918077,30.4775,24.0210301957819,66.36,15.43,245,159.687194226713,12.85,-60.45
0,0,118.32,0,118.32,0,118.32,118.32,360,0,12.85,-60.65
-50.1033333333333,27.6869235079186,92.7366666666667,51.4684217101451,106.146666666667,56.4055549864846,164.11,51.44,330,10,12.85,-60.85
0,0,0,0,0,0,0,0,0,0,12.85,-60.95
-34.8333333333333,51.7634623391184,28.6033333333333,32.3406204846681,61.3866666666667,33.4583761311474,92.08,25.72,190,155.884572681199,12.85,-61.05
-48.34,0,17.59,0,51.44,0,51.44,51.44,290,0,12.85,-61.15
-74.27,11.1864292783712,14.955,21.1495638252896,76.905,14.9128820152243,87.45,66.36,280,14.142135623731,12.85,-61.25
-25.72,0,0,0,25.72,0,25.72,25.72,270,0,12.85,-61.45
-16.265,17.2686005995468,5.205,16.0352954447369,21.8625,17.50856433292,36.01,0,197.5,141.509716980849,12.85,-61.85
-18.85,0,6.86,0,20.06,0,20.06,20.06,290,0,12.85,-61.95
-8.71142857142857,14.8224586675889,-7.63142857142857,25.1249135511424,24.1042857142857,18.1553425168671,56.07,0,207.142857142857,112.503968183984,12.85,-62.05
-25.4533333333333,13.5527278926913,-3.71,12.2440720350707,28.98,8.14123455011585,36.01,20.06,253.333333333333,37.8593889720018,12.85,-62.15
-23.5944444444444,31.0473014572568,3.92444444444444,20.9646870422093,34.0666666666667,27.2309580257471,72.02,0,232.222222222222,111.330339281098,12.85,-62.25
-25.7663636363636,17.358806567692,9.49636363636364,13.2085663663603,30.2581818181818,17.2690577728965,61.73,0,265.454545454545,91.4727977448636,12.85,-62.35
0.283333333333333,19.2765617611994,7.79666666666667,8.30471151415468,15.26,13.5151618562265,25.72,0,113.333333333333,155.02687938978,12.85,-62.45
-16.86,30.4484597311588,3.97666666666667,23.9511384558925,35.84,4.88721802255639,40.64,30.87,180,130,12.85,-62.55
-18.85,0,6.86,0,20.06,0,20.06,20.06,290,0,12.85,-62.65
-14.128,13.442357308151,-4.838,14.8599434723016,17.182,17.6447632457905,40.64,0,212,121.531888819355,12.85,-62.75
-28.118,22.7937265492065,3.962,21.845586968539,38.068,13.8982488105516,61.73,25.72,286,52.2494019104525,12.85,-62.85
-4.63,0,0,0,4.63,0,4.63,4.63,270,0,12.85,-62.95
6.28,0,-7.49,0,9.77,0,9.77,9.77,140,0,12.85,-63.05
-12.86,0,22.28,0,25.72,0,25.72,25.72,330,0,12.85,-63.15
-36.58,10.1116269709676,20.335,78.3545024232813,66.62,29.4580685042316,87.45,45.79,275,77.7817459305202,12.85,-63.25
-15.8728571428571,30.6788296790505,13.2571428571429,16.447285200792,27.7785714285714,28.465396202273,72.02,0,171.428571428571,151.704600175096,12.85,-63.35
-9.405,19.308487770926,-5.11,42.6335790975455,35.625,25.5152927999399,66.36,4.63,200,137.35598518691,12.85,-63.45
-12.224,14.3565849003166,9.068,9.52552728199337,15.33,17.1032555380547,36.01,0,186,169.941166289984,12.85,-63.55
-16.535,4.47598592491085,4.405,17.1473394437738,20.575,7.27612877840957,25.72,15.43,275,49.4974746830583,12.85,-63.65
-72.02,0,0,0,72.02,0,72.02,72.02,270,0,12.85,-63.75
-22.525,31.60625555171,38.9716666666667,36.3951636439056,51.9566666666667,38.9354731147146,107.52,9.77,265,126.293309403151,12.85,-63.85
-44.88,34.2923285881843,24.262,16.6140594076222,59.468,16.8794407490296,81.8,40.64,234,120.124934963562,12.85,-64.05
-29.815,7.98323555959612,7.525,1.8031222920257,30.865,7.27612877840957,36.01,25.72,285,7.07106781186548,12.85,-64.15
9.77,0,0,0,9.77,0,9.77,9.77,90,0,12.85,-64.35
-91.85,0,33.43,0,97.74,0,97.74,97.74,290,0,12.85,-64.45
-38.19,0,13.9,0,40.64,0,40.64,40.64,290,0,12.85,-64.55
-32.66,15.5967977482559,15.1066666666667,10.8110791937407,37.7233333333333,12.9453170425963,51.44,25.72,296.666666666667,20.8166599946613,12.85,-64.65
-64.8475,18.1159991444027,29.78,19.5136635890513,72.0175,24.1293464133062,97.74,51.44,292.5,9.57427107756338,12.85,-64.75
-23.515,76.1528596530251,9.46,21.1511528448609,65.2025,37.8746074787141,112.66,20.06,180,116.904519445001,12.85,-64.85
-46.0625,15.6982788334688,24.38,19.9917266221138,53.885,19.903631996866,72.02,25.72,295,17.3205080756888,12.85,-65.05
-49.3688888888889,30.2881298714713,30.3833333333333,25.5092889944036,60.9322222222222,34.2324483413682,102.89,4.63,296.666666666667,22.9128784747792,12.85,-65.15
-66.158,10.3433635728423,9.512,23.9325859446906,69.862,12.7948141838793,81.8,51.44,278,17.8885438199983,12.85,-65.25
-35.9528571428571,39.7515340225111,21.7514285714286,9.64375692451068,46.96,34.0657491722502,102.89,15.43,271.428571428571,94.9435922760758,12.85,-65.35
-53.55625,42.4391197355526,17.5675,26.2999080661077,60.96,43.3151428486621,144.04,15.43,270,38.9138242053607,12.85,-65.45
-54.7514285714286,22.9905367695576,22.7857142857143,13.7991676767633,62.1,17.9712019631409,81.8,30.87,297.142857142857,22.1466970556828,12.85,-65.55
-34.798,32.8784978367321,11.246,25.7153228640046,45.268,29.19100751944,87.45,15.43,286,51.7687164221791,12.85,-65.65
-12.9266666666667,7.45174028890791,6.85333333333333,6.05000275482031,14.9166666666667,8.90851465359592,20.06,4.63,293.333333333333,15.2752523165195,12.85,-65.75
-40.226,17.4200496554975,-1.1,35.6596655901314,52.164,14.0712661121876,72.02,40.64,268,43.8178046004133,12.85,-65.85
-69.97,13.6582978441678,22.0133333333333,10.7737474136594,73.5633333333333,15.9978790260876,87.45,56.07,286.666666666667,5.77350269189626,12.85,-65.95
-38.6709090909091,27.5300197800675,10.4918181818182,33.8067415815786,51.7709090909091,26.8109162299782,81.8,0,243.636363636364,96.257231133326,12.85,-66.05
-22.514,29.9035563102451,12.632,21.9101510720488,27.47,35.5518339892614,66.36,0,176,161.493033905491,12.85,-66.15
-36.3366666666667,72.1510369525853,15.3233333333333,30.9320421785134,68.2466666666667,38.8402900778732,112.66,40.64,203.333333333333,143.643076176102,12.85,-66.25
-24.182,27.2305171126481,2.274,16.370638486157,33.18,21.018473356127,72.02,15.43,257,63.779132776934,12.85,-66.35
-23.3342857142857,21.6638976618881,12.4228571428571,23.7987770794255,30.4957142857143,27.6722085958354,92.08,9.77,291.428571428571,38.0475892484537,12.85,-66.45
-18.4466666666667,22.0968628240904,9.36333333333333,14.0587960603555,26.4916666666667,18.8988914136958,61.73,9.77,301.666666666667,56.3619256827396,12.85,-66.55
-23.6423076923077,29.1912670028344,2.55923076923077,10.5516874334065,31.3392307692308,22.6298429297607,77.17,9.77,243.076923076923,92.0493178849084,12.85,-66.65
-27.2066666666667,20.2501275716146,12.8966666666667,8.91639538528136,32.2366666666667,18.1770114888743,56.07,9.77,300,25.298221281347,12.85,-66.75
-44.3814285714286,34.2378749479634,11.7,7.74375662496354,47.5471428571429,32.4420620564752,112.66,15.43,291.428571428571,17.7281052085584,12.85,-66.85
-47.875,24.7133820024698,8.44,4.35577777210913,48.615,25.0952196643106,66.36,30.87,280,0,12.85,-66.95
-37.703,40.2065005938095,3.142,22.3598801427915,46.557,36.0383844902441,123.47,4.63,234,96.2866091993643,12.85,-67.05
-25.1428571428571,48.736602505812,27.9257142857143,33.5561871379645,54.9714285714286,40.2829457002056,118.32,4.63,248.571428571429,121.164980010531,12.85,-67.15
-61.2,23.7354881980548,4.5675,14.7564389900364,62.8925,23.0082048771013,81.8,30.87,277.5,15,12.85,-67.25
-29.51,33.4252468203303,17.3166666666667,36.7267028196107,51.8433333333333,27.5592461798214,102.89,4.63,261.111111111111,88.9444270941756,12.85,-67.35
-53.4177777777778,43.0704480409067,8.85444444444444,10.6628890446153,59.3311111111111,36.1526445935994,102.89,15.43,253.333333333333,81.0863737011343,12.85,-67.45
-40.27,28.6745034830597,12.3415384615385,14.9732582994672,45.1507692307692,27.5622034259293,102.89,9.77,292.307692307692,24.5471811531203,12.85,-67.55
-55.50875,44.8550769343417,10.87625,17.2559529583272,61.605,40.369351174941,107.52,15.43,260,50.9901951359278,12.85,-67.65
-37.53,10.8143269169499,18.2375,16.7505808357004,43.6,13.5788315648537,61.73,30.87,292.5,22.1735578260835,12.85,-67.75
-38.335,9.55333275180273,-1.9725,17.2009851946529,40.8975,11.0378692841206,51.44,25.72,267.5,22.1735578260835,12.85,-67.85
-52.65,7.58018469431979,30.395,13.1309729266342,61.73,0,61.73,61.73,300,14.142135623731,12.85,-67.95
-22.20375,43.1296139367527,-0.13125,48.1388192453173,51.860625,42.8308643338345,180.05,9.77,225.625,83.1038506929733,12.85,-68.05
-49.1461904761905,37.4033302629847,4.54714285714286,22.6529442110418,55.4114285714286,35.2982463141888,118.32,15.43,280.952380952381,33.1518871114092,12.85,-68.15
-24.9985714285714,50.6629362975116,7.74857142857143,7.4957819884951,46.96,29.1393033547475,77.17,4.63,255.714285714286,79.5523188132906,12.85,-68.25
-49.2933333333333,35.8015092791724,8.915,22.4638738867543,55.4733333333333,33.2422891309649,102.89,9.77,286.666666666667,44.5720390678581,12.85,-68.35
-31.27,28.6142766564425,12.10875,22.6913825288683,43.98375,20.193554089999,81.8,20.06,245,97.5412000863518,12.85,-68.45
-47.1266666666667,32.0956154845694,-5.24,42.6515826201092,61.3866666666667,23.8536000078255,87.45,40.64,256.666666666667,49.3288286231625,12.85,-68.55
-35.4466666666667,48.9858921017062,14.7855555555556,26.2107254340237,51.7855555555556,41.5802790127457,149.19,9.77,274.444444444444,67.2887641272878,12.85,-68.65
-39.4,16.8188445897253,7.725,20.1138004033715,44.7575,12.8963596284636,61.73,30.87,285,31.091263510296,12.85,-68.75
-56.0285714285714,36.2187619098957,11.1757142857143,19.0886649237559,60.7771428571429,34.2780355885445,102.89,0,244.285714285714,110.129793555474,12.85,-68.85
-19.98,36.450663917136,14.0666666666667,14.6010969907515,35.8366666666667,22.602155501928,61.73,20.06,216.666666666667,127.410099024109,12.85,-68.95
-45.4931818181818,37.3070554269837,16.7518181818182,28.7388515256436,59.5090909090909,31.1420147846681,128.61,20.06,259.545454545455,72.1425356814234,12.85,-69.05
-43.969,35.236641109315,5.998,26.2333819567529,55.25,26.9506293474238,102.89,20.06,246,76.3326055278258,12.85,-69.15
-43.0616666666667,30.3280550685735,11.2491666666667,32.331827678939,54.7875,29.1828686125018,102.89,15.43,250.833333333333,83.0616784338146,12.85,-69.25
-30.3981818181818,34.1827417911969,3.24,11.8515138273556,41.81,20.3507616565081,77.17,15.43,214.545454545455,98.1186665587783,12.85,-69.35
-48.402,38.9350679978859,10.136,12.4934434804821,52.368,36.0720912895274,107.52,15.43,280,35.3553390593274,12.85,-69.45
-46.206,40.5920813843182,7.308,23.5815572004904,52.832,39.1688492441521,123.47,9.77,251,77.667381970955,12.85,-69.55
-52.0116666666667,47.4748625989363,15.6625,39.4837803580614,70.9491666666667,39.2435746815689,154.33,30.87,274.166666666667,59.7659576763369,12.85,-69.65
-46.4858620689655,35.0602129523768,3.32724137931034,19.924779241751,53.7134482758621,29.7918540251552,102.89,0,241.379310344828,89.2718215792577,12.85,-69.75
-36.6953125,39.3315758388055,0.3159375,25.4153514517372,51.1371875,29.7245994828412,128.61,0,230.625,86.1707794197456,12.85,-69.85
-48.585,38.6888609435728,16.55,27.3243444569124,56.33,40.5592296661452,133.24,15.43,281,40.1248052954778,12.85,-69.95
-33.7111428571429,36.7907687247949,14.8317142857143,27.5571083480143,45.2105714285714,37.4848123709776,144.04,0,277.142857142857,71.520109412809,12.85,-70.05
-24.26,30.7290341998759,24.94375,23.6095313304364,40.96,31.1104630998273,92.08,0,252.5,135.935909268197,12.85,-70.15
-36.3742857142857,25.3017936499522,5.66571428571429,38.861600094499,53.4285714285714,20.0339116072153,77.17,25.72,264.285714285714,56.2308168347638,12.85,-70.25
