"u.cm.s.mean","u.cm.s.sd","v.cm.s.mean","v.cm.s.sd","speed.cm.s.mean","speed.cm.s.sd","speed.cm.s.max","speed.cm.s.min","direction.deg.t.mean","direction.deg.t.sd","latitude","longitude"
-33.4016666666667,34.781555837406,34.7666666666667,33.1202445643144,59.8166666666667,31.2911436446199,128.61,15.43,262.777777777778,104.757734829157,10.85,-60.05
-24.5625,55.8226853731772,43.9658333333333,44.665776497801,66.2758333333333,55.551706046682,184.68,9.77,281.666666666667,81.4452781524708,10.85,-60.15
-31.476,23.0064001163978,39.19,37.8374458078655,55.0965,37.7526622658309,169.77,4.63,314.5,26.6507628013672,10.85,-60.25
-29.3438095238095,36.1599101874148,41.5685714285714,37.157370505152,67.3171428571429,25.4635349358366,112.66,20.06,280.47619047619,90.8557202643945,10.85,-60.35
-34.42,40.5141118271505,35.9793333333333,25.7608150566117,62.932,26.7958515445955,128.61,25.72,290,74.5462464322843,10.85,-60.45
-32.2357142857143,22.4608519991445,43.6735714285714,46.0771946941122,63.7157142857143,37.7987604017921,164.11,15.43,289.285714285714,83.9839074066973,10.85,-60.55
-38.9513636363636,39.3694689896643,35.5804545454545,40.1630554563902,66.5713636363636,37.8940170293857,154.33,4.63,282.727272727273,74.8447165919653,10.85,-60.65
-33.9341666666667,37.595616987445,44.52,24.0701785546384,67.2841666666667,23.2098755062256,102.89,15.43,236.666666666667,128.390256526788,10.85,-60.75
-41.122,34.1642173291631,28.812,27.3861649638749,56.1073333333333,35.2926231601423,128.61,0,274,93.2584733798643,10.85,-60.85
-41.3571428571429,34.9960238243787,15.4242857142857,28.9026694839197,52.7657142857143,34.0566689988423,118.32,4.63,279.285714285714,45.3133170634936,10.85,-61.05
-38.91,30.5700870496344,6.536,13.5184624372251,43.623,27.0659864651805,77.17,4.63,260,89.1939210683977,10.85,-61.15
-34.2085714285714,30.8554433190901,8.37857142857143,19.6240981594423,45.3792857142857,21.3342932547886,87.45,15.43,279.285714285714,49.9945051925764,10.85,-61.25
-52.6493617021277,40.3579735349111,13.1089361702128,19.6786735407121,60.7355319148936,35.4226236236791,154.33,0,256.595744680851,80.818545970606,10.85,-61.35
-46.2185714285714,43.5776274513163,6.92571428571429,14.8109406151251,58.7914285714286,25.178383207672,102.89,25.72,252.857142857143,73.4198623703163,10.85,-61.45
-24.492,19.8535883406502,4.222,16.5793884085029,28.704,20.2731578694588,56.07,0,230,132.098448136229,10.85,-61.55
-3.985,9.97812774689387,22.0825,37.4811644918707,29.45,31.9250246671792,77.17,9.77,227.5,140.801278403287,10.85,-61.65
18.655,76.162471401603,-23.355,4.29213816180234,58.905,25.8306107167446,77.17,40.64,175,91.9238815542512,10.85,-61.75
-40.0928571428571,65.2470665277466,2.06714285714286,52.799325663082,66.6557142857143,61.1739418535765,138.38,0,174.285714285714,131.891008394197,10.85,-61.85
-8.62,28.8690387785946,10.9483333333333,27.092912295777,34.21,19.9067928104956,51.44,0,178.333333333333,144.141134540653,10.85,-61.95
-48.34,0,-17.59,0,51.44,0,51.44,51.44,250,0,10.85,-62.05
-34.136,23.0424072093173,17.256,21.0064294919437,40.024,28.2676764167131,77.17,0,236,132.966161108757,10.85,-62.15
-15.098,27.5730070902686,-2.284,18.3434383363643,29.632,17.0486002357965,40.64,0,196,126.015872016187,10.85,-62.35
-27.7666666666667,95.1930524425671,21.3033333333333,23.2112307586938,85.5666666666667,21.3390260633735,102.89,61.73,203.333333333333,124.230967690561,10.85,-62.45
-39.66,13.8989460032047,18.45,14.303497823959,46.094,11.5614977403449,61.73,30.87,294,21.9089023002066,10.85,-62.55
-49.77,31.3442551886838,18.38,14.4256831149632,53.8875,32.7411630571263,102.89,36.01,290,14.142135623731,10.85,-62.65
-25.72,0,0,0,25.72,0,25.72,25.72,270,0,10.85,-62.75
-40.7033333333333,34.3612417315401,-16.8866666666667,29.2485646371464,54.8733333333333,20.7936825342058,77.17,36.01,243.333333333333,46.1880215351701,10.85,-62.85
-75.99,0,13.4,0,77.17,0,77.17,77.17,280,0,10.85,-63.05
-50.66,0,-8.93,0,51.44,0,51.44,51.44,260,0,10.85,-63.25
-70.84,0,40.9,0,81.8,0,81.8,81.8,300,0,10.85,-63.35
0,0,-9.77,0,9.77,0,9.77,9.77,180,0,10.85,-63.55
-15.43,0,0,0,15.43,0,15.43,15.43,270,0,10.85,-63.85
-35.585,38.5529787003114,-5.05,37.3358728302955,55.1725,23.3338514823421,81.8,25.72,257.5,58.5234995535981,10.85,-64.05
-128.61,0,0,0,128.61,0,128.61,128.61,270,0,10.85,-64.15
-38.19,0,13.9,0,40.64,0,40.64,40.64,290,0,10.85,-64.45
-51.44,0,0,0,51.44,0,51.44,51.44,270,0,10.85,-64.65
-29,0,10.56,0,30.87,0,30.87,30.87,290,0,10.85,-64.75
-44.46,12.7279220613579,18.56,17.4089689528128,48.87,18.186786412118,61.73,36.01,290,14.142135623731,10.85,-64.85
-14.225,29.6127005410404,0.87,1.74,24.18,19.2647778774287,45.79,0,155,136.747943311773,10.85,-64.95
-25.995,49.2075609027718,-6.725,24.6709555955986,43.725,25.4629151905276,61.73,25.72,220,84.8528137423857,10.85,-65.05
-29.29,21.7624650652054,8.2575,8.10177714190799,31.4425,21.6257179897322,61.73,0,255,106.099683586441,10.85,-65.15
-25.33,0,-4.47,0,25.72,0,25.72,25.72,260,0,10.85,-65.35
-32.92,32.7390439689372,0,0,32.92,32.7390439689372,56.07,9.77,270,0,10.85,-65.45
-14.63,44.0668946035456,9.85,13.930003589375,35.755,14.191633098414,45.79,25.72,155,162.634559672906,10.85,-65.75
-32.86,14.4083725659771,-11.96,15.3025390050148,37.7266666666667,11.8760950372306,51.44,30.87,250,30,10.85,-65.85
-25.72,0,0,0,25.72,0,25.72,25.72,270,0,10.85,-65.95
-11.74,10.0550584284727,3.43,4.85075251893972,12.345,10.9106576337084,20.06,4.63,280,14.142135623731,10.85,-66.05
-60.185,31.1056273043962,21.905,11.3207795667966,64.045,33.0996684273423,87.45,40.64,290,0,10.85,-66.15
-66.615,62.6991582878112,-3.35,22.9244018460679,69.19,61.4758635563584,112.66,25.72,280,28.2842712474619,10.85,-66.55
58.01,0,-21.11,0,61.73,0,61.73,61.73,110,0,10.85,-66.65
120.85,0,43.99,0,128.61,0,128.61,128.61,70,0,10.85,-66.85
-1.285,20.0040508397674,11.14,15.7543390848363,20.575,7.27612877840957,25.72,15.43,150,169.705627484771,10.85,-67.05
0,0,0,0,0,0,0,0,0,0,10.85,-67.25
-7.06,0,40.02,0,40.64,0,40.64,40.64,350,0,10.85,-67.45
-23.15,0,27.59,0,36.01,0,36.01,36.01,320,0,10.85,-67.55
-23.4266666666667,19.0985681836798,27.9366666666667,19.2706436495169,38.3233333333333,23.8430590878492,61.73,0,268.333333333333,132.577021638995,10.85,-67.65
-36.545,4.91439212924651,16.175,32.8592521217389,46.04,7.63675323681471,51.44,40.64,290,42.4264068711929,10.85,-67.75
0,0,0,0,0,0,0,0,0,0,10.85,-67.95
-36.01,0,0,0,36.01,0,36.01,36.01,270,0,10.85,-68.05
-7.39,27.5354488406698,-0.505,18.0826143811436,20.51125,25.8235293800607,51.44,0,105,133.523673663405,10.85,-68.15
-34.2407142857143,38.1197355435749,29.2707142857143,27.5243680747095,56.845,30.2676147696867,123.47,0,271.428571428571,105.746950700328,10.95,-60.05
-21.6722222222222,35.590137600808,39.0966666666667,46.2837890086799,60.36,39.4738131550526,118.32,9.77,212.222222222222,134.422633676195,10.95,-60.15
-38.6277777777778,24.8044148176175,39.7022222222222,33.5275434448223,62.0766666666667,29.2598632942808,107.52,25.72,311.111111111111,26.6666666666667,10.95,-60.25
-15.591,36.9148986634575,49.511,40.6131553536262,63.122,39.7357154766898,123.47,0,228,150.244245591415,10.95,-60.35
-11.0153333333333,46.0827600033224,34.282,40.7085484529092,56.7933333333333,41.4041496655083,128.61,0,238.666666666667,119.095799774003,10.95,-60.45
-34.001,32.5951661208291,25.99,30.2250392886428,56.897,20.349810291226,81.8,25.72,251,110.900355675214,10.95,-60.55
-46.5672727272727,32.555729784758,51.9918181818182,33.9144918340764,76.51,33.6113772404524,133.24,40.64,288.181818181818,95.4796503783065,10.95,-60.65
-16.5366666666667,56.3214619394774,27.8255555555556,16.3138331724269,54.0155555555556,36.5314491606585,133.24,9.77,261.111111111111,122.825531185951,10.95,-60.75
-24.210625,42.948689924723,38.851875,47.2780638659904,63.82125,44.390753222565,169.77,9.77,256.25,103.464969917359,10.95,-60.85
-23.7673333333333,35.0600208757714,20,27.2685842264369,41.6333333333333,33.8996870332512,118.32,4.63,291.333333333333,69.8842580543682,10.95,-60.95
-47.8615789473684,45.1357871394945,24.4231578947368,24.2951035424908,67.9863157894737,28.2140623351245,112.66,15.43,291.578947368421,52.6269003768496,10.95,-61.05
-40.0615384615385,31.552672851956,2.68230769230769,18.5879325342394,45.3484615384615,29.3209210991497,107.52,4.63,254.615384615385,68.8737231721194,10.95,-61.15
-52.6286666666667,32.3186235267944,28.6346666666667,23.6104964147809,65.676,28.7483313304566,118.32,0,280.666666666667,81.6321598624557,10.95,-61.25
-41.5992857142857,56.29865362041,8.40321428571429,21.9829920879203,62.6696428571429,38.0498889356575,169.77,0,252.142857142857,86.8526697539359,10.95,-61.35
-44.7042857142857,44.681342641194,13.8621428571429,16.2290950402102,59.0478571428571,29.395392150307,133.24,15.43,276.428571428571,63.3193545398298,10.95,-61.45
-10.8766666666667,12.2648861932483,-4.56333333333333,4.40908531708486,11.83,12.9831544703127,25.72,0,163.333333333333,141.539158303748,10.95,-61.55
-22.352,24.3361001395047,11.232,17.1178071025468,32.51,18.6072082806637,61.73,20.06,234,104.546640309481,10.95,-61.65
-34.036,32.0264184697571,37.466,47.7687892875673,59.674,45.3775454382451,128.61,15.43,324,37.8153408023781,10.95,-61.75
-50.25,83.6264288368217,-0.149999999999999,45.2174346906146,87.2833333333333,37.37855847051,118.32,45.79,203.333333333333,109.696551146029,10.95,-61.85
-54.44,63.8644783897904,-46.2833333333333,40.1664565692984,73.7366666666667,72.0813514949139,144.04,0,150,130.76696830622,10.95,-61.95
-13.6183333333333,52.0346409295449,14.5983333333333,25.5501956287357,48.6133333333333,31.6647663289446,102.89,15.43,200,116.275534829989,10.95,-62.05
-39.84625,47.5246771800864,12.6875,18.5704071422404,42.18375,50.6804783316868,164.11,9.77,282.5,11.6496474502144,10.95,-62.15
-35.995,37.2857405719666,12.2,14.8492424049175,38.065,40.0151727473467,66.36,9.77,285,7.07106781186548,10.95,-62.25
