"latitude","longitude","ChlorophyllaConcent.Mean","RemoteReflectance.Mean","SSTemperatureDay.Mean","SeaSaltColumnDensity.Mean","Confiable","Ecosystem"
12.1,-70.9,48.3741,0.3569,24.2824,54.5124,FALSE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
12.1,-71,86.2282,0.4116,24.506,54.5124,FALSE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
12.1,-71.1,183.2014,0.6094,25.0734,54.5124,FALSE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
12.1,-71.1,183.2014,0.6094,25.0734,54.5124,FALSE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
12.1,-71.2,224.7963,0.6311,25.3767,53.6108,FALSE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
12.2,-68.1,22.2969,0.4311,25.2627,41.8897,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
12.2,-68.2,23.2515,0.3618,25.3857,41.8897,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
12.2,-68.3,20.9997,0.25,21.71,41.8897,FALSE,"San Agustin-Carabela"
12.2,-68.4,19.5873,0.47,25.2438,41.8897,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
12.2,-68.5,19.362,0.5709,25.4386,41.8897,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
12.2,-68.7,19.5571,0.5897,25.1918,46.3978,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
12.2,-68.8,19.9459,0.548,25.1351,46.3978,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
12.2,-68.9,20.9128,0.5485,25.0631,46.3978,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
12.2,-69.1,19.1955,0.5248,25.2797,46.3978,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
12.2,-69.2,19.3365,0.6161,25.0098,46.3978,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
12.2,-69.3,19.7751,0.6177,25.0122,47.1893,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
12.2,-69.8,35.4633,0.5014,24.7312,48.2011,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
12.2,-69.9,57.3724,0.4723,24.5466,48.2011,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
12.2,-69.9,57.3724,0.4723,24.5466,48.2011,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
12.2,-70,103.3199,0.4687,24.3828,51.8076,FALSE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
12.2,-70,103.3199,0.4687,24.3828,51.8076,FALSE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
12.2,-70.1,220.2645,0.4334,23.6602,51.8076,FALSE,"La Venada"
12.2,-70.1,220.2645,0.4334,23.6602,51.8076,FALSE,"La Venada"
12.2,-70.2,207.2738,0.3644,23.2579,51.8076,FALSE,"La Venada"
12.2,-70.2,207.2738,0.3644,23.2579,51.8076,FALSE,"La Venada"
12.2,-70.3,159.8921,0.3464,23.2506,51.8076,FALSE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
12.2,-70.7,48.3615,0.3673,24.0394,54.5124,FALSE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
12.2,-70.8,42.258,0.3793,24.1413,54.5124,FALSE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
12.2,-70.9,41.3791,0.3594,24.1008,54.5124,FALSE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
12.3,-68.1,23.2448,0.4929,25.2498,39.1849,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
12.3,-68.2,22.705,0.475,25.0832,39.1849,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
12.3,-68.3,22.493,0.4165,25.2646,39.1849,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
12.3,-68.4,22.4949,0.5194,25.2438,39.1849,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
12.3,-68.5,20.2491,0.5045,25.3991,39.5735,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
12.3,-68.8,19.786,0.522,25.2477,44.5946,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
12.3,-68.9,20.0143,0.5552,25.1365,44.5946,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
12.3,-69,20.4466,0.558,25.2037,44.5946,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
12.3,-69.1,24.8492,0.6,21.71,44.5946,FALSE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
12.3,-69.2,18.9859,0.6,25.1779,44.8213,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
12.3,-69.3,19.5114,0.5953,25.0991,45.7328,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
12.3,-69.8,24.5127,0.5654,24.9598,46.3978,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
12.3,-69.9,34.0382,0.5241,24.7178,46.3978,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
12.3,-70,44.0526,0.5036,24.5256,49.1027,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
12.3,-70.1,64.2191,0.4647,24.2488,49.1027,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
12.3,-70.2,83.4394,0.4292,23.8491,49.1027,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
12.4,-68.3,21.6359,0.46,25.2596,39.1849,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
12.4,-68.4,20.8863,0.5172,25.2066,39.1849,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
12.4,-68.5,20.245,0.555,25.2477,39.1849,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
12.4,-68.9,19.9053,0.5495,25.1694,44.5946,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
12.4,-69,19.89,0.515,25.3022,44.5946,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
12.4,-69.1,20.1449,0.5331,25.1827,44.5946,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
12.4,-69.2,20.2491,0.5152,25.1616,44.5946,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
12.4,-69.3,19.7133,0.5819,25.0839,45.4094,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
12.4,-69.7,22.1504,0.5583,24.9923,46.3978,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
12.4,-69.8,23.0401,0.5289,24.9762,46.3978,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
12.4,-69.9,25.7994,0.5365,25.0721,46.3978,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
12.4,-70,33.4271,0.5311,24.8876,49.1027,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
12.4,-70.1,39.1201,0.4997,24.5903,49.1027,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
12.5,-69.1,19.8382,0.5596,25.1977,44.5946,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
12.5,-69.2,19.6586,0.5625,25.1504,44.5946,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
12.5,-69.3,19.9927,0.5487,25.092,45.37,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
12.5,-69.7,21.3189,0.5797,25.1544,46.3978,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
12.5,-69.8,20.9406,0.5368,25.1395,46.3978,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
12.5,-69.9,23.7511,0.5325,24.8775,46.3978,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
12.5,-70,23.9802,0.6,25.1167,49.1027,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
12.5,-70.1,31.6567,0.511,25.0954,49.1027,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
12.5,-70.2,34.5925,0.4171,24.7773,49.1027,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
12.6,-61,35.8627,0.4655,25.7401,39.1849,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
12.6,-69.8,20.7087,0.5417,25.0986,46.3978,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
12.6,-69.9,22.0857,0.5346,25.1314,46.3978,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
12.6,-70,26.0348,0.4977,25.0009,49.1027,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
12.6,-70.1,33.1735,0.463,24.5073,49.1027,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
12.6,-70.2,32.105,0.4941,24.6718,49.1027,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
12.7,-69.8,20.9977,0.5565,25.1243,46.3978,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
12.7,-69.9,21.348,0.5463,25.1857,46.3978,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
12.7,-70,22.9798,0.5182,25.0578,49.1027,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
12.7,-70.1,26.5255,0.5293,24.911,49.1027,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
12.7,-70.2,28.8414,0.4886,24.8602,49.1027,TRUE,"Dos Mosquises-Sur-Cienaga este-Bajo Caiman-Sombrero-Cayo de Agua"
14.1,-60.4,21.1122,0.726,25.7002,36.4802,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
15.2,-64.1,20.0011,0.7081,25.7209,34.677,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
15.2,-64.2,19.958,0.7213,25.6521,34.677,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
15.3,-64,18.5098,0.7089,25.6976,34.677,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
15.3,-64.1,19.3954,0.72,25.6294,34.677,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
15.3,-64.2,19.9024,0.72,25.7002,34.677,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
15.3,-64.3,22.9213,0.6536,25.7111,34.677,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
15.4,-64,18.8801,0.7581,25.4825,34.677,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
15.4,-64.1,19.2383,0.7875,25.6001,34.677,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
15.4,-64.2,21.9711,0.7607,25.5945,34.677,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
15.4,-64.3,20.9569,0.7359,25.8236,34.677,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
15.4,-64.4,20.9679,0.6774,25.7414,33.7755,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
15.5,-64,20.3801,0.7407,25.6866,34.677,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
15.5,-64.1,19.9343,0.8035,25.5445,34.677,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
15.5,-64.2,20.9121,0.7902,25.5956,34.677,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
15.5,-64.3,21.4038,0.7533,25.629,34.677,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
15.5,-64.4,21.5665,0.7141,25.6381,33.7755,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
15.6,-64,18.8615,0.7759,25.8048,30.1694,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
15.6,-64.1,19.5775,0.8014,25.7519,30.1694,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
15.6,-64.2,19.1495,0.82,25.5357,30.1694,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
15.6,-64.3,19.7602,0.7258,25.7927,30.1694,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
15.6,-64.4,18.944,0.7382,25.618,29.2679,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
15.7,-64,17.7308,0.7594,25.7388,30.1694,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
15.7,-64.1,18.2282,0.7662,25.6812,30.1694,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
15.7,-64.2,18.1777,0.7781,25.7519,30.1694,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
15.7,-64.3,19.434,0.7412,25.7825,30.1694,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
15.8,-64.1,17.3582,0.7714,25.6892,30.1694,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
15.8,-64.2,17.099,0.7714,25.618,30.1694,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
15.8,-64.3,17.9167,0.7694,25.6702,30.1694,TRUE,"Cote-Guabinitas-Cienaga interno-Las Salinas-Cienaga oeste-Garrapata"
