"latitude","longitude","InsularCoast","Laguna.d","Puerto.d","Rio.d","Afluente.Seco.d","Petroleo.d","Poblado.d","AbsorCoeffPhytoplank.Q3","AbsorCoeffNonAlgalMat.Median","ChlorophyllaConcent.Mean","PhotosyntheticRadiation.Q3","RemoteReflectance.Mean","SSTemperatureDay.Mean","SSTemperatureNight.Mean","SSTemperatureNight.Kurtosis","SeaLevelPreassure.Skewness","SeaSaltColumnDensity.Mean","SeaSaltColumnDensity.Sd","TwoMAirTemperature.Mean","SeaSaltConcentration.Mean","CarbonDioxide.Q1","CarbonDioxide.Skewness","MethaneNight.Median","MethaneNight.Q3","MethaneDay.Kurtosis","IncidentShortwave.Max","IncommingShortwave.Max","speed.cm.s.min"
10.7,-62.4,"Continental",16.797,18.553,98.638,120,120,17.468,32.3857,54.8115,289.5104,53.1661,0.0782,24.3502,23.0703,-0.1252,-0.477,34.677,7.6466,2.9983,46.8059,3.971,-1.7063,1.8214,1.8245,-0.7733,2.88,2.879,30.865
10.7,-62.5,"Continental",21.222,26.811,120,120,120,17.28,33.0812,51.2612,286.803,53.5657,0.0774,23.8986,22.9615,-0.242,-0.4514,33.7755,9.2304,2.9973,45.373,3.971,-1.7063,1.8214,1.8245,-0.7733,2.88,2.879,46.3
10.7,-62.6,"Insular",29.282,36.501,120,120,120,14.992,31.7929,40.3324,278.5932,53.0509,0.0882,23.7751,22.9297,0.3477,-0.4514,33.7755,9.2304,2.9973,45.373,3.971,-1.7063,1.8214,1.8245,-0.7733,2.88,2.879,33.44
10.7,-62.6,"Continental",29.282,36.501,120,120,120,14.992,31.7929,40.3324,278.5932,53.0509,0.0882,23.7751,22.9297,0.3477,-0.4514,33.7755,9.2304,2.9973,45.373,3.971,-1.7063,1.8214,1.8245,-0.7733,2.88,2.879,33.44
10.7,-62.7,"Insular",38.774,46.741,120,120,120,7.094,33.8478,48.0864,257.7037,51.5838,0.0975,24.3427,21.9461,16.2552,-0.4514,33.7755,9.2304,2.9973,45.373,3.971,-1.7063,1.8214,1.8245,-0.7733,2.88,2.879,30.865
10.7,-62.7,"Continental",38.774,46.741,120,120,120,7.094,33.8478,48.0864,257.7037,51.5838,0.0975,24.3427,21.9461,16.2552,-0.4514,33.7755,9.2304,2.9973,45.373,3.971,-1.7063,1.8214,1.8245,-0.7733,2.88,2.879,30.865
10.7,-62.8,"Insular",48.87,48.628,95.25,120,120,2.503,35.2176,59.6067,313.8871,50.2079,0.0858,24.0371,21.5674,31.1558,-0.4514,33.7755,9.2304,2.9973,45.373,3.971,-1.7063,1.8214,1.8245,-0.7733,2.88,2.879,30.865
10.7,-62.8,"Continental",48.87,48.628,95.25,120,120,2.503,35.2176,59.6067,313.8871,50.2079,0.0858,24.0371,21.5674,31.1558,-0.4514,33.7755,9.2304,2.9973,45.373,3.971,-1.7063,1.8214,1.8245,-0.7733,2.88,2.879,30.865
10.7,-62.9,"Insular",40.134,37.723,84.685,120,120,5.913,31.62,63.1,611.6781,49.6101,0.085,23.8746,22.0473,11.2689,-0.4514,33.7755,9.2304,2.9973,45.373,3.971,-1.7063,1.8214,1.8245,-0.7733,2.88,2.879,50.2755
10.7,-62.9,"Continental",40.134,37.723,84.685,120,120,5.913,31.62,63.1,611.6781,49.6101,0.085,23.8746,22.0473,11.2689,-0.4514,33.7755,9.2304,2.9973,45.373,3.971,-1.7063,1.8214,1.8245,-0.7733,2.88,2.879,50.2755
10.7,-63,"Insular",29.25,26.836,74.226,92.466,120,7.772,32.5699,63.0134,367.865,52.3415,0.0791,24.7011,21.8109,20.4275,-0.4514,33.7755,9.2304,2.9973,45.373,3.971,-1.7063,1.8214,1.8238,-1.4871,2.88,2.879,63.0433
10.7,-63,"Continental",29.25,26.836,74.226,92.466,120,7.772,32.5699,63.0134,367.865,52.3415,0.0791,24.7011,21.8109,20.4275,-0.4514,33.7755,9.2304,2.9973,45.373,3.971,-1.7063,1.8214,1.8238,-1.4871,2.88,2.879,63.0433
10.7,-63.1,"Insular",18.414,16.001,63.924,81.57,120,1.707,39.49,63.1,496.6546,53.6767,0.05,25.1171,21.9332,26.6005,-0.3719,31.0955,13.2481,2.9911,43.6697,3.971,-1.7063,1.8227,1.8284,30.0873,2.88,2.879,63.0433
10.7,-63.1,"Continental",18.414,16.001,63.924,81.57,120,1.707,39.49,63.1,496.6546,53.6767,0.05,25.1171,21.9332,26.6005,-0.3719,31.0955,13.2481,2.9911,43.6697,3.971,-1.7063,1.8227,1.8284,30.0873,2.88,2.879,63.0433
10.7,-63.2,"Insular",7.837,5.543,53.871,70.683,120,3.106,92.4978,78.992,990.9002,51.4432,-0.0891,22.5624,21.9205,11.0289,-0.3177,29.268,15.9879,2.9869,42.5081,3.971,-1.7063,1.8227,1.8284,30.0873,2.88,2.879,57.1473
10.7,-63.2,"Continental",7.837,5.543,53.871,70.683,120,3.106,92.4978,78.992,990.9002,51.4432,-0.0891,22.5624,21.9205,11.0289,-0.3177,29.268,15.9879,2.9869,42.5081,3.971,-1.7063,1.8227,1.8284,30.0873,2.88,2.879,57.1473
10.7,-63.3,"Insular",4.738,6.647,44.235,59.81,99.264,3.336,63.1,109.6979,817.7113,52.9596,0.0364,22.8395,21.8888,7.8015,-0.3177,29.268,15.9879,2.9869,42.5081,3.971,-1.7063,1.8227,1.8284,30.0873,2.88,2.879,66.62
10.7,-63.3,"Continental",4.738,6.647,44.235,59.81,99.264,3.336,63.1,109.6979,817.7113,52.9596,0.0364,22.8395,21.8888,7.8015,-0.3177,29.268,15.9879,2.9869,42.5081,3.971,-1.7063,1.8227,1.8284,30.0873,2.88,2.879,66.62
10.7,-63.4,"Insular",10.761,17.217,35.36,48.962,88.899,3.5,63.1,125.9,874.1237,54.0781,0.0827,22.9031,21.9992,10.0092,-0.3177,29.268,15.9879,2.9869,42.5081,3.971,-1.7063,1.8227,1.8284,30.0873,2.88,2.879,81.8
10.7,-63.4,"Continental",10.761,17.217,35.36,48.962,88.899,3.5,63.1,125.9,874.1237,54.0781,0.0827,22.9031,21.9992,10.0092,-0.3177,29.268,15.9879,2.9869,42.5081,3.971,-1.7063,1.8227,1.8284,30.0873,2.88,2.879,81.8
10.7,-63.5,"Insular",5.955,28.062,27.979,38.16,78.687,6.46,53.4119,125.9,718.1669,54.2411,0.0968,22.657,22.077,8.3001,-0.3177,29.268,15.9879,2.9869,42.5081,3.971,-1.7063,1.8227,1.8284,30.0873,2.88,2.879,9.77
10.7,-63.5,"Continental",5.955,28.062,27.979,38.16,78.687,6.46,53.4119,125.9,718.1669,54.2411,0.0968,22.657,22.077,8.3001,-0.3177,29.268,15.9879,2.9869,42.5081,3.971,-1.7063,1.8227,1.8284,30.0873,2.88,2.879,9.77
10.7,-63.6,"Insular",8.367,38.952,23.543,27.456,68.696,8.018,31.62,63.1,667.6751,52.9596,0.0959,22.7623,22.2369,4.5271,-0.3177,29.268,15.9879,2.9869,42.5081,3.971,-1.7063,1.8262,1.8312,30.0873,2.88,2.879,9.77
10.7,-63.6,"Continental",8.367,38.952,23.543,27.456,68.696,8.018,31.62,63.1,667.6751,52.9596,0.0959,22.7623,22.2369,4.5271,-0.3177,29.268,15.9879,2.9869,42.5081,3.971,-1.7063,1.8262,1.8312,30.0873,2.88,2.879,9.77
10.7,-63.7,"Insular",14.217,43.573,23.762,17.038,59.04,13.472,31.62,63.1,524.3839,52.9596,0.0258,22.8886,22.3632,3.3526,-0.3177,29.268,15.9879,2.9869,42.5081,3.971,-1.7063,1.8227,1.8284,30.0873,2.88,2.879,26.7342
10.7,-63.7,"Continental",14.217,43.573,23.762,17.038,59.04,13.472,31.62,63.1,524.3839,52.9596,0.0258,22.8886,22.3632,3.3526,-0.3177,29.268,15.9879,2.9869,42.5081,3.971,-1.7063,1.8227,1.8284,30.0873,2.88,2.879,26.7342
10.7,-63.8,"Insular",4.937,34,28.529,8.097,49.912,3.481,31.62,68.8001,446.6738,54.3354,0.1341,22.9616,22.4923,2.1113,0.3592,25.6621,19.3452,2.9821,43.2246,3.971,-1.7063,1.8227,1.8284,30.0873,2.88,2.879,15.43
10.7,-63.8,"Continental",4.937,34,28.529,8.097,49.912,3.481,31.62,68.8001,446.6738,54.3354,0.1341,22.9616,22.4923,2.1113,0.3592,25.6621,19.3452,2.9821,43.2246,3.971,-1.7063,1.8227,1.8284,30.0873,2.88,2.879,15.43
10.7,-63.9,"Insular",9.243,25.536,34.172,7.782,41.662,7.877,31.62,125.9,572.0858,54.3354,0.1,22.9257,22.3989,2.938,0.3592,25.6621,19.3452,2.9821,43.2246,3.971,-1.7063,1.8227,1.8284,30.0873,2.88,2.879,15.43
10.7,-63.9,"Continental",9.243,25.536,34.172,7.782,41.662,7.877,31.62,125.9,572.0858,54.3354,0.1,22.9257,22.3989,2.938,0.3592,25.6621,19.3452,2.9821,43.2246,3.971,-1.7063,1.8227,1.8284,30.0873,2.88,2.879,15.43
10.7,-64,"Insular",19.346,19.667,28.46,12.025,34.917,8.088,49.1105,125.9,923.3961,54.3354,0.0138,22.8441,22.2784,4.5582,0.3592,25.6621,19.3452,2.9821,43.2246,3.971,-1.7063,1.8225,1.8291,11.0695,2.88,2.879,25.72
10.7,-64,"Continental",19.346,19.667,28.46,12.025,34.917,8.088,49.1105,125.9,923.3961,54.3354,0.0138,22.8441,22.2784,4.5582,0.3592,25.6621,19.3452,2.9821,43.2246,3.971,-1.7063,1.8225,1.8291,11.0695,2.88,2.879,25.72
10.7,-64.1,"Insular",19.825,18.977,26.291,7.37,30.685,10.288,63.1,63.1,833.0118,55.7112,0.08,22.9971,22.2731,4.644,0.3592,25.6621,19.3452,2.9821,43.2246,3.971,-1.7063,1.8205,1.8253,12.6578,2.88,2.879,77.165
10.7,-64.1,"Continental",19.825,18.977,26.291,7.37,30.685,10.288,63.1,63.1,833.0118,55.7112,0.08,22.9971,22.2731,4.644,0.3592,25.6621,19.3452,2.9821,43.2246,3.971,-1.7063,1.8205,1.8253,12.6578,2.88,2.879,77.165
10.7,-64.2,"Insular",24.837,15.508,25.525,11.398,30.05,7.954,55.23,63.1,689.8526,55.7112,0.1273,23.0776,22.4394,2.5164,0.3592,25.6621,19.3452,2.9821,43.2246,3.971,-1.7063,1.8205,1.8253,12.6578,2.88,2.879,82.6741
10.7,-64.2,"Continental",24.837,15.508,25.525,11.398,30.05,7.954,55.23,63.1,689.8526,55.7112,0.1273,23.0776,22.4394,2.5164,0.3592,25.6621,19.3452,2.9821,43.2246,3.971,-1.7063,1.8205,1.8253,12.6578,2.88,2.879,82.6741
10.7,-64.3,"Insular",30.849,14.322,28.094,16.473,33.217,6.853,31.62,63.1,491.0655,55.7112,0.1878,23.2499,22.6015,1.2236,0.3592,25.6621,19.3452,2.9821,43.2246,3.9718,-1.74,1.8205,1.8253,12.6578,2.88,2.879,41.813
10.7,-64.3,"Continental",30.849,14.322,28.094,16.473,33.217,6.853,31.62,63.1,491.0655,55.7112,0.1878,23.2499,22.6015,1.2236,0.3592,25.6621,19.3452,2.9821,43.2246,3.9718,-1.74,1.8205,1.8253,12.6578,2.88,2.879,41.813
10.7,-66.3,"Continental",28.28,71.285,9.195,43.757,29.774,9.343,15.85,31.62,236.301,55.7112,0.25,23.4119,22.6298,0.9157,0.1998,31.973,21.0417,2.9847,52.5362,3.975,-3.8941,1.8186,1.8271,-1.6861,2.88,2.879,9.77
10.7,-66.4,"Continental",37.207,60.505,10.228,33.109,39.382,9.307,15.85,31.62,224.798,55.7112,0.19,23.52,22.705,0.6111,0.1998,31.973,21.0417,2.9847,52.5362,3.975,-3.8941,1.8186,1.8271,-1.6861,2.88,2.879,25.205
10.7,-66.5,"Continental",46.988,49.79,9.229,22.726,49.541,8.02,7.943,31.62,199.1689,55.7113,0.2141,23.5064,22.8619,0.0387,0.1998,31.973,21.0417,2.9847,52.5362,3.975,-4.2743,1.8186,1.8271,-1.6861,2.88,2.879,39.3709
10.7,-66.6,"Continental",57.187,39.193,8.465,13.251,54.06,8.652,15.85,31.62,123.8869,55.7112,0.3346,23.6289,23.0675,-0.7019,0.1998,31.973,21.0417,2.9847,52.5362,3.975,-2.6433,1.8186,1.8271,-1.6861,2.88,2.879,42.4531
10.7,-66.7,"Continental",67.614,28.843,8.379,8.575,43.504,8.669,15.85,31.62,117.39,55.7112,0.3292,23.6697,23.0981,-0.7786,0.1998,31.973,21.0417,2.9847,52.5362,3.975,-2.6433,1.8186,1.8271,-1.6861,2.88,2.879,55.0273
10.7,-68.2,"Insular",14.842,24.162,10.703,45.548,19.83,10.742,15.85,31.62,219.2431,52.9596,0.271,25.3162,24.0244,-1.9288,-0.4076,41.8899,16.7045,2.9925,58.9835,3.975,-2.6433,1.8236,1.8284,6.8467,2.784,2.784,18.3656
10.7,-68.3,"Continental",10.403,29.716,1.681,42.845,22.654,1.894,15.85,63.1,424.1292,51.5837,0.0935,26.1643,24.6155,-1.998,-0.4076,41.8899,16.7045,2.9925,58.9835,3.975,-2.6433,1.8236,1.8284,6.8467,2.784,2.784,18.8145
10.7,-68.3,"Insular",10.403,29.716,1.681,42.845,22.654,1.894,15.85,63.1,424.1292,51.5837,0.0935,26.1643,24.6155,-1.998,-0.4076,41.8899,16.7045,2.9925,58.9835,3.975,-2.6433,1.8236,1.8284,6.8467,2.784,2.784,18.8145
10.8,-62.3,"Insular",29.097,25.548,89.501,120,120,19.645,31.62,41.8184,284.0646,53.851,0.0834,24.1483,23.0601,-0.6828,-0.477,34.677,7.6466,2.9983,46.806,3.971,-1.7063,1.8214,1.8245,-0.7733,2.88,2.879,7.0126
10.8,-62.4,"Insular",27.857,28.079,120,120,120,24.619,31.62,63.1,274.4715,54.3354,0.073,24.0729,23.0602,-0.6041,-0.477,34.677,7.6466,2.9983,46.8059,3.971,-1.7063,1.8214,1.8245,-0.7733,2.88,2.879,29.9926
10.8,-62.5,"Insular",30.727,34.102,120,120,120,26.733,31.62,48.1688,275.4602,53.6828,0.0799,23.9097,22.9586,-0.3117,-0.4514,33.7755,9.2304,2.9973,45.373,3.971,-1.7063,1.8214,1.8245,-0.7733,2.88,2.879,41.1679
10.8,-62.6,"Insular",36.758,42.145,120,120,120,16.198,31.62,31.62,294.5812,53.032,0.0746,23.7142,22.9393,-0.3134,-0.4514,33.7755,9.2304,2.9973,45.373,3.971,-1.7063,1.8214,1.8245,-0.7733,2.88,2.879,33.2218
10.8,-62.7,"Insular",44.687,51.267,120,120,120,6.984,31.62,47.36,213.4033,53.0303,0.1327,23.6131,22.9721,-0.4255,-0.4514,33.7755,9.2304,2.9973,45.373,3.971,-1.7063,1.8214,1.8245,-0.7733,2.88,2.879,30.1038
10.8,-62.8,"Insular",52.86,50.471,98.514,120,120,8.052,46.604,63.1,288.1995,52.9596,0.0716,23.4076,22.8182,0.1701,-0.4514,33.7755,9.2304,2.9973,45.373,3.971,-1.7063,1.8214,1.8245,-0.7733,2.88,2.879,30.2731
10.8,-62.9,"Insular",42.432,40.075,88.344,120,120,11.528,31.62,63.1,334.3908,53.851,0.0635,23.4441,22.8077,0.2128,-0.4514,33.7755,9.2304,2.9973,45.373,3.971,-1.7063,1.8214,1.8245,-0.7733,2.88,2.879,40.2366
10.8,-63,"Insular",32.333,30.056,78.378,93.891,120,12.727,31.62,63.1,292.7992,53.3036,0.0866,23.566,22.6557,1.03,-0.4514,33.7755,9.2304,2.9973,45.373,3.971,-1.7063,1.8214,1.8238,-1.4871,2.88,2.879,65.851
10.8,-63.1,"Insular",23.002,20.962,68.705,83.185,120,10.627,31.62,63.1,293.6407,52.9596,0.0629,23.4173,22.5359,1.8172,-0.3177,29.268,15.9879,2.9869,42.5081,3.971,-1.7063,1.8227,1.8284,30.0873,2.88,2.879,66.6626
10.8,-63.2,"Insular",15.856,14.634,59.469,72.545,120,10.43,31.62,63.1,422.6461,54.3354,0.0541,23.2751,22.4575,2.4374,-0.3177,29.268,15.9879,2.9869,42.5081,3.971,-1.7063,1.8227,1.8284,30.0873,2.88,2.879,54.4674
10.8,-63.3,"Insular",14.576,15.087,50.907,62.004,120,14.185,31.62,63.1,495.79,55.0577,0.0225,23.0653,22.1832,6.1307,-0.3177,29.268,15.9879,2.9869,42.5081,3.971,-1.7063,1.8227,1.8284,30.0873,2.88,2.879,64.3463
10.8,-63.4,"Insular",19.124,21.904,43.421,51.623,93.207,13.75,46.5362,63.1,628.5774,55.0593,0.0361,22.9133,22.0587,8.5468,-0.3177,29.268,15.9879,2.9869,42.5081,3.971,-1.7063,1.8227,1.8284,30.0873,2.88,2.879,73.6135
10.8,-63.5,"Insular",16.895,31.155,37.657,41.522,83.527,17.219,63.1,63.1,660.5946,55.0593,0.0717,22.7424,22.1842,6.5871,-0.3177,29.268,15.9879,2.9869,42.5081,3.971,-1.7063,1.8227,1.8284,30.0873,2.88,2.879,16.0296
10.8,-63.6,"Insular",19.165,41.233,34.49,31.968,74.194,19.078,31.62,63.1,522.3276,55.0577,0.1074,22.8377,22.2582,3.9133,-0.3177,29.268,15.9879,2.9869,42.5081,3.971,-1.7063,1.8227,1.8284,30.0873,2.88,2.879,11.5647
10.8,-63.8,"Insular",15.504,29.463,36.323,11.256,57.25,13.932,31.62,63.1,403.0317,55.346,0.1429,22.9864,22.5588,1.5448,0.3592,25.6621,19.3452,2.9821,43.2246,3.971,-1.7063,1.8227,1.8284,30.0873,2.88,2.879,17.1804
10.8,-63.9,"Insular",11.442,19.086,31.99,2.133,50.222,10.702,31.62,63.1,429.7737,55.2763,0.1424,23.3272,22.7768,0.3046,0.3592,25.6621,19.3452,2.9821,43.2246,3.971,-1.7063,1.8362,1.8392,30.0873,2.88,2.879,16.3242
10.8,-64,"Insular",8.946,9.953,31.076,6.452,44.787,11.814,33.9391,70.2567,421.6534,54.5588,0.1455,23.2876,22.6546,1.4432,0.3592,25.6621,19.3452,2.9821,43.2246,3.971,-1.7063,1.8211,1.8266,9.7421,2.88,2.879,33.1238
10.8,-64.1,"Insular",9.939,8.51,33.859,7.634,41.574,11.061,31.62,63.1,478.5385,55.7112,0.1156,23.2009,22.6044,1.2491,0.3592,25.6621,19.3452,2.9821,43.2246,3.971,-1.7063,1.8205,1.8253,12.6578,2.88,2.879,80.1353
10.8,-64.2,"Insular",15.283,16.861,36.641,1.039,41.107,15.131,30.1343,67.3995,421.7463,55.7113,0.1336,23.4908,22.6024,1.23,0.3592,25.6621,19.3452,2.9821,43.2246,3.971,-1.7063,1.8205,1.8253,12.6578,2.88,2.879,113.4223
10.8,-64.3,"Insular",22.096,25.211,38.474,11.937,43.476,17.839,31.62,63.1,369.8623,55.7112,0.2106,23.5343,22.5769,1.3925,0.3592,25.6621,19.3452,2.9821,43.2246,3.9718,-1.7387,1.8205,1.8253,12.6578,2.88,2.879,52.0004
10.8,-65.1,"Insular",16.46,79.447,79.368,81.642,81.296,80.154,7.943,15.85,27.4148,57.0871,0.4153,24.4924,23.8022,-1.7961,0.3061,32.8745,20.4783,2.9889,58.9843,3.975,-3.8941,1.8177,1.8253,-0.6976,2.88,2.879,15.607
10.8,-65.2,"Insular",11.951,84.146,77.576,92.178,88.322,77.921,7.943,15.85,26.1485,57.0871,0.4337,24.6143,23.7564,-1.7575,0.3061,32.8745,20.4783,2.9889,58.9843,3.975,-3.8941,1.8177,1.8253,-0.6976,2.88,2.879,7.937
10.8,-65.3,"Insular",12.148,89.936,74.615,120,88.676,75.316,7.943,15.85,24.6482,57.0871,0.4619,24.6783,23.777,-1.7692,0.3061,32.8745,20.4783,2.9889,58.9843,3.975,-3.8941,1.8177,1.8253,-0.6976,2.88,2.879,18.0554
10.8,-65.4,"Insular",13.123,96.62,71.312,120,78.356,74.246,7.943,15.85,24.3545,57.0871,0.4537,24.8192,23.6808,-1.6934,0.3061,32.8745,20.4783,2.9889,58.9843,3.975,-3.8941,1.8177,1.8253,-0.6976,2.88,2.879,17.8075
10.8,-68.3,"Continental",1.394,38.882,12.768,31.848,32.83,2.798,7.943,63.1,327.0231,52.9596,0.1667,25.7616,24.606,-1.999,-0.4076,41.8899,16.7045,2.9925,58.9835,3.975,-2.6433,1.8287,1.8325,6.8467,2.784,2.784,0
10.8,-68.3,"Insular",1.394,38.882,12.768,31.848,32.83,2.798,7.943,63.1,327.0231,52.9596,0.1667,25.7616,24.606,-1.999,-0.4076,41.8899,16.7045,2.9925,58.9835,3.975,-2.6433,1.8287,1.8325,6.8467,2.784,2.784,0
10.8,-68.4,"Continental",9.799,45.275,17.031,31.841,37.902,8.517,15.1858,127.7606,369.7954,54.3354,0.1892,27.14,24.1392,-2.0094,-0.4076,41.8899,16.7045,2.9925,58.9835,3.975,-2.6433,1.8236,1.8284,6.8467,2.7779,2.7778,21.8512
10.9,-63.7,"Insular",15.644,39.616,35.901,25.658,72.835,15.049,31.62,63.1,401.8505,55.7113,0.0929,23.0776,22.3536,3.475,-0.4293,34.6771,10.9677,2.9911,70.4451,3.971,-1.7063,1.8227,1.8284,30.0873,2.88,2.879,29.8526
10.9,-63.8,"Insular",7.236,28.763,27.471,17.253,65.659,8.291,31.62,63.1,341.8996,55.7112,0.0723,23.2743,22.539,1.7528,-0.3968,33.7756,12.1252,2.9879,65.4308,3.971,-1.7063,1.8227,1.8284,30.0873,2.88,2.879,25.3582
10.9,-63.9,"Insular",4.319,17.993,21.418,11.925,59.633,3.175,31.62,63.1,315.2746,55.7112,0.1213,23.3109,22.7494,0.476,-0.3968,33.7756,12.1252,2.9879,65.4308,3.971,-1.7063,1.8227,1.8284,30.0873,2.88,2.879,19.5862
10.9,-64,"Insular",5.123,7.657,20.027,12.799,55.135,3.853,15.85,63.1,253.4636,55.5708,0.1534,23.8848,22.9774,-0.1481,-0.3968,33.7756,12.1252,2.9879,65.4308,3.971,-1.7063,1.8223,1.8288,10.3114,2.88,2.879,42.0964
10.9,-64.1,"Insular",1.194,5.654,24.12,10.998,52.56,0.605,31.62,63.1,260.3409,55.2021,0.1708,23.8705,22.7556,0.5022,-0.3968,33.7756,12.1252,2.9879,65.4308,3.971,-1.7063,1.8205,1.8253,12.6578,2.88,2.879,95.2896
10.9,-64.2,"Insular",7.015,15.614,31.634,7.122,52.191,7.163,31.62,63.1,337.711,55.7113,0.15,23.6551,22.6015,1.2236,-0.3968,33.7756,12.1252,2.9879,65.4308,3.971,-1.7063,1.8205,1.8253,12.6578,2.88,2.879,123.215
10.9,-64.3,"Insular",14.709,26.346,40.719,7.068,54.076,14.776,15.85,63.1,221.4276,55.7112,0.1929,23.588,22.8851,-0.1462,-0.3968,33.7756,12.1252,2.9879,65.4308,3.9718,-1.74,1.8205,1.8253,12.6578,2.88,2.879,65.0024
10.9,-64.4,"Insular",24.938,37.187,50.533,9.118,57.993,12.53,15.85,63.1,224.823,57.0871,0.1915,23.6289,22.8364,0.1532,-0.1341,32.8742,15.2938,2.9884,62.5657,3.975,-3.8941,1.8205,1.8253,12.6578,2.88,2.879,23.621
10.9,-64.5,"Insular",35.579,44.257,58.397,17.365,63.57,18.059,15.85,31.62,193.6715,55.7113,0.214,23.7514,22.8042,0.2421,-0.1341,32.8742,15.2938,2.9884,62.5657,3.975,-3.8941,1.8205,1.8253,12.6578,2.88,2.879,24.7347
10.9,-65.1,"Insular",11.245,89.291,90.421,79.252,90.128,79.664,7.943,15.85,28.0317,57.0871,0.3886,24.3647,23.5336,-1.2827,-0.0539,32.8742,15.2938,2.9894,67.5797,3.975,-3.8941,1.8177,1.8253,-0.6976,2.88,2.879,21.9701
10.9,-65.2,"Insular",0.978,94.035,88.163,90.065,96.837,88.577,7.943,15.85,28.6429,57.0871,0.4145,24.5466,23.8738,-1.8456,-0.0539,32.8742,15.2938,2.9894,67.5797,3.975,-3.8941,1.8177,1.8253,-0.6976,2.88,2.879,10.1322
10.9,-65.3,"Insular",5.69,99.247,85.322,120,92.703,86.294,7.943,15.85,26.0604,57.0871,0.465,25.0068,23.7411,-1.7483,-0.0539,32.8742,15.2938,2.9894,67.5797,3.975,-3.8941,1.8177,1.8253,-0.6976,2.88,2.879,19.9252
10.9,-65.4,"Insular",2.388,120,81.805,120,82.89,81.507,7.943,15.85,24.6714,55.7112,0.5036,25.0114,23.9963,-1.9142,-0.0539,32.8742,15.2938,2.9894,67.5797,3.975,-3.8941,1.8177,1.8253,-0.6976,2.88,2.879,17.2526
10.9,-65.5,"Insular",11.087,120,77.336,120,73.391,71.881,7.943,15.85,24.6827,55.7112,0.45,24.8707,23.906,-1.8651,-0.0539,32.8742,15.2938,2.9894,67.5797,3.975,-3.8941,1.8177,1.8253,-0.6976,2.88,2.879,12.8053
10.9,-68.3,"Continental",4.658,48.866,18.058,20.982,43.47,4.556,13.8733,31.62,76.8085,52.9596,0.45,26.29,24.3406,-1.9985,0.0655,49.1027,16.4022,2.9942,90.4995,3.975,-2.6433,1.8236,1.8284,6.8467,2.88,2.879,21.1885
10.9,-68.3,"Insular",4.658,48.866,18.058,20.982,43.47,4.556,13.8733,31.62,76.8085,52.9596,0.45,26.29,24.3406,-1.9985,0.0655,49.1027,16.4022,2.9942,90.4995,3.975,-2.6433,1.8236,1.8284,6.8467,2.88,2.879,21.1885
10.9,-68.4,"Continental",15.081,54.09,18.997,20.971,47.416,14.465,13.9024,52.2733,125.1567,53.5342,0.4092,26.5076,24.3198,-1.9942,0.0655,49.1027,16.4022,2.9942,90.4995,3.975,-2.6433,1.8236,1.8284,6.8467,2.88,2.879,66.36
11,-63.7,"Insular",10.482,42.139,31.165,32.809,81.151,10.039,26.851,63.1,288.0339,56.1273,0.0742,23.3149,22.4202,2.7316,-0.4293,34.6771,10.9677,2.9911,70.4451,3.971,-1.7063,1.8253,1.8332,-2.587,2.88,2.879,24.6655
11,-63.8,"Insular",2.405,32.154,20.91,23.767,74.78,0.881,17.5935,63.1,257.4568,55.7112,0.133,23.2539,22.5808,1.3991,-0.3968,33.7756,12.1252,2.9879,65.4308,3.971,-1.7063,1.8242,1.8305,12.7322,2.88,2.879,23.8698
11,-64.1,"Insular",3.85,15.454,16.26,8.806,63.592,7.382,31.62,76.0728,334.3703,54.3354,0.1441,24.1862,23.0995,-0.7116,-0.3968,33.7756,12.1252,2.9879,65.4308,3.971,-1.7063,1.8216,1.8273,8.7973,2.88,2.879,65.4307
11,-64.2,"Insular",4.478,21.227,26.138,7.032,63.288,4.826,31.62,63.1,291.332,52.9596,0.1408,24.1623,23.4602,-1.4478,-0.3968,33.7756,12.1252,2.9879,65.4308,3.971,-1.7063,1.8234,1.8238,-1.6041,2.88,2.879,74.4899
11,-64.4,"Insular",24.438,39.865,47.281,2.041,68.15,2.583,19.1145,63.1,265.5308,54.1729,0.1416,23.8813,23.1166,-0.7143,-0.1341,32.8742,15.2938,2.9884,62.5657,3.975,-3.8608,1.823,1.8276,1.1153,2.88,2.879,19.6665
11,-64.5,"Insular",35.227,50.161,58.043,12.9,72.952,13.257,10.7032,44.0971,182.1829,55.7112,0.15,23.7801,23.0029,-0.5248,-0.1341,32.8742,15.2938,2.9884,62.5657,3.975,-3.8941,1.8235,1.8276,-1.9344,2.88,2.879,23.3474
11,-65.1,"Insular",15.141,98.621,120,78.382,99.42,78.701,7.943,15.85,30.9092,57.0871,0.3595,24.441,23.727,-1.7359,-0.0539,32.8742,15.2938,2.9894,67.5797,3.975,-3.8941,1.815,1.8231,-2.0658,2.88,2.879,26.449
11,-65.2,"Insular",10.189,120,98.867,89.297,120,89.615,7.943,25.4501,36.0855,57.0871,0.3248,24.4214,23.6423,-1.6579,-0.0539,32.8742,15.2938,2.9894,67.5797,3.975,-3.8941,1.8167,1.8233,-1.856,2.88,2.879,21.7014
