"latitude","longitude","InsularCoast","Laguna.d","Puerto.d","Rio.d","Afluente.Seco.d","Petroleo.d","Poblado.d","AbsorCoeffPhytoplank.Q3","AbsorCoeffNonAlgalMat.Median","ChlorophyllaConcent.Mean","PhotosyntheticRadiation.Q3","RemoteReflectance.Mean","SSTemperatureDay.Mean","SSTemperatureNight.Mean","SSTemperatureNight.Kurtosis","SeaLevelPreassure.Skewness","SeaSaltColumnDensity.Mean","SeaSaltColumnDensity.Sd","TwoMAirTemperature.Mean","SeaSaltConcentration.Mean","CarbonDioxide.Q1","CarbonDioxide.Skewness","MethaneNight.Median","MethaneNight.Q3","MethaneDay.Kurtosis","IncidentShortwave.Max","IncommingShortwave.Max","speed.cm.s.min"
11,-65.3,"Insular",12.824,120,96.004,120,97.835,96.356,12.7376,31.62,68.3329,55.4185,0.3909,24.4021,23.5362,-1.5418,-0.0539,32.8742,15.2938,2.9894,67.5797,3.975,-3.8941,1.8168,1.8233,-1.8379,2.88,2.879,11.8024
11,-65.4,"Insular",8.734,120,92.353,120,88.595,87.004,12.689,31.62,49.7255,55.4355,0.4919,24.5978,23.7453,-1.7509,-0.0539,32.8742,15.2938,2.9894,67.5797,3.975,-3.8941,1.8174,1.8234,-1.7672,2.88,2.879,11.5096
11,-65.5,"Insular",13.909,120,85.75,120,79.781,78.061,7.943,15.85,31.169,56.1082,0.4452,24.5791,23.7931,-1.7042,-0.0539,32.8742,15.2938,2.9894,67.5797,3.975,-3.8941,1.8174,1.8234,-1.7705,2.88,2.879,12.3059
11,-68.3,"Insular",9.531,59.256,7.579,10.651,54.303,7.573,15.85,50.1336,146.5555,54.3354,0.4332,25.1489,24.0595,-1.943,0.0655,49.1027,16.4022,2.9942,90.4995,3.975,-2.6433,1.8222,1.8253,-2.2497,2.88,2.879,35.4223
11,-68.3,"Continental",9.531,59.256,7.579,10.651,54.303,7.573,15.85,50.1336,146.5555,54.3354,0.4332,25.1489,24.0595,-1.943,0.0655,49.1027,16.4022,2.9942,90.4995,3.975,-2.6433,1.8222,1.8253,-2.2497,2.88,2.879,35.4223
11,-68.4,"Continental",17.219,63.631,9.603,10.629,57.51,9.03,15.7822,40.1396,121.3004,52.9596,0.4545,26.0062,24.625,-2.0223,0.0655,49.1027,16.4022,2.9942,90.4995,3.975,-2.6433,1.8222,1.8253,-2.2497,2.88,2.879,61.4388
11.1,-63.7,"Insular",13.432,47.216,30.016,35.379,90.074,14.912,15.85,63.1,293.4518,55.7112,0.006,23.6004,22.649,0.9319,-0.4293,34.6771,10.9677,2.9911,70.4451,3.971,-1.7063,1.8236,1.8301,-0.2543,2.88,2.879,18.9911
11.1,-63.8,"Insular",7.333,38.572,19.159,24.869,84.381,5.079,15.85,63.1,293.3718,56.3109,0.0997,23.5864,22.4479,2.3248,-0.3968,33.7756,12.1252,2.9879,65.4308,3.971,-1.7063,1.8236,1.8301,-0.2543,2.88,2.879,20.1674
11.1,-64,"Insular",2.654,26.825,3.708,8.164,76.484,4.399,30.0035,61.4865,408.6004,55.9631,0.105,22.8609,22.4111,2.5433,-0.3968,33.7756,12.1252,2.9879,65.4308,3.971,-1.7063,1.8234,1.8305,0.502,2.88,2.879,19.6139
11.1,-64.1,"Insular",11.94,26.324,13.939,10.665,74.65,14.4,31.62,63.1,447.7819,55.7112,0.04,23.1474,22.5949,1.2671,-0.3968,33.7756,12.1252,2.9879,65.4308,3.971,-1.7063,1.8236,1.831,1.1262,2.88,2.879,29.812
11.1,-64.2,"Insular",11.531,30.077,24.759,1.796,74.391,15.574,31.62,63.1,476.6111,55.7112,0.1868,23.3591,22.8363,0.126,-0.3968,33.7756,12.1252,2.9879,65.4308,3.971,-1.7063,1.8236,1.831,1.1262,2.88,2.879,41.1499
11.1,-64.3,"Insular",19.015,36.805,35.634,3.808,75.724,13.146,31.62,63.1,357.2459,55.7112,0.0936,23.3071,22.8124,0.2117,-0.3881,33.7457,12.2301,2.9879,65.3359,3.9722,-1.7544,1.8236,1.831,1.1262,2.88,2.879,35.9494
11.1,-64.4,"Insular",28.632,45.199,46.527,6.72,78.568,10.18,31.62,63.1,242.3632,55.7112,0.1488,23.4396,22.7961,0.2726,-0.1341,32.8742,15.2938,2.9884,62.5657,3.975,-3.8941,1.8236,1.831,1.1262,2.88,2.879,29.6913
11.1,-64.5,"Insular",38.253,54.493,57.427,15.434,82.767,16.512,15.85,31.62,195.0374,55.7112,0.1962,23.4396,22.9569,-0.3862,-0.1341,32.8742,15.2938,2.9884,62.5657,3.975,-3.8941,1.8236,1.831,1.1262,2.88,2.879,35.0558
11.1,-68.3,"Insular",11.568,69.87,6.006,5.826,65.233,6.566,11.3891,45.3401,110.3276,55.1116,0.4696,24.9206,23.9878,-1.9109,0.0655,49.1027,16.4022,2.9942,90.4995,3.975,-2.6433,1.8253,1.8293,1.1256,2.88,2.879,34.8559
11.1,-68.4,"Continental",6.992,73.616,6.265,5.785,67.924,5.568,31.62,63.1,241.3041,53.6993,0.6079,26.6158,23.8993,-1.8747,0.0655,49.1027,16.4022,2.9942,90.4995,3.975,-2.6433,1.8253,1.8293,1.1256,2.88,2.879,55.3978
11.1,-68.4,"Insular",6.992,73.616,6.265,5.785,67.924,5.568,31.62,63.1,241.3041,53.6993,0.6079,26.6158,23.8993,-1.8747,0.0655,49.1027,16.4022,2.9942,90.4995,3.975,-2.6433,1.8253,1.8293,1.1256,2.88,2.879,55.3978
11.2,-63.7,"Insular",21.608,54.132,32.831,39.4,99.441,18.945,31.62,63.1,240.143,57.0871,0.0395,23.8982,22.7636,0.3441,-0.4293,34.6771,10.9677,2.9911,70.4451,3.971,-1.7063,1.8236,1.8301,-0.2543,2.88,2.879,26.5697
11.2,-63.8,"Insular",16.084,46.786,23.328,30.321,94.316,9.46,15.85,63.1,324.2164,55.7112,0.1001,23.7617,22.5551,1.5741,-0.3968,33.7756,12.1252,2.9879,65.4308,3.971,-1.7063,1.8236,1.8301,-0.2543,2.88,2.879,32.9106
11.2,-63.9,"Insular",8.836,41.059,15.766,22.902,90.229,7.016,20.5757,63.1,285.5334,56.4862,0.1169,23.2387,22.4191,2.4622,-0.3968,33.7756,12.1252,2.9879,65.4308,3.971,-1.7063,1.8236,1.8301,-0.2543,2.88,2.879,15.0243
11.2,-64,"Insular",10.964,37.696,13.82,19.177,87.325,11.285,31.62,63.1,383.0662,57.0871,0.1274,22.8263,22.3732,3.0212,-0.3968,33.7756,12.1252,2.9879,65.4308,3.971,-1.7063,1.8232,1.8297,-0.5801,2.88,2.879,18.9371
11.2,-64.1,"Insular",17.865,37.341,19.274,16.828,85.724,18.469,31.62,63.1,328.1588,57.0871,0.1622,23.1283,22.5204,1.8029,-0.3968,33.7756,12.1252,2.9879,65.4308,3.971,-1.7063,1.8236,1.831,1.1262,2.88,2.879,16.5671
11.2,-64.2,"Insular",22.08,40.075,28.108,12.878,85.499,26.629,31.62,63.1,316.1452,55.7112,0.1512,23.2904,22.6753,0.7845,-0.3968,33.7756,12.1252,2.9879,65.4308,3.971,-1.7063,1.8236,1.831,1.1262,2.88,2.879,7.9836
11.2,-64.3,"Insular",26.759,45.341,38.035,14.819,86.66,22.738,31.62,31.62,284.9767,57.0871,0.1833,23.52,22.8765,-0.0099,-0.3968,33.7756,12.1252,2.9879,65.4308,3.9722,-1.754,1.8236,1.831,1.1262,2.88,2.879,25.1673
11.2,-64.4,"Insular",34.39,52.382,48.387,17.258,89.155,21.163,15.85,31.62,252.1988,55.7112,0.2093,23.574,23.0776,-0.7268,-0.1341,32.8742,15.2938,2.9884,62.5657,3.975,-3.8941,1.8236,1.831,1.1262,2.88,2.879,66.0919
11.2,-64.5,"Insular",43.444,60.582,58.941,22.155,92.875,24.836,15.85,31.62,245.8029,57.0871,0.1833,23.6809,23.0675,-0.7009,-0.1341,32.8742,15.2938,2.9884,62.5657,3.975,-3.8941,1.8236,1.831,1.1262,2.88,2.879,56.5242
11.2,-68.3,"Insular",10.29,80.621,10.962,14.203,76.217,11.989,7.943,22.6845,55.8332,55.115,0.4793,24.7921,23.6896,-1.7007,0.0655,49.1027,16.4022,2.9942,90.4995,3.975,-2.6433,1.8253,1.8293,1.1256,2.88,2.879,18.9591
11.2,-68.4,"Insular",1.969,83.887,5.085,14.186,78.532,3.445,7.943,31.62,180.2964,54.3354,0.5308,25.2477,24.1664,-1.9798,0.0655,49.1027,16.4022,2.9942,90.4995,3.975,-2.6433,1.8253,1.8293,1.1256,2.88,2.879,26.2743
11.2,-68.4,"Continental",1.969,83.887,5.085,14.186,78.532,3.445,7.943,31.62,180.2964,54.3354,0.5308,25.2477,24.1664,-1.9798,0.0655,49.1027,16.4022,2.9942,90.4995,3.975,-2.6433,1.8253,1.8293,1.1256,2.88,2.879,26.2743
11.2,-68.5,"Continental",10.347,88.39,13.02,20.948,82.244,10.106,24.0388,39.4569,172.4065,53.3933,0.5133,25.7645,23.8941,-1.8591,0.0655,49.1027,16.4022,2.9942,90.4995,3.975,-2.6433,1.8253,1.8293,1.1256,2.88,2.879,33.1542
11.2,-68.5,"Insular",10.347,88.39,13.02,20.948,82.244,10.106,24.0388,39.4569,172.4065,53.3933,0.5133,25.7645,23.8941,-1.8591,0.0655,49.1027,16.4022,2.9942,90.4995,3.975,-2.6433,1.8253,1.8293,1.1256,2.88,2.879,33.1542
11.2,-68.6,"Continental",8.984,93.953,21.456,30.24,87.175,19.506,36.376,61.0062,260.6738,53.9654,0.5569,25.3215,23.867,-1.8134,0.0655,49.1027,16.4022,2.9942,90.4995,3.975,-2.6433,1.8253,1.8293,1.1256,2.88,2.879,22.7272
11.3,-63.8,"Insular",23.843,56.012,31.123,38.309,120,18.626,31.62,63.1,269.8163,57.0871,0.095,23.9009,22.7153,0.6118,-0.3968,33.7756,12.1252,2.9879,65.4308,3.971,-1.7063,1.8236,1.8301,-0.2543,2.88,2.879,47.5425
11.3,-63.9,"Insular",19.696,51.327,25.944,32.754,120,17.512,15.85,63.1,239.2647,57.0871,0.1122,23.7361,22.6015,1.2236,-0.3968,33.7756,12.1252,2.9879,65.4308,3.971,-1.7063,1.8236,1.8301,-0.2543,2.88,2.879,22.1579
11.3,-64,"Insular",21.102,48.679,24.81,30.268,98.228,21.693,15.85,63.1,238.426,57.0871,0.1585,23.2557,22.5504,1.5778,-0.3968,33.7756,12.1252,2.9879,65.4308,3.971,-1.7063,1.8232,1.8297,-0.5801,2.88,2.879,15.2236
11.3,-68.4,"Insular",13.088,94.351,16.117,24.826,89.265,14.364,7.943,15.85,58.228,54.3354,0.4971,24.8009,23.994,-1.9141,0.0655,49.1027,16.4022,2.9942,90.4995,3.975,-2.6433,1.8253,1.8293,1.1256,2.88,2.879,20.3112
11.3,-68.5,"Insular",6.968,98.375,20.084,29.22,92.546,17.221,15.85,31.62,124.0278,54.3354,0.4554,24.6944,23.5621,-1.5729,0.0655,49.1027,16.4022,2.9942,90.4995,3.975,-2.6433,1.8253,1.8293,1.1256,2.88,2.879,17.9588
11.3,-68.5,"Continental",6.968,98.375,20.084,29.22,92.546,17.221,15.85,31.62,124.0278,54.3354,0.4554,24.6944,23.5621,-1.5729,0.0655,49.1027,16.4022,2.9942,90.4995,3.975,-2.6433,1.8253,1.8293,1.1256,2.88,2.879,17.9588
11.3,-68.6,"Insular",2.334,120,14.648,36.459,96.953,11.27,63.1,94.7897,387.2293,54.0332,0.635,25.0927,23.8332,-1.7822,0.0655,49.1027,16.4022,2.9942,90.4995,3.975,-2.6433,1.8253,1.8293,1.1256,2.88,2.879,4.6585
11.3,-68.6,"Continental",2.334,120,14.648,36.459,96.953,11.27,63.1,94.7897,387.2293,54.0332,0.635,25.0927,23.8332,-1.7822,0.0655,49.1027,16.4022,2.9942,90.4995,3.975,-2.6433,1.8253,1.8293,1.1256,2.88,2.879,4.6585
11.3,-68.7,"Continental",11.95,120,6.108,45.196,120,5.971,39.49,125.9,418.1,54.3354,0.825,26.054,23.4941,-1.5106,-0.0116,45.4963,16.953,2.9946,53.9692,3.975,-3.4819,1.8253,1.8293,1.1256,2.69,2.689,4.7135
11.3,-70.3,"Continental",26.83,36.997,78.227,3.902,37.961,37.674,59.3418,134.5883,701.3334,52.9596,0.3127,23.9222,22.761,0.3338,-0.0381,20.253,20.2317,2.9982,23.886,3.975,-2.4975,1.8271,1.8329,12.6513,2.69,2.689,7.557
11.3,-70.4,"Continental",16.492,40.546,88.886,1.283,41.739,41.272,31.62,188.55,766.1577,52.9596,0.3667,23.8217,23.2253,-1.06,-0.0381,20.253,20.2317,2.9982,23.8861,3.975,-2.4975,1.8271,1.8329,12.6513,2.69,2.689,4.63
11.3,-70.5,"Insular",7.872,46.44,79.322,3,47.757,47.169,63.1,125.9,763.7204,52.7675,0.355,23.8261,23.2628,-1.1297,-0.0381,20.253,20.2317,2.9982,23.8861,3.975,-2.4975,1.83,1.8349,12.6513,2.69,2.689,4.63
11.3,-70.5,"Continental",7.872,46.44,79.322,3,47.757,47.169,63.1,125.9,763.7204,52.7675,0.355,23.8261,23.2628,-1.1297,-0.0381,20.253,20.2317,2.9982,23.8861,3.975,-2.4975,1.83,1.8349,12.6513,2.69,2.689,4.63
11.3,-70.6,"Insular",9.475,53.916,69.447,8.023,55.289,54.626,31.62,125.9,538.2719,54.3354,0.275,23.8738,23.0251,-0.5895,0.0157,33.9518,20.772,3.0073,42.5121,3.975,-2.4975,1.8271,1.8329,12.6513,2.784,2.7455,4.63
11.3,-70.6,"Continental",9.475,53.916,69.447,8.023,55.289,54.626,31.62,125.9,538.2719,54.3354,0.275,23.8738,23.0251,-0.5895,0.0157,33.9518,20.772,3.0073,42.5121,3.975,-2.4975,1.8271,1.8329,12.6513,2.784,2.7455,4.63
11.4,-68.6,"Insular",13.322,120,14.698,44.625,120,10.992,31.62,31.62,146.8055,54.3354,0.4781,24.5503,23.5061,-1.5057,0.0655,42.7914,13.246,2.9962,72.5935,3.975,-2.6433,1.8253,1.8293,1.1256,2.88,2.879,1.9631
11.4,-68.7,"Insular",13.608,120,6.233,52.006,120,5.432,31.62,63.1,315.4455,54.3354,0.546,24.5085,23.4358,-1.4126,0.2762,47.2995,15.832,2.9968,76.1749,3.975,-3.4809,1.8253,1.8293,1.1256,2.88,2.879,6.7423
11.4,-68.7,"Continental",13.608,120,6.233,52.006,120,5.432,31.62,63.1,315.4455,54.3354,0.546,24.5085,23.4358,-1.4126,0.2762,47.2995,15.832,2.9968,76.1749,3.975,-3.4809,1.8253,1.8293,1.1256,2.88,2.879,6.7423
11.4,-68.8,"Continental",4.053,120,9.966,60.462,120,5.992,63.1,63.1,348.6322,54.6347,0.5647,24.9094,23.8843,-1.8601,0.2762,47.2995,15.832,2.9968,76.1749,3.975,-2.4975,1.8253,1.8293,1.1256,2.88,2.879,14.7216
11.4,-68.8,"Insular",4.053,120,9.966,60.462,120,5.992,63.1,63.1,348.6322,54.6347,0.5647,24.9094,23.8843,-1.8601,0.2762,47.2995,15.832,2.9968,76.1749,3.975,-2.4975,1.8253,1.8293,1.1256,2.88,2.879,14.7216
11.4,-68.9,"Continental",5.293,120,8.648,50.973,120,5.509,37.7661,60.3206,258.1224,52.9596,0.55,24.8663,23.7,-1.6841,0.2762,47.2995,15.832,2.9968,76.1749,3.975,-2.4975,1.8253,1.8293,1.1256,2.88,2.879,26.4948
11.4,-70.1,"Continental",50.994,29.109,54.81,8.846,29.181,29.439,69.0703,132.2148,698.3194,52.9712,0.4941,26.0071,23.6495,-1.595,-0.6088,45.4963,16.953,3.0024,63.2816,3.975,-2.4975,1.8271,1.8329,12.6513,2.88,2.879,14.7389
11.4,-70.2,"Continental",40.953,25.448,65.647,3.477,26.032,25.995,63.1,125.9,767.5101,52.8068,0.3487,23.7273,23.0196,-0.2949,-0.6088,45.4963,16.953,3.0024,63.2816,3.975,-2.4975,1.829,1.8343,12.6513,2.88,2.879,10.203
11.4,-70.3,"Continental",31.49,26.177,76.503,5.618,27.225,26.875,63.1,125.9,660.598,55.7112,0.325,23.4769,22.7125,0.6136,-0.6088,45.4963,16.953,3.0024,63.2816,3.975,-2.4975,1.8271,1.8329,12.6513,2.88,2.879,11.3842
11.4,-70.3,"Insular",31.49,26.177,76.503,5.618,27.225,26.875,63.1,125.9,660.598,55.7112,0.325,23.4769,22.7125,0.6136,-0.6088,45.4963,16.953,3.0024,63.2816,3.975,-2.4975,1.8271,1.8329,12.6513,2.88,2.879,11.3842
11.4,-70.4,"Insular",23.322,30.99,87.369,10.527,32.283,31.721,51.1819,107.6975,586.7616,55.2764,0.2378,23.4983,22.7082,0.7461,-0.6088,45.4963,16.953,3.0024,63.2816,3.975,-2.4975,1.8301,1.835,12.6513,2.88,2.879,4.63
11.4,-70.4,"Continental",23.322,30.99,87.369,10.527,32.283,31.721,51.1819,107.6975,586.7616,55.2764,0.2378,23.4983,22.7082,0.7461,-0.6088,45.4963,16.953,3.0024,63.2816,3.975,-2.4975,1.8301,1.835,12.6513,2.88,2.879,4.63
11.4,-70.5,"Insular",18.275,38.378,84.349,12.55,39.757,39.085,31.62,125.9,447.2971,55.7112,0.2105,23.5611,22.9167,-0.2583,-0.6087553,45.49632,16.95298,3.002405,63.28162,3.975,-2.4975,1.8271,1.8329,12.6513,2.88,2.879,4.63
11.5,-68.7,"Insular",15.31,120,16.961,60.114,120,16.451,15.85,31.62,79.2708,54.3354,0.4543,24.6307,23.5753,-1.5874,0.2762,47.2995,15.832,2.9968,76.1749,3.975,-3.485,1.8253,1.8293,1.1256,2.88,2.879,7.0128
11.5,-68.8,"Insular",8.106,120,18.658,60.981,120,8.086,31.62,63.1,167.9762,54.3354,0.48,24.4043,23.4779,-1.4698,0.2762,47.2995,15.832,2.9968,76.1749,3.975,-2.4975,1.8253,1.8293,1.1256,2.88,2.879,17.5251
11.5,-68.8,"Continental",8.106,120,18.658,60.981,120,8.086,31.62,63.1,167.9762,54.3354,0.48,24.4043,23.4779,-1.4698,0.2762,47.2995,15.832,2.9968,76.1749,3.975,-2.4975,1.8253,1.8293,1.1256,2.88,2.879,17.5251
11.5,-68.9,"Insular",6.322,120,10.382,50.089,120,6.111,53.109,63.1,329.1901,54.3354,0.6198,24.2427,23.2168,-0.8128,0.2762,47.2995,15.832,2.9968,76.1749,3.975,-2.4975,1.8253,1.8293,1.1256,2.88,2.879,31.829
11.5,-68.9,"Continental",6.322,120,10.382,50.089,120,6.111,53.109,63.1,329.1901,54.3354,0.6198,24.2427,23.2168,-0.8128,0.2762,47.2995,15.832,2.9968,76.1749,3.975,-2.4975,1.8253,1.8293,1.1256,2.88,2.879,31.829
11.5,-69,"Insular",7.486,120,7.766,39.199,120,7.897,47.36,125.9,321.323,54.3354,0.6,23.7825,22.883,-0.0288,0.2762,47.2995,15.832,2.9968,76.1749,3.975,-2.4975,1.8245,1.8312,2.2459,2.88,2.879,26.1217
11.5,-69,"Continental",7.486,120,7.766,39.199,120,7.897,47.36,125.9,321.323,54.3354,0.6,23.7825,22.883,-0.0288,0.2762,47.2995,15.832,2.9968,76.1749,3.975,-2.4975,1.8245,1.8312,2.2459,2.88,2.879,26.1217
11.5,-69.1,"Insular",2.596,120,1.829,28.315,120,1.671,31.62,125.9,336.0041,52.9596,0.6353,23.7149,23.0789,-0.7348,0.2762,47.2995,15.832,2.9968,76.1749,3.975,-2.4975,1.8271,1.8339,30.0381,2.88,2.879,35.9671
11.5,-69.1,"Continental",2.596,120,1.829,28.315,120,1.671,31.62,125.9,336.0041,52.9596,0.6353,23.7149,23.0789,-0.7348,0.2762,47.2995,15.832,2.9968,76.1749,3.975,-2.4975,1.8271,1.8339,30.0381,2.88,2.879,35.9671
11.5,-69.2,"Insular",5.205,120,0.92,17.446,120,9.93,45.5463,111.4272,313.8752,53.4659,0.5519,24.3691,22.4714,-0.928,0.2762,47.2995,15.832,2.9968,76.1749,3.975,-2.4975,1.8271,1.8339,30.0381,2.88,2.879,47.1704
11.5,-69.2,"Continental",5.205,120,0.92,17.446,120,9.93,45.5463,111.4272,313.8752,53.4659,0.5519,24.3691,22.4714,-0.928,0.2762,47.2995,15.832,2.9968,76.1749,3.975,-2.4975,1.8271,1.8339,30.0381,2.88,2.879,47.1704
11.5,-69.3,"Insular",16.047,120,6.061,6.668,99.008,1.916,31.62,188.55,724.54,52.9596,0.4437,23.882,22.839,0.0115,0.2706,47.6905,15.968,2.9963,79.9034,3.975,-2.4975,1.8271,1.8339,30.0381,2.88,2.879,46.7404
11.5,-69.3,"Continental",16.047,120,6.061,6.668,99.008,1.916,31.62,188.55,724.54,52.9596,0.4437,23.882,22.839,0.0115,0.2706,47.6905,15.968,2.9963,79.9034,3.975,-2.4975,1.8271,1.8339,30.0381,2.88,2.879,46.7404
11.5,-69.4,"Insular",26.933,91.95,5.031,2.053,88.611,3.084,31.62,68.4398,323.3701,52.9596,0.3733,23.4666,22.7238,0.5309,0.2634,48.2011,16.1455,2.9957,84.7711,3.975,-2.4975,1.8271,1.8339,30.0381,2.88,2.879,25.1312
11.5,-69.4,"Continental",26.933,91.95,5.031,2.053,88.611,3.084,31.62,68.4398,323.3701,52.9596,0.3733,23.4666,22.7238,0.5309,0.2634,48.2011,16.1455,2.9957,84.7711,3.975,-2.4975,1.8271,1.8339,30.0381,2.88,2.879,25.1312
11.5,-69.5,"Insular",37.826,81.201,11.945,2.085,78.348,6.178,31.62,63.1,324.142,54.3354,0.296,23.4225,22.796,0.2002,0.2634,48.2011,16.1455,2.9957,84.7711,3.975,-2.4975,1.8271,1.8339,30.0381,2.88,2.879,4.63
11.5,-69.5,"Continental",37.826,81.201,11.945,2.085,78.348,6.178,31.62,63.1,324.142,54.3354,0.296,23.4225,22.796,0.2002,0.2634,48.2011,16.1455,2.9957,84.7711,3.975,-2.4975,1.8271,1.8339,30.0381,2.88,2.879,4.63
11.5,-69.6,"Insular",48.72,70.497,4.771,12.979,68.28,5.594,31.62,125.9,375.656,52.9596,0.3,24.0109,23.0149,-0.5606,0.2634,48.2011,16.1455,2.9957,84.7711,3.975,-2.4975,1.8369,1.841,30.0381,2.88,2.879,6.2825
11.5,-69.6,"Continental",48.72,70.497,4.771,12.979,68.28,5.594,31.62,125.9,375.656,52.9596,0.3,24.0109,23.0149,-0.5606,0.2634,48.2011,16.1455,2.9957,84.7711,3.975,-2.4975,1.8369,1.841,30.0381,2.88,2.879,6.2825
11.5,-69.7,"Continental",59.614,59.861,11.846,18.281,58.508,10.822,44.09,117.8726,889.03,52.9596,0.3804,26.3643,23.9409,-1.8861,0.2634,48.2011,16.1455,2.9957,84.7711,3.975,-2.4975,1.8271,1.8339,30.0381,2.88,2.879,13.8667
11.5,-69.8,"Continental",59.883,49.338,22.257,7.761,48.419,18.681,63.1,251.2,906.916,52.9596,0.6,25.33,24.3229,-2.0094,0.2591,48.2011,16.1455,2.9957,84.7711,3.975,-2.4975,1.8271,1.8339,30.0381,2.88,2.879,15.43
11.5,-69.9,"Continental",59.964,39.02,32.984,3.734,38.191,23.393,86.4602,174.0332,898.9667,52.9596,0.6,25.1854,23.6111,-1.557,0.2455,48.2011,16.1455,2.9957,84.7711,3.975,-2.4975,1.8271,1.8339,30.0381,2.88,2.879,15.43
11.5,-69.9,"Insular",59.964,39.02,32.984,3.734,38.191,23.393,86.4602,174.0332,898.9667,52.9596,0.6,25.1854,23.6111,-1.557,0.2455,48.2011,16.1455,2.9957,84.7711,3.975,-2.4975,1.8271,1.8339,30.0381,2.88,2.879,15.43
11.5,-70,"Insular",61.987,29.123,43.794,7.689,28.462,28.442,85.2387,177.3792,859.22,53.9431,0.75,27.9184,23.4478,-0.0442,-0.6088,45.4963,16.953,3.0024,63.2816,3.975,-2.4975,1.8264,1.8335,17.8938,2.88,2.879,18.5381
11.5,-70,"Continental",61.987,29.123,43.794,7.689,28.462,28.442,85.2387,177.3792,859.22,53.9431,0.75,27.9184,23.4478,-0.0442,-0.6088,45.4963,16.953,3.0024,63.2816,3.975,-2.4975,1.8264,1.8335,17.8938,2.88,2.879,18.5381
11.5,-70.1,"Insular",55.847,20.275,54.64,16.046,19.973,20.416,76.8465,163.5455,726.248,54.3354,0.9,25.2193,24.1413,-1.7653,-0.6088,45.4963,16.953,3.0024,63.2816,3.975,-2.4975,1.8292,1.8345,12.6513,2.88,2.879,14.7986
11.5,-70.1,"Continental",55.847,20.275,54.64,16.046,19.973,20.416,76.8465,163.5455,726.248,54.3354,0.9,25.2193,24.1413,-1.7653,-0.6088,45.4963,16.953,3.0024,63.2816,3.975,-2.4975,1.8292,1.8345,12.6513,2.88,2.879,14.7986
11.5,-70.2,"Continental",46.861,14.539,65.502,13.833,15.004,15.033,63.1,125.9,550.575,54.3354,0.4154,23.619,22.8045,0.2405,-0.6088,45.4963,16.953,3.0024,63.2816,3.975,-2.4975,1.8271,1.8329,12.6513,2.88,2.879,12.1114
11.5,-70.2,"Insular",46.861,14.539,65.502,13.833,15.004,15.033,63.1,125.9,550.575,54.3354,0.4154,23.619,22.8045,0.2405,-0.6088,45.4963,16.953,3.0024,63.2816,3.975,-2.4975,1.8271,1.8329,12.6513,2.88,2.879,12.1114
11.5,-70.3,"Insular",38.868,15.781,76.374,16.348,16.99,16.508,31.62,125.9,394.5674,55.7112,0.2554,23.322,22.2077,2.9841,-0.6088,45.4963,16.953,3.0024,63.2816,3.975,-2.4975,1.8271,1.8329,12.6513,2.88,2.879,13.3425
11.6,-68.9,"Insular",17.297,120,19.699,51.641,120,17.077,7.943,15.85,56.6043,55.7112,0.5104,24.5296,23.5341,-1.5404,0.2762,47.2995,15.832,2.9968,76.1749,3.975,-2.8756,1.8253,1.8293,1.1256,2.88,2.879,27.6863
11.6,-69,"Insular",18.162,120,17.392,41.169,120,17.232,15.85,31.62,96.5324,54.3354,0.4818,24.1556,23.322,-1.2372,0.2762,47.2995,15.832,2.9968,76.1749,3.975,-2.8769,1.8245,1.8312,2.2229,2.88,2.879,28.5401
11.6,-69.1,"Insular",13.075,120,12.574,30.988,120,12.463,11.8965,31.62,100.2006,54.3354,0.4584,24.0792,23.1983,-0.9996,0.2762,47.2995,15.832,2.9968,76.1749,3.975,-2.8826,1.8271,1.8339,30.0381,2.88,2.879,35.5803
11.6,-69.2,"Insular",13.07,120,10.718,21.519,120,15.174,15.85,31.62,122.36,54.3354,0.4324,24.0312,22.9927,-0.4973,0.2762,47.2995,15.832,2.9968,76.1749,3.975,-2.8889,1.8271,1.8339,30.0381,2.88,2.879,40.9346
11.6,-69.3,"Insular",20.029,120,13.54,14.257,96.45,9.514,21.6685,53.1674,142.8018,54.3354,0.4348,23.7734,22.9202,-0.2704,0.2706,47.6903,15.9679,2.9963,79.9011,3.975,-2.8708,1.8271,1.8339,30.0381,2.88,2.879,43.4819
11.6,-69.4,"Insular",29.477,90.48,13.111,12.383,85.748,12.741,15.85,31.62,133.3853,54.3354,0.3838,23.6996,22.7789,0.2729,0.2634,48.2011,16.1455,2.9957,84.7711,3.975,-2.8889,1.8271,1.8339,30.0381,2.88,2.879,42.4576
11.6,-69.5,"Insular",39.674,79.796,19.297,11.201,75.099,13.318,15.85,31.62,109.7914,54.3354,0.3318,23.6314,22.6634,0.8492,0.2634,48.2011,16.1455,2.9957,84.7711,3.975,-2.8775,1.8271,1.8339,30.0381,2.88,2.879,7.5888
11.6,-69.6,"Insular",50.165,69.132,15.89,17.015,64.53,15.865,31.62,63.1,188.0391,54.3354,0.3397,23.6434,22.9213,-0.2726,0.2634,48.2011,16.1455,2.9957,84.7711,3.975,-2.8763,1.8271,1.8339,30.0381,2.88,2.879,11.6616
11.6,-69.7,"Continental",51.085,58.251,19.236,22.941,54.089,18.972,31.62,63.1,267.5819,55.6548,0.3808,23.8668,23.1737,-0.9444,0.2634,48.2011,16.1455,2.9957,84.7711,3.975,-3.2867,1.8271,1.8339,30.0381,2.88,2.879,21.822
