"latitude","longitude"
10.15,-65.41
10.14,-65.41
10.14,-65.4
10.14,-65.39
10.14,-65.38
10.14,-65.36
10.14,-65.35
10.14,-65.34
10.14,-65.33
10.13,-65.33
10.13,-65.31
10.13,-65.3
10.13,-65.29
10.13,-65.27
10.13,-65.26
10.13,-65.25
10.13,-65.24
10.13,-65.22
10.11,-65.22
10.11,-65.21
10.1,-65.2
10.1,-65.19
10.09,-65.17
10.09,-65.16
10.09,-65.15
10.07,-65.15
10.07,-65.13
10.07,-65.12
10.07,-65.11
10.07,-65.1
10.07,-65.08
10.07,-65.07
10.07,-65.06
10.07,-65.05
10.07,-65.03
10.07,-65.02
10.07,-65.01
10.09,-64.99
10.07,-64.99
10.09,-64.98
10.09,-64.97
10.1,-64.96
10.1,-64.94
10.11,-64.93
10.11,-64.92
10.1,-64.92
10.1,-64.91
10.1,-64.89
10.1,-64.88
10.1,-64.87
10.1,-64.85
10.1,-64.84
10.1,-64.83
10.1,-64.82
10.1,-64.8
10.11,-64.79
10.1,-64.79
10.13,-64.78
10.11,-64.78
10.13,-64.77
10.14,-64.75
10.13,-64.75
10.14,-64.74
10.15,-64.73
10.19,-64.72
10.18,-64.72
10.16,-64.72
10.2,-64.7
10.19,-64.7
10.21,-64.69
10.21,-64.68
10.23,-64.66
10.21,-64.66
10.3,-64.65
10.29,-64.65
10.28,-64.65
10.27,-64.65
10.25,-64.65
10.24,-64.65
10.23,-64.65
10.3,-64.64
10.3,-64.63
10.3,-64.61
10.29,-64.6
10.28,-64.6
10.28,-64.59
10.27,-64.59
10.25,-64.58
10.25,-64.56
10.25,-64.55
10.25,-64.54
10.25,-64.52
10.25,-64.51
10.25,-64.5
10.25,-64.49
10.25,-64.47
10.25,-64.46
10.36,-64.45
10.34,-64.45
10.25,-64.45
10.37,-64.44
10.36,-64.44
10.33,-64.44
10.32,-64.44
10.25,-64.44
10.37,-64.42
10.32,-64.42
10.3,-64.42
10.29,-64.42
10.27,-64.42
10.25,-64.42
10.37,-64.41
10.29,-64.41
10.28,-64.41
10.27,-64.41
11,-64.4
10.99,-64.4
10.98,-64.4
10.97,-64.4
10.37,-64.4
11.05,-64.38
11.04,-64.38
11.03,-64.38
11.02,-64.38
10.97,-64.38
10.95,-64.38
10.37,-64.38
11.05,-64.37
10.95,-64.37
10.37,-64.37
11.05,-64.36
10.95,-64.36
10.94,-64.36
10.38,-64.36
11.05,-64.35
10.94,-64.35
10.38,-64.35
11.07,-64.33
11.05,-64.33
10.94,-64.33
10.39,-64.33
10.38,-64.33
11.07,-64.32
10.94,-64.32
10.41,-64.32
10.39,-64.32
11.07,-64.31
10.94,-64.31
10.41,-64.31
11.07,-64.3
10.94,-64.3
10.65,-64.3
10.63,-64.3
10.62,-64.3
10.61,-64.3
10.6,-64.3
10.42,-64.3
10.41,-64.3
11.07,-64.28
10.94,-64.28
10.65,-64.28
10.6,-64.28
10.58,-64.28
10.42,-64.28
11.07,-64.27
10.94,-64.27
10.65,-64.27
10.58,-64.27
10.57,-64.27
10.56,-64.27
10.55,-64.27
10.42,-64.27
11.08,-64.26
10.94,-64.26
10.93,-64.26
10.66,-64.26
10.53,-64.26
10.52,-64.26
10.43,-64.26
10.42,-64.26
11.08,-64.24
10.93,-64.24
10.66,-64.24
10.52,-64.24
10.51,-64.24
10.43,-64.24
11.09,-64.23
10.93,-64.23
10.66,-64.23
10.65,-64.23
10.51,-64.23
10.43,-64.23
11.09,-64.22
10.93,-64.22
10.65,-64.22
10.53,-64.22
10.52,-64.22
10.51,-64.22
10.44,-64.22
10.43,-64.22
11.09,-64.21
10.94,-64.21
10.65,-64.21
10.55,-64.21
10.53,-64.21
10.46,-64.21
10.44,-64.21
11.09,-64.19
11.08,-64.19
11.07,-64.19
11.05,-64.19
11.04,-64.19
10.94,-64.19
10.65,-64.19
10.56,-64.19
10.55,-64.19
10.47,-64.19
10.46,-64.19
11.04,-64.18
11.03,-64.18
10.95,-64.18
10.94,-64.18
10.63,-64.18
10.57,-64.18
10.56,-64.18
10.47,-64.18
11.03,-64.17
11.02,-64.17
10.95,-64.17
10.63,-64.17
10.57,-64.17
10.47,-64.17
11.02,-64.16
10.95,-64.16
10.94,-64.16
10.63,-64.16
10.57,-64.16
10.47,-64.16
11,-64.14
10.94,-64.14
10.63,-64.14
10.57,-64.14
10.47,-64.14
11,-64.13
10.94,-64.13
10.93,-64.13
10.63,-64.13
10.57,-64.13
10.47,-64.13
11,-64.12
10.93,-64.12
10.91,-64.12
10.9,-64.12
10.63,-64.12
10.57,-64.12
10.56,-64.12
10.48,-64.12
11,-64.11
10.9,-64.11
10.89,-64.11
10.63,-64.11
10.56,-64.11
10.48,-64.11
11,-64.09
10.89,-64.09
10.88,-64.09
10.65,-64.09
10.56,-64.09
10.48,-64.09
11,-64.08
10.88,-64.08
10.65,-64.08
10.56,-64.08
10.48,-64.08
10.47,-64.08
11,-64.07
10.88,-64.07
10.86,-64.07
10.65,-64.07
10.57,-64.07
10.47,-64.07
11.02,-64.05
11,-64.05
10.86,-64.05
10.65,-64.05
10.57,-64.05
10.47,-64.05
10.46,-64.05
11.03,-64.04
11.02,-64.04
10.86,-64.04
10.65,-64.04
10.57,-64.04
10.46,-64.04
11.04,-64.03
11.03,-64.03
10.86,-64.03
10.65,-64.03
10.63,-64.03
10.57,-64.03
10.46,-64.03
11.07,-64.02
11.05,-64.02
10.88,-64.02
10.86,-64.02
10.63,-64.02
10.57,-64.02
10.46,-64.02
11.08,-64
11.07,-64
10.88,-64
10.63,-64
10.57,-64
10.46,-64
11.11,-63.99
11.09,-63.99
10.89,-63.99
10.63,-63.99
10.57,-63.99
10.46,-63.99
11.12,-63.98
11.11,-63.98
10.89,-63.98
10.63,-63.98
10.57,-63.98
10.56,-63.98
10.46,-63.98
11.12,-63.97
10.9,-63.97
10.63,-63.97
10.56,-63.97
10.46,-63.97
11.12,-63.95
10.91,-63.95
10.9,-63.95
10.63,-63.95
10.55,-63.95
10.46,-63.95
11.13,-63.94
10.91,-63.94
10.63,-63.94
10.55,-63.94
10.46,-63.94
11.14,-63.93
11.13,-63.93
10.91,-63.93
10.9,-63.93
10.63,-63.93
10.55,-63.93
10.46,-63.93
10.44,-63.93
11.16,-63.91
11.14,-63.91
10.9,-63.91
10.89,-63.91
10.63,-63.91
10.55,-63.91
10.44,-63.91
11.16,-63.9
10.89,-63.9
10.88,-63.9
10.65,-63.9
10.63,-63.9
10.55,-63.9
10.44,-63.9
11.16,-63.89
10.88,-63.89
10.65,-63.89
10.55,-63.89
10.44,-63.89
11.16,-63.88
11.14,-63.88
10.91,-63.88
10.9,-63.88
10.89,-63.88
10.65,-63.88
10.55,-63.88
10.44,-63.88
11.14,-63.86
10.93,-63.86
10.65,-63.86
10.55,-63.86
10.44,-63.86
11.14,-63.85
11.13,-63.85
10.94,-63.85
10.93,-63.85
10.66,-63.85
10.65,-63.85
10.55,-63.85
10.53,-63.85
10.44,-63.85
11.13,-63.84
11.12,-63.84
10.94,-63.84
10.67,-63.84
10.66,-63.84
10.53,-63.84
10.44,-63.84
11.11,-63.83
11.09,-63.83
11.08,-63.83
11.07,-63.83
10.95,-63.83
10.94,-63.83
10.7,-63.83
10.69,-63.83
10.67,-63.83
10.53,-63.83
10.44,-63.83
11.07,-63.81
11.05,-63.81
11.04,-63.81
10.98,-63.81
10.97,-63.81
10.95,-63.81
10.71,-63.81
10.7,-63.81
10.52,-63.81
10.44,-63.81
11.03,-63.8
10.98,-63.8
10.97,-63.8
10.71,-63.8
10.7,-63.8
10.52,-63.8
10.51,-63.8
10.44,-63.8
11.02,-63.79
10.97,-63.79
10.7,-63.79
10.69,-63.79
10.51,-63.79
10.46,-63.79
11.02,-63.77
11,-63.77
10.99,-63.77
10.98,-63.77
10.97,-63.77
10.69,-63.77
10.51,-63.77
10.46,-63.77
10.69,-63.76
10.67,-63.76
10.51,-63.76
10.49,-63.76
10.47,-63.76
10.46,-63.76
10.67,-63.75
10.49,-63.75
10.48,-63.75
10.47,-63.75
10.67,-63.74
10.67,-63.72
10.67,-63.71
10.66,-63.71
10.66,-63.7
10.66,-63.69
10.65,-63.69
10.65,-63.67
10.65,-63.66
10.63,-63.65
10.63,-63.63
10.63,-63.62
10.63,-63.61
10.63,-63.6
10.63,-63.58
10.63,-63.57
10.63,-63.56
10.63,-63.55
10.63,-63.53
10.65,-63.52
10.63,-63.52
10.66,-63.51
10.65,-63.51
10.66,-63.49
10.66,-63.48
10.66,-63.47
10.66,-63.46
10.67,-63.44
10.66,-63.44
10.69,-63.43
10.67,-63.43
10.69,-63.42
10.69,-63.41
10.69,-63.39
10.69,-63.38
10.69,-63.37
10.69,-63.35
10.69,-63.34
10.69,-63.33
10.69,-63.32
10.69,-63.3
10.69,-63.29
10.69,-63.28
10.7,-63.27
10.7,-63.25
10.7,-63.24
10.71,-63.23
10.72,-63.22
10.71,-63.22
10.72,-63.2
10.72,-63.19
10.74,-63.18
10.72,-63.18
10.74,-63.16
10.72,-63.16
10.72,-63.15
10.71,-63.14
10.71,-63.13
10.71,-63.11
10.71,-63.1
10.71,-63.09
10.72,-63.08
10.71,-63.08
10.72,-63.06
10.72,-63.05
10.72,-63.04
10.72,-63.02
10.72,-63.01
10.72,-63
10.72,-62.99
10.71,-62.99
10.71,-62.97
10.71,-62.96
10.71,-62.95
10.71,-62.94
10.71,-62.92
10.71,-62.91
10.71,-62.9
10.71,-62.88
10.71,-62.87
10.72,-62.86
10.71,-62.86
10.72,-62.85
10.72,-62.83
10.74,-62.82
10.72,-62.82
10.52,-62.82
10.51,-62.82
10.49,-62.82
10.74,-62.81
10.53,-62.81
10.52,-62.81
10.49,-62.81
10.74,-62.8
10.55,-62.8
10.53,-62.8
10.49,-62.8
10.74,-62.78
10.55,-62.78
10.49,-62.78
10.75,-62.77
10.74,-62.77
10.55,-62.77
10.49,-62.77
10.75,-62.76
10.55,-62.76
10.49,-62.76
10.48,-62.76
10.75,-62.74
10.55,-62.74
10.48,-62.74
10.47,-62.74
10.75,-62.73
10.55,-62.73
10.47,-62.73
10.46,-62.73
10.76,-62.72
10.75,-62.72
10.55,-62.72
10.46,-62.72
10.44,-62.72
10.76,-62.71
10.55,-62.71
10.44,-62.71
10.43,-62.71
10.76,-62.69
10.56,-62.69
10.55,-62.69
10.43,-62.69
10.42,-62.69
10.76,-62.68
10.75,-62.68
10.56,-62.68
10.42,-62.68
10.41,-62.68
10.75,-62.67
10.56,-62.67
10.41,-62.67
10.75,-62.66
10.56,-62.66
10.39,-62.66
10.38,-62.66
10.3,-62.66
10.29,-62.66
10.28,-62.66
10.27,-62.66
10.25,-62.66
10.75,-62.64
10.56,-62.64
10.38,-62.64
10.37,-62.64
10.36,-62.64
10.33,-62.64
10.32,-62.64
10.3,-62.64
10.25,-62.64
10.24,-62.64
10.75,-62.63
10.56,-62.63
10.36,-62.63
10.34,-62.63
10.33,-62.63
10.24,-62.63
10.75,-62.62
10.55,-62.62
10.24,-62.62
10.75,-62.6
10.55,-62.6
10.25,-62.6
10.24,-62.6
10.75,-62.59
10.55,-62.59
10.53,-62.59
10.25,-62.59
10.75,-62.58
10.53,-62.58
10.25,-62.58
10.75,-62.57
10.74,-62.57
10.53,-62.57
10.25,-62.57
10.24,-62.57
10.74,-62.55
10.53,-62.55
10.24,-62.55
10.74,-62.54
10.53,-62.54
10.24,-62.54
10.23,-62.54
10.74,-62.53
10.53,-62.53
10.23,-62.53
10.21,-62.53
10.74,-62.52
10.53,-62.52
10.21,-62.52
10.74,-62.5
10.53,-62.5
10.21,-62.5
10.2,-62.5
10.19,-62.5
10.74,-62.49
10.53,-62.49
10.18,-62.49
10.16,-62.49
10.15,-62.49
10.74,-62.48
10.53,-62.48
10.15,-62.48
10.14,-62.48
10.74,-62.47
10.55,-62.47
10.53,-62.47
10.13,-62.47
10.11,-62.47
10.1,-62.47
10.74,-62.45
10.55,-62.45
10.1,-62.45
10.09,-62.45
10.07,-62.45
10.74,-62.44
10.55,-62.44
10.06,-62.44
10.74,-62.43
10.55,-62.43
10.06,-62.43
10.05,-62.43
10.74,-62.41
10.55,-62.41
10.05,-62.41
10.04,-62.41
10.74,-62.4
10.55,-62.4
10.04,-62.4
10.02,-62.4
10.01,-62.4
10.72,-62.39
10.55,-62.39
10.01,-62.39
10,-62.39
9.99,-62.39
9.97,-62.39
10.72,-62.38
10.55,-62.38
10.53,-62.38
9.96,-62.38
9.95,-62.38
9.94,-62.38
9.92,-62.38
10.72,-62.36
10.53,-62.36
10.52,-62.36
9.92,-62.36
10.72,-62.35
10.52,-62.35
9.92,-62.35
10.72,-62.34
10.71,-62.34
10.52,-62.34
9.92,-62.34
10.71,-62.33
10.53,-62.33
9.92,-62.33
10.71,-62.31
10.55,-62.31
9.92,-62.31
10.71,-62.3
10.57,-62.3
10.56,-62.3
9.94,-62.3
9.92,-62.3
10.71,-62.29
10.57,-62.29
9.95,-62.29
9.94,-62.29
10.71,-62.27
10.6,-62.27
10.58,-62.27
10.05,-62.27
10.04,-62.27
10.02,-62.27
10.01,-62.27
10,-62.27
9.96,-62.27
9.95,-62.27
10.71,-62.26
10.6,-62.26
10.05,-62.26
9.99,-62.26
9.97,-62.26
9.96,-62.26
10.71,-62.25
10.62,-62.25
10.61,-62.25
10.05,-62.25
10.71,-62.24
10.62,-62.24
10.05,-62.24
10.04,-62.24
10.7,-62.22
10.62,-62.22
10.02,-62.22
10.7,-62.21
10.62,-62.21
10.02,-62.21
10.7,-62.2
10.62,-62.2
10.02,-62.2
10.7,-62.19
10.62,-62.19
10.02,-62.19
10.7,-62.17
10.62,-62.17
10.02,-62.17
10.71,-62.16
10.63,-62.16
10.62,-62.16
10.02,-62.16
10.71,-62.15
10.63,-62.15
10.02,-62.15
10.01,-62.15
10.71,-62.13
10.63,-62.13
10.01,-62.13
10.71,-62.12
10.63,-62.12
10.01,-62.12
10.71,-62.11
10.63,-62.11
10,-62.11
10.71,-62.1
10.63,-62.1
10,-62.1
10.71,-62.08
10.63,-62.08
9.99,-62.08
10.71,-62.07
10.63,-62.07
9.99,-62.07
10.71,-62.06
10.63,-62.06
9.99,-62.06
9.97,-62.06
10.71,-62.05
10.63,-62.05
9.97,-62.05
10.72,-62.03
10.71,-62.03
10.63,-62.03
9.97,-62.03
9.96,-62.03
10.72,-62.02
10.63,-62.02
9.96,-62.02
10.74,-62.01
10.72,-62.01
10.63,-62.01
9.96,-62.01
10.74,-61.99
10.63,-61.99
9.95,-61.99
10.74,-61.98
10.63,-61.98
9.95,-61.98
10.74,-61.97
10.63,-61.97
9.95,-61.97
9.94,-61.97
10.74,-61.96
10.63,-61.96
9.94,-61.96
10.74,-61.94
10.65,-61.94
10.63,-61.94
9.94,-61.94
9.92,-61.94
10.74,-61.93
10.65,-61.93
9.92,-61.93
9.91,-61.93
10.74,-61.92
10.65,-61.92
9.91,-61.92
9.9,-61.92
10.75,-61.91
10.74,-61.91
10.66,-61.91
10.65,-61.91
9.9,-61.91
9.88,-61.91
9.87,-61.91
10.75,-61.89
10.69,-61.89
10.67,-61.89
10.66,-61.89
9.87,-61.89
9.86,-61.89
10.75,-61.88
10.71,-61.88
10.7,-61.88
10.69,-61.88
9.86,-61.88
9.85,-61.88
10.75,-61.87
10.74,-61.87
10.72,-61.87
10.71,-61.87
9.85,-61.87
9.83,-61.87
10.76,-61.85
10.75,-61.85
10.74,-61.85
9.83,-61.85
9.82,-61.85
9.82,-61.84
9.82,-61.83
9.81,-61.83
9.83,-61.82
9.82,-61.82
9.81,-61.82
9.83,-61.8
9.83,-61.79
9.83,-61.78
9.82,-61.77
9.82,-61.75
9.82,-61.74
9.81,-61.74
9.81,-61.73
9.81,-61.72
9.81,-61.7
9.81,-61.69
9.91,-61.68
9.9,-61.68
9.88,-61.68
9.81,-61.68
9.91,-61.66
9.88,-61.66
9.87,-61.66
9.81,-61.66
9.8,-61.66
9.91,-61.65
9.87,-61.65
9.86,-61.65
9.8,-61.65
9.91,-61.64
9.86,-61.64
9.85,-61.64
9.8,-61.64
9.91,-61.63
9.85,-61.63
9.8,-61.63
9.91,-61.61
9.85,-61.61
9.83,-61.61
9.82,-61.61
9.8,-61.61
9.9,-61.6
9.82,-61.6
9.81,-61.6
9.8,-61.6
9.9,-61.59
9.88,-61.59
9.88,-61.58
9.88,-61.56
9.87,-61.56
9.87,-61.55
9.86,-61.55
9.86,-61.54
9.86,-61.52
9.86,-61.51
9.85,-61.51
9.85,-61.5
9.83,-61.5
9.83,-61.49
9.82,-61.49
9.81,-61.47
9.8,-61.47
9.8,-61.46
9.78,-61.46
9.78,-61.45
9.77,-61.45
9.77,-61.44
9.76,-61.44
9.76,-61.42
9.76,-61.41
9.74,-61.41
9.74,-61.4
9.73,-61.4
9.73,-61.38
9.73,-61.37
9.72,-61.37
9.72,-61.36
9.72,-61.35
9.71,-61.35
9.71,-61.33
9.71,-61.32
9.71,-61.31
9.69,-61.31
9.69,-61.3
9.68,-61.3
9.68,-61.28
9.67,-61.27
9.67,-61.26
9.65,-61.24
9.65,-61.23
9.64,-61.23
9.64,-61.22
9.63,-61.21
9.63,-61.2
9.62,-61.2
9.62,-61.18
9.62,-61.17
9.6,-61.17
9.6,-61.16
9.59,-61.16
9.59,-61.14
9.59,-61.13
9.59,-61.12
9.59,-61.11
9.59,-61.09
9.59,-61.08
9.59,-61.07
9.59,-61.05
9.59,-61.04
9.58,-61.04
9.58,-61.03
9.58,-61.02
9.57,-61
9.57,-60.99
9.57,-60.98
9.55,-60.98
9.55,-60.97
9.54,-60.97
9.53,-60.97
9.52,-60.97
9.5,-60.97
9.5,-60.95
9.49,-60.95
9.49,-60.94
9.49,-60.93
9.49,-60.91
9.49,-60.9
9.48,-60.9
9.48,-60.89
9.48,-60.88
9.46,-60.88
9.46,-60.86
9.25,-60.86
9.23,-60.86
9.22,-60.86
9.46,-60.85
9.45,-60.85
9.25,-60.85
9.22,-60.85
9.45,-60.84
9.44,-60.84
9.43,-60.84
9.26,-60.84
9.25,-60.84
9.22,-60.84
9.43,-60.83
9.41,-60.83
9.27,-60.83
9.26,-60.83
9.22,-60.83
9.41,-60.81
9.4,-60.81
9.29,-60.81
9.27,-60.81
9.22,-60.81
9.39,-60.8
9.38,-60.8
9.29,-60.8
9.22,-60.8
9.36,-60.79
9.35,-60.79
9.34,-60.79
9.3,-60.79
9.22,-60.79
9.34,-60.77
9.32,-60.77
9.31,-60.77
9.22,-60.77
8.94,-60.77
8.93,-60.77
8.92,-60.77
9.22,-60.76
9.03,-60.76
9.02,-60.76
9.01,-60.76
8.99,-60.76
8.98,-60.76
8.96,-60.76
8.94,-60.76
8.92,-60.76
8.9,-60.76
9.22,-60.75
9.04,-60.75
9.03,-60.75
8.98,-60.75
8.97,-60.75
8.96,-60.75
8.9,-60.75
9.22,-60.74
9.21,-60.74
9.2,-60.74
9.18,-60.74
9.07,-60.74
9.06,-60.74
9.04,-60.74
8.89,-60.74
9.2,-60.72
9.18,-60.72
9.17,-60.72
9.08,-60.72
9.07,-60.72
8.89,-60.72
9.17,-60.71
9.1,-60.71
9.08,-60.71
8.89,-60.71
8.88,-60.71
8.87,-60.71
8.85,-60.71
8.84,-60.71
9.17,-60.7
9.11,-60.7
8.84,-60.7
8.83,-60.7
9.16,-60.69
9.12,-60.69
9.11,-60.69
8.81,-60.69
9.16,-60.67
9.15,-60.67
9.13,-60.67
9.12,-60.67
8.81,-60.67
8.8,-60.67
8.8,-60.66
8.79,-60.66
8.74,-60.66
8.73,-60.66
8.71,-60.66
8.7,-60.66
8.69,-60.66
8.68,-60.66
8.79,-60.65
8.78,-60.65
8.76,-60.65
8.75,-60.65
8.74,-60.65
8.68,-60.65
8.66,-60.65
8.66,-60.63
8.66,-60.62
8.65,-60.62
8.65,-60.61
8.64,-60.61
8.6,-60.61
8.59,-60.61
8.57,-60.61
8.56,-60.61
8.64,-60.6
8.62,-60.6
8.61,-60.6
8.6,-60.6
8.56,-60.6
8.56,-60.59
8.56,-60.57
8.56,-60.56
8.56,-60.55
8.55,-60.55
8.55,-60.53
8.55,-60.52
8.55,-60.51
8.55,-60.5
8.55,-60.48
8.55,-60.47
8.55,-60.46
8.57,-60.45
8.56,-60.45
8.55,-60.45
8.59,-60.43
8.57,-60.43
8.61,-60.42
8.6,-60.42
8.59,-60.42
8.64,-60.41
8.62,-60.41
8.61,-60.41
8.65,-60.39
8.64,-60.39
8.65,-60.38
8.65,-60.37
8.65,-60.36
8.65,-60.34
8.65,-60.33
8.65,-60.32
8.65,-60.3
8.64,-60.3
8.64,-60.29
8.64,-60.28
8.64,-60.27
8.64,-60.25
8.64,-60.24
8.64,-60.23
8.64,-60.22
8.64,-60.2
8.62,-60.2
8.62,-60.19
8.62,-60.18
8.62,-60.16
8.62,-60.15
8.61,-60.14
8.61,-60.13
8.6,-60.11
8.6,-60.1
8.6,-60.09
8.6,-60.08
8.6,-60.06
8.59,-60.06
8.59,-60.05
8.59,-60.04
8.59,-60.02
8.57,-60.02
8.57,-60.01
8.57,-60
