"latitude","longitude","speed.m.s.mean","direction.deg.t.mean"
10.49,-67.74,0.2,281.578947368421
10.56,-67.74,0.2,281.428571428571
10.51,-67.73,0.2,281.278195488722
10.5,-67.73,0.2,281.127819548872
10.49,-67.73,0.2,280.977443609023
10.53,-67.73,0.2,280.827067669173
10.55,-67.73,0.2,280.676691729323
10.56,-67.73,0.2,280.526315789474
10.49,-67.71,0.2,280.375939849624
10.5,-67.71,0.2,280.225563909774
10.51,-67.71,0.2,280.075187969925
10.56,-67.71,0.3,279.924812030075
10.55,-67.71,0.2,279.774436090226
10.54,-67.71,0.2,279.624060150376
10.53,-67.71,0.2,279.473684210526
10.5,-67.7,0.2,279.323308270677
10.56,-67.7,0.3,279.172932330827
10.55,-67.7,0.3,279.022556390977
10.54,-67.7,0.3,278.872180451128
10.53,-67.7,0.3,278.721804511278
10.51,-67.69,0.3,278.571428571429
10.56,-67.69,0.3,278.421052631579
10.55,-67.69,0.3,278.270676691729
10.54,-67.69,0.3,278.12030075188
10.53,-67.69,0.3,277.96992481203
10.51,-67.67,0.3,277.81954887218
10.53,-67.67,0.3,277.669172932331
10.51,-67.66,0.3,277.518796992481
10.51,-67.65,0.3,277.368421052632
10.51,-67.64,0.3,277.218045112782
10.53,-67.65,0.3,277.067669172932
10.53,-67.66,0.3,276.917293233083
10.54,-67.67,0.3,276.766917293233
10.54,-67.66,0.3,276.616541353383
10.54,-67.65,0.3,276.466165413534
10.55,-67.65,0.3,276.315789473684
10.55,-67.66,0.3,276.165413533835
10.55,-67.67,0.3,276.015037593985
10.56,-67.67,0.3,275.864661654135
10.56,-67.66,0.3,275.714285714286
10.56,-67.65,0.3,275.563909774436
10.58,-67.65,0.3,275.413533834586
10.58,-67.66,0.3,275.263157894737
10.53,-67.64,0.3,275.112781954887
10.54,-67.64,0.3,274.962406015038
10.55,-67.64,0.3,274.812030075188
10.56,-67.64,0.3,274.661654135338
10.58,-67.64,0.3,274.511278195489
10.51,-67.62,0.3,274.360902255639
10.56,-67.62,0.3,274.210526315789
10.55,-67.62,0.3,274.06015037594
10.54,-67.62,0.3,273.90977443609
10.53,-67.62,0.3,273.759398496241
10.58,-67.62,0.3,273.609022556391
10.51,-67.61,0.3,273.458646616541
10.56,-67.61,0.3,273.308270676692
10.55,-67.61,0.3,273.157894736842
10.54,-67.61,0.3,273.007518796992
10.53,-67.61,0.3,272.857142857143
10.58,-67.61,0.3,272.706766917293
10.51,-67.6,0.3,272.556390977444
10.56,-67.6,0.3,272.406015037594
10.55,-67.6,0.3,272.255639097744
10.54,-67.6,0.3,272.105263157895
10.53,-67.6,0.3,271.954887218045
10.58,-67.6,0.3,271.804511278195
10.51,-67.59,0.3,271.654135338346
10.56,-67.59,0.3,271.503759398496
10.55,-67.59,0.3,271.353383458647
10.54,-67.59,0.3,271.203007518797
10.53,-67.59,0.3,271.052631578947
10.58,-67.59,0.3,270.902255639098
10.51,-67.57,0.3,270.751879699248
10.53,-67.57,0.3,270.601503759398
10.54,-67.57,0.3,270.451127819549
10.53,-67.56,0.3,270.300751879699
10.53,-67.55,0.3,270.15037593985
10.54,-67.55,0.3,270
10.54,-67.56,0.3,270
10.55,-67.57,0.3,269.310344827586
10.55,-67.56,0.3,268.620689655172
10.55,-67.55,0.3,267.931034482759
10.56,-67.55,0.3,267.241379310345
10.56,-67.56,0.3,266.551724137931
10.56,-67.57,0.3,265.862068965517
10.58,-67.57,0.3,265.172413793103
10.58,-67.56,0.3,264.48275862069
10.58,-67.55,0.3,263.793103448276
10.53,-67.54,0.3,263.103448275862
10.54,-67.54,0.3,262.413793103448
10.55,-67.54,0.3,261.724137931034
10.56,-67.54,0.3,261.034482758621
10.58,-67.54,0.3,260.344827586207
10.59,-67.54,0.3,259.655172413793
10.59,-67.52,0.3,258.965517241379
10.58,-67.52,0.3,258.275862068966
10.58,-67.5,0.4,257.586206896552
10.55,-67.52,0.3,256.896551724138
10.56,-67.52,0.3,256.206896551724
10.54,-67.52,0.3,255.51724137931
10.58,-67.48,0.4,254.827586206897
10.59,-67.48,0.4,254.137931034483
10.56,-67.48,0.4,253.448275862069
10.54,-67.48,0.4,252.758620689655
10.53,-67.48,0.4,252.068965517241
10.55,-67.51,0.3,251.379310344828
10.58,-67.47,0.4,250.689655172414
10.59,-67.47,0.4,250
10.58,-67.4,0.4,250
10.59,-67.4,0.4,249.846153846154
10.6,-67.4,0.4,249.692307692308
10.56,-67.38,0.4,249.538461538462
10.55,-67.38,0.4,249.384615384615
10.54,-67.38,0.4,249.230769230769
10.53,-67.38,0.4,249.076923076923
10.56,-67.37,0.4,248.923076923077
10.55,-67.37,0.4,248.769230769231
10.54,-67.37,0.4,248.615384615385
10.53,-67.37,0.4,248.461538461538
10.54,-67.36,0.4,248.307692307692
10.53,-67.36,0.4,248.153846153846
10.53,-67.34,0.4,248
10.53,-67.33,0.4,247.846153846154
10.56,-67.36,0.4,247.692307692308
10.55,-67.36,0.4,247.538461538462
10.6,-67.38,0.4,247.384615384615
10.6,-67.37,0.4,247.230769230769
10.6,-67.36,0.4,247.076923076923
10.59,-67.36,0.4,246.923076923077
10.59,-67.37,0.4,246.769230769231
10.59,-67.38,0.4,246.615384615385
10.58,-67.38,0.4,246.461538461538
10.58,-67.37,0.4,246.307692307692
10.58,-67.36,0.4,246.153846153846
10.58,-67.34,0.4,246
10.59,-67.34,0.4,245.846153846154
10.6,-67.34,0.4,245.692307692308
10.55,-67.34,0.4,245.538461538462
10.56,-67.34,0.4,245.384615384615
10.54,-67.34,0.4,245.230769230769
10.58,-67.33,0.4,245.076923076923
10.59,-67.33,0.4,244.923076923077
10.6,-67.33,0.4,244.769230769231
10.55,-67.33,0.4,244.615384615385
10.56,-67.33,0.4,244.461538461538
10.54,-67.33,0.4,244.307692307692
10.58,-67.32,0.4,244.153846153846
10.59,-67.32,0.4,244
10.6,-67.32,0.4,243.846153846154
10.55,-67.32,0.4,243.692307692308
10.56,-67.32,0.4,243.538461538462
10.54,-67.32,0.4,243.384615384615
10.58,-67.31,0.4,243.230769230769
10.59,-67.31,0.4,243.076923076923
10.6,-67.31,0.4,242.923076923077
10.55,-67.31,0.4,242.769230769231
10.56,-67.31,0.4,242.615384615385
10.6,-67.29,0.4,242.461538461538
10.59,-67.29,0.4,242.307692307692
10.58,-67.29,0.4,242.153846153846
10.56,-67.29,0.4,242
10.55,-67.29,0.4,241.846153846154
10.6,-67.28,0.4,241.692307692308
10.59,-67.28,0.4,241.538461538462
10.58,-67.28,0.4,241.384615384615
10.56,-67.28,0.4,241.230769230769
10.6,-67.27,0.58,241.076923076923
10.59,-67.27,0.58,240.923076923077
10.58,-67.27,0.58,240.769230769231
10.56,-67.27,0.58,240.615384615385
10.59,-67.26,0.58,240.461538461538
10.58,-67.26,0.58,240.307692307692
10.56,-67.26,0.58,240.153846153846
10.6,-67.26,0.58,240
10.58,-67.24,0.58,239.846153846154
10.58,-67.23,0.58,239.692307692308
10.59,-67.23,0.58,239.538461538462
10.59,-67.24,0.58,239.384615384615
10.6,-67.24,0.58,239.230769230769
10.6,-67.23,0.58,239.076923076923
10.56,-67.23,0.58,238.923076923077
10.56,-67.24,0.58,238.769230769231
10.58,-67.22,0.58,238.615384615385
10.59,-67.22,0.58,238.461538461538
10.6,-67.22,0.58,238.307692307692
10.56,-67.22,0.58,238.153846153846
10.62,-67.22,0.58,238
10.6,-67.2,0.58,237.846153846154
10.59,-67.2,0.58,237.692307692308
10.58,-67.2,0.58,237.538461538462
10.56,-67.2,0.58,237.384615384615
10.58,-67.19,0.58,237.230769230769
10.56,-67.19,0.58,237.076923076923
10.56,-67.18,0.58,236.923076923077
10.56,-67.17,0.58,236.769230769231
10.6,-67.19,0.58,236.615384615385
10.6,-67.18,0.58,236.461538461538
10.6,-67.17,0.58,236.307692307692
10.59,-67.17,0.58,236.153846153846
10.59,-67.18,0.58,236
10.59,-67.19,0.58,235.846153846154
10.58,-67.18,0.58,235.692307692308
10.58,-67.17,0.58,235.538461538462
10.62,-67.2,0.58,235.384615384615
10.62,-67.19,0.58,235.230769230769
10.62,-67.18,0.58,235.076923076923
10.63,-67.18,0.58,234.923076923077
10.63,-67.19,0.58,234.769230769231
10.63,-67.2,0.58,234.615384615385
10.56,-67.15,0.58,234.461538461538
10.58,-67.15,0.58,234.307692307692
10.58,-67.14,0.58,234.153846153846
10.59,-67.14,0.58,234
10.59,-67.15,0.58,233.846153846154
10.6,-67.15,0.58,233.692307692308
10.62,-67.17,0.58,233.538461538462
10.59,-67.13,0.58,233.384615384615
10.56,-67.13,0.58,233.230769230769
10.56,-67.12,0.58,233.076923076923
10.59,-67.12,0.58,232.923076923077
10.58,-67.12,0.58,232.769230769231
10.58,-67.1,0.58,232.615384615385
10.56,-67.1,0.58,232.461538461538
10.6,-67.14,0.58,232.307692307692
10.62,-67.15,0.58,232.153846153846
10.63,-67.17,0.58,232
10.6,-67.13,0.58,231.846153846154
10.6,-67.12,0.58,231.692307692308
10.63,-67.12,0.58,231.538461538462
10.63,-67.13,0.58,231.384615384615
10.63,-67.14,0.58,231.230769230769
10.63,-67.15,0.58,231.076923076923
10.62,-67.14,0.58,230.923076923077
10.62,-67.13,0.58,230.769230769231
10.62,-67.12,0.58,230.615384615385
10.6,-67.1,0.4,230.461538461538
10.62,-67.1,0.4,230.307692307692
10.59,-67.09,0.4,230.153846153846
10.6,-67.09,0.4,230
10.59,-67.08,0.4,230
10.6,-67.08,0.4,230.117994100295
10.58,-67.06,0.4,230.23598820059
10.58,-67.08,0.4,230.353982300885
10.56,-67.06,0.4,230.47197640118
10.56,-67.05,0.4,230.589970501475
10.62,-67.09,0.4,230.70796460177
10.62,-67.08,0.4,230.825958702065
10.63,-67.08,0.4,230.94395280236
10.63,-67.09,0.4,231.061946902655
10.63,-67.1,0.4,231.17994100295
10.64,-67.08,0.4,231.297935103245
10.64,-67.06,0.4,231.41592920354
10.63,-67.06,0.4,231.533923303835
10.62,-67.06,0.4,231.65191740413
10.6,-67.06,0.4,231.769911504425
10.59,-67.06,0.4,231.88790560472
10.64,-67.05,0.4,232.005899705015
10.63,-67.05,0.4,232.12389380531
10.62,-67.05,0.4,232.241887905605
10.6,-67.05,0.4,232.3598820059
10.59,-67.05,0.4,232.477876106195
10.58,-67.05,0.4,232.59587020649
10.64,-67.04,0.4,232.713864306785
10.63,-67.04,0.4,232.83185840708
10.62,-67.04,0.4,232.949852507375
10.6,-67.04,0.4,233.06784660767
10.59,-67.04,0.4,233.185840707965
10.58,-67.04,0.4,233.30383480826
10.56,-67.04,0.4,233.421828908555
10.64,-67.03,0.4,233.53982300885
10.63,-67.03,0.4,233.657817109145
10.62,-67.03,0.4,233.77581120944
10.6,-67.03,0.4,233.893805309735
10.59,-67.03,0.4,234.01179941003
10.58,-67.03,0.4,234.129793510324
10.56,-67.03,0.4,234.247787610619
10.64,-67.02,0.4,234.365781710914
10.63,-67.02,0.4,234.483775811209
10.62,-67.02,0.4,234.601769911504
10.6,-67.02,0.4,234.719764011799
10.59,-67.02,0.4,234.837758112094
10.58,-67.02,0.4,234.955752212389
10.62,-67,0.4,235.073746312684
10.63,-67,0.4,235.191740412979
10.64,-67,0.4,235.309734513274
10.59,-67,0.4,235.427728613569
10.6,-67,0.4,235.545722713864
10.62,-66.99,0.4,235.663716814159
10.63,-66.99,0.4,235.781710914454
10.64,-66.99,0.4,235.899705014749
10.59,-66.99,0.4,236.017699115044
10.6,-66.99,0.4,236.135693215339
10.62,-66.98,0.4,236.253687315634
10.63,-66.98,0.4,236.371681415929
10.64,-66.98,0.4,236.489675516224
10.58,-66.98,0.4,236.607669616519
10.59,-66.98,0.4,236.725663716814
10.6,-66.98,0.4,236.843657817109
10.64,-66.96,0.4,236.961651917404
10.63,-66.96,0.4,237.079646017699
10.62,-66.96,0.4,237.197640117994
10.6,-66.96,0.4,237.315634218289
10.59,-66.96,0.4,237.433628318584
10.58,-66.96,0.4,237.551622418879
10.64,-66.95,0.4,237.669616519174
10.63,-66.95,0.4,237.787610619469
10.62,-66.95,0.4,237.905604719764
10.6,-66.95,0.4,238.023598820059
10.59,-66.95,0.4,238.141592920354
10.58,-66.95,0.4,238.259587020649
10.64,-66.94,0.4,238.377581120944
10.63,-66.94,0.4,238.495575221239
10.62,-66.94,0.4,238.613569321534
10.6,-66.94,0.4,238.731563421829
10.59,-66.94,0.4,238.849557522124
10.58,-66.94,0.4,238.967551622419
10.64,-66.93,0.4,239.085545722714
10.63,-66.93,0.4,239.203539823009
10.62,-66.93,0.4,239.321533923304
10.6,-66.93,0.4,239.439528023599
10.59,-66.93,0.4,239.557522123894
10.58,-66.93,0.4,239.675516224189
10.62,-66.91,0.4,239.793510324484
10.63,-66.91,0.4,239.911504424779
10.64,-66.91,0.4,240.029498525074
10.58,-66.91,0.4,240.147492625369
10.59,-66.91,0.4,240.265486725664
10.6,-66.91,0.4,240.383480825959
10.62,-66.9,0.4,240.501474926254
10.63,-66.9,0.4,240.619469026549
10.64,-66.9,0.4,240.737463126844
10.58,-66.9,0.4,240.855457227139
10.59,-66.9,0.4,240.973451327434
10.6,-66.9,0.4,241.091445427729
10.62,-66.89,0.4,241.209439528024
10.63,-66.89,0.4,241.327433628319
10.64,-66.89,0.4,241.445427728614
10.58,-66.89,0.4,241.563421828909
10.59,-66.89,0.4,241.681415929204
10.6,-66.89,0.4,241.799410029499
10.62,-66.88,0.4,241.917404129794
10.63,-66.88,0.4,242.035398230089
10.64,-66.88,0.4,242.153392330383
10.58,-66.88,0.4,242.271386430678
10.59,-66.88,0.4,242.389380530973
10.6,-66.88,0.4,242.507374631268
10.64,-66.86,0.4,242.625368731563
10.63,-66.86,0.4,242.743362831858
10.62,-66.86,0.4,242.861356932153
10.6,-66.86,0.4,242.979351032448
10.59,-66.86,0.4,243.097345132743
10.58,-66.86,0.4,243.215339233038
10.64,-66.85,0.4,243.333333333333
10.63,-66.85,0.4,243.451327433628
10.62,-66.85,0.4,243.569321533923
10.6,-66.85,0.4,243.687315634218
10.59,-66.85,0.4,243.805309734513
10.64,-66.84,0.4,243.923303834808
10.63,-66.84,0.4,244.041297935103
10.62,-66.84,0.4,244.159292035398
10.6,-66.84,0.4,244.277286135693
10.62,-66.82,0.4,244.395280235988
10.63,-66.82,0.4,244.513274336283
10.64,-66.82,0.4,244.631268436578
10.6,-66.82,0.4,244.749262536873
10.63,-66.81,0.58,244.867256637168
10.64,-66.81,0.58,244.985250737463
10.6,-66.81,0.58,245.103244837758
10.59,-66.81,0.58,245.221238938053
10.63,-66.8,0.58,245.339233038348
10.64,-66.8,0.58,245.457227138643
10.62,-66.8,0.58,245.575221238938
10.63,-66.79,0.58,245.693215339233
10.64,-66.79,0.58,245.811209439528
10.62,-66.79,0.58,245.929203539823
10.6,-66.79,0.58,246.047197640118
10.62,-66.77,0.58,246.165191740413
10.63,-66.77,0.58,246.283185840708
10.64,-66.77,0.58,246.401179941003
10.6,-66.77,0.58,246.519174041298
10.62,-66.76,0.58,246.637168141593
10.63,-66.76,0.58,246.755162241888
10.64,-66.76,0.58,246.873156342183
10.65,-66.76,0.58,246.991150442478
10.6,-66.76,0.58,247.109144542773
10.62,-66.75,0.58,247.227138643068
10.63,-66.75,0.58,247.345132743363
10.64,-66.75,0.58,247.463126843658
10.65,-66.75,0.58,247.581120943953
10.65,-66.73,0.58,247.699115044248
10.65,-66.72,0.58,247.817109144543
10.64,-66.72,0.58,247.935103244838
10.64,-66.73,0.58,248.053097345133
10.63,-66.73,0.58,248.171091445428
10.63,-66.72,0.58,248.289085545723
10.62,-66.72,0.58,248.407079646018
10.62,-66.73,0.58,248.525073746313
10.65,-66.71,0.58,248.643067846608
10.64,-66.71,0.58,248.761061946903
10.63,-66.71,0.58,248.879056047198
10.62,-66.71,0.58,248.997050147493
10.65,-66.7,0.58,249.115044247788
10.64,-66.7,0.58,249.233038348083
10.63,-66.7,0.58,249.351032448378
10.62,-66.7,0.58,249.469026548673
10.62,-66.68,0.58,249.587020648968
10.63,-66.68,0.58,249.705014749263
10.64,-66.68,0.58,249.823008849558
10.65,-66.68,0.58,249.941002949853
10.62,-66.67,0.58,250.058997050147
10.63,-66.67,0.58,250.176991150442
10.64,-66.67,0.58,250.294985250737
10.65,-66.67,0.58,250.412979351032
10.62,-66.66,0.58,250.530973451327
10.63,-66.66,0.58,250.648967551622
10.64,-66.66,0.58,250.766961651917
10.65,-66.66,0.58,250.884955752212
10.62,-66.65,0.58,251.002949852507
10.63,-66.65,0.58,251.120943952802
10.64,-66.65,0.58,251.238938053097
10.65,-66.65,0.58,251.356932153392
10.65,-66.63,0.58,251.474926253687
10.64,-66.63,0.58,251.592920353982
10.63,-66.63,0.58,251.710914454277
10.62,-66.63,0.58,251.828908554572
10.65,-66.62,0.58,251.946902654867
10.64,-66.62,0.58,252.064896755162
10.63,-66.62,0.58,252.182890855457
10.62,-66.62,0.58,252.300884955752
10.64,-66.61,0.58,252.418879056047
10.63,-66.61,0.58,252.536873156342
10.62,-66.61,0.58,252.654867256637
10.62,-66.59,0.58,252.772861356932
10.62,-66.58,0.58,252.890855457227
10.65,-66.61,0.58,253.008849557522
10.63,-66.59,0.58,253.126843657817
10.64,-66.59,0.58,253.244837758112
10.65,-66.59,0.58,253.362831858407
10.63,-66.58,0.58,253.480825958702
10.64,-66.58,0.58,253.598820058997
10.65,-66.58,0.58,253.716814159292
10.62,-66.57,0.58,253.834808259587
10.63,-66.57,0.58,253.952802359882
10.64,-66.57,0.58,254.070796460177
10.65,-66.57,0.58,254.188790560472
10.62,-66.56,0.58,254.306784660767
10.63,-66.56,0.58,254.424778761062
10.64,-66.56,0.58,254.542772861357
10.65,-66.56,0.58,254.660766961652
10.67,-66.56,0.58,254.778761061947
10.67,-66.54,0.58,254.896755162242
10.65,-66.54,0.58,255.014749262537
10.64,-66.54,0.58,255.132743362832
10.62,-66.54,0.58,255.250737463127
10.63,-66.54,0.58,255.368731563422
10.65,-66.53,0.58,255.486725663717
10.64,-66.53,0.58,255.604719764012
10.62,-66.53,0.58,255.722713864307
10.67,-66.53,0.58,255.840707964602
10.63,-66.53,0.58,255.958702064897
10.67,-66.52,0.4,256.076696165192
10.65,-66.52,0.58,256.194690265487
10.64,-66.52,0.58,256.312684365782
10.62,-66.52,0.58,256.430678466077
10.67,-66.51,0.4,256.548672566372
10.65,-66.51,0.4,256.666666666667
10.64,-66.51,0.4,256.784660766962
10.63,-66.51,0.4,256.902654867257
10.67,-66.49,0.4,257.020648967552
10.63,-66.49,0.4,257.138643067847
10.64,-66.49,0.4,257.256637168142
10.65,-66.49,0.4,257.374631268437
10.67,-66.48,0.4,257.492625368732
10.62,-66.48,0.4,257.610619469027
10.63,-66.48,0.4,257.728613569322
10.64,-66.48,0.4,257.846607669617
10.65,-66.48,0.4,257.964601769911
10.67,-66.47,0.4,258.082595870206
10.62,-66.47,0.4,258.200589970501
10.64,-66.47,0.4,258.318584070796
10.63,-66.47,0.4,258.436578171091
10.65,-66.47,0.4,258.554572271386
10.67,-66.46,0.4,258.672566371681
10.68,-66.46,0.4,258.790560471976
10.62,-66.46,0.4,258.908554572271
10.64,-66.46,0.4,259.026548672566
10.63,-66.46,0.4,259.144542772861
10.65,-66.46,0.4,259.262536873156
10.68,-66.44,0.4,259.380530973451
10.65,-66.44,0.4,259.498525073746
10.64,-66.44,0.4,259.616519174041
10.63,-66.44,0.4,259.734513274336
10.62,-66.44,0.4,259.852507374631
10.68,-66.43,0.4,259.970501474926
10.67,-66.43,0.4,260.088495575221
10.65,-66.43,0.4,260.206489675516
10.64,-66.43,0.4,260.324483775811
10.63,-66.43,0.4,260.442477876106
10.68,-66.42,0.4,260.560471976401
10.67,-66.42,0.4,260.678466076696
10.64,-66.42,0.4,260.796460176991
10.65,-66.42,0.4,260.914454277286
10.63,-66.42,0.4,261.032448377581
10.62,-66.42,0.4,261.150442477876
10.68,-66.41,0.4,261.268436578171
10.69,-66.41,0.4,261.386430678466
10.67,-66.41,0.4,261.504424778761
10.64,-66.41,0.4,261.622418879056
10.65,-66.41,0.4,261.740412979351
10.62,-66.41,0.4,261.858407079646
10.63,-66.41,0.4,261.976401179941
10.63,-66.39,0.4,262.094395280236
10.63,-66.38,0.4,262.212389380531
10.64,-66.39,0.4,262.330383480826
10.64,-66.38,0.4,262.448377581121
10.64,-66.37,0.4,262.566371681416
10.65,-66.37,0.4,262.684365781711
10.65,-66.38,0.4,262.802359882006
10.65,-66.39,0.4,262.920353982301
10.67,-66.39,0.4,263.038348082596
10.67,-66.38,0.4,263.156342182891
10.67,-66.37,0.4,263.274336283186
10.68,-66.37,0.4,263.392330383481
10.69,-66.37,0.4,263.510324483776
10.69,-66.38,0.4,263.628318584071
10.68,-66.39,0.4,263.746312684366
10.68,-66.35,0.4,263.864306784661
10.69,-66.35,0.4,263.982300884956
10.63,-66.37,0.4,264.100294985251
10.62,-66.37,0.4,264.218289085546
10.62,-66.38,0.4,264.336283185841
10.62,-66.39,0.4,264.454277286136
10.65,-66.35,0.4,264.572271386431
10.64,-66.35,0.4,264.690265486726
10.68,-66.34,0.4,264.808259587021
10.67,-66.34,0.4,264.926253687316
10.65,-66.33,0.4,265.044247787611
10.65,-66.34,0.4,265.162241887906
10.64,-66.34,0.4,265.280235988201
10.64,-66.33,0.4,265.398230088496
10.64,-66.32,0.4,265.516224188791
10.67,-66.33,0.4,265.634218289086
10.64,-66.3,0.4,265.752212389381
10.65,-66.32,0.4,265.870206489676
10.64,-66.29,0.4,265.988200589971
10.64,-66.28,0.4,266.106194690266
10.68,-66.33,0.4,266.22418879056
10.68,-66.32,0.4,266.342182890855
10.69,-66.32,0.4,266.46017699115
10.69,-66.33,0.4,266.578171091445
10.69,-66.34,0.4,266.69616519174
10.67,-66.32,0.4,266.814159292035
10.65,-66.3,0.4,266.93215339233
10.67,-66.3,0.4,267.050147492625
10.67,-66.29,0.4,267.16814159292
10.67,-66.28,0.4,267.286135693215
10.68,-66.28,0.4,267.40412979351
10.68,-66.29,0.4,267.522123893805
10.68,-66.3,0.4,267.6401179941
10.69,-66.3,0.4,267.758112094395
10.69,-66.29,0.4,267.87610619469
10.69,-66.28,0.4,267.994100294985
10.65,-66.29,0.4,268.11209439528
10.65,-66.28,0.4,268.230088495575
10.67,-66.27,0.4,268.34808259587
10.68,-66.27,0.4,268.466076696165
10.69,-66.27,0.4,268.58407079646
10.64,-66.27,0.4,268.702064896755
10.65,-66.27,0.4,268.82005899705
10.69,-66.25,0.4,268.938053097345
10.68,-66.25,0.4,269.05604719764
10.67,-66.25,0.4,269.174041297935
10.65,-66.25,0.4,269.29203539823
10.64,-66.25,0.4,269.410029498525
10.69,-66.24,0.4,269.52802359882
10.68,-66.24,0.4,269.646017699115
10.67,-66.24,0.4,269.76401179941
10.65,-66.24,0.4,269.882005899705
10.64,-66.24,0.4,270
10.63,-66.24,0.4,270
10.69,-66.23,0.4,270.506329113924
10.68,-66.23,0.4,271.012658227848
10.67,-66.23,0.4,271.518987341772
10.65,-66.23,0.4,272.025316455696
10.64,-66.23,0.4,272.53164556962
10.67,-66.21,0.4,273.037974683544
10.67,-66.2,0.4,273.544303797468
10.67,-66.19,0.4,274.050632911392
10.67,-66.18,0.4,274.556962025316
10.68,-66.19,0.4,275.063291139241
10.68,-66.2,0.4,275.569620253165
10.68,-66.21,0.4,276.075949367089
10.65,-66.21,0.4,276.582278481013
10.65,-66.2,0.4,277.088607594937
10.65,-66.19,0.4,277.594936708861
10.64,-66.21,0.4,278.101265822785
10.63,-66.21,0.4,278.607594936709
10.63,-66.23,0.4,279.113924050633
10.64,-66.2,0.4,279.620253164557
10.63,-66.2,0.4,280.126582278481
10.65,-66.18,0.4,280.632911392405
10.64,-66.18,0.4,281.139240506329
10.64,-66.19,0.4,281.645569620253
10.63,-66.19,0.4,282.151898734177
10.63,-66.18,0.4,282.658227848101
10.67,-66.16,0.4,283.164556962025
10.62,-66.19,0.4,283.670886075949
10.6,-66.19,0.4,284.177215189873
10.62,-66.18,0.4,284.683544303797
10.6,-66.18,0.4,285.189873417722
10.64,-66.14,0.4,285.696202531646
10.64,-66.15,0.4,286.20253164557
10.63,-66.15,0.4,286.708860759494
10.63,-66.16,0.4,287.215189873418
10.62,-66.16,0.4,287.721518987342
10.62,-66.15,0.4,288.227848101266
10.65,-66.15,0.4,288.73417721519
10.65,-66.16,0.4,289.240506329114
10.67,-66.15,0.4,289.746835443038
10.6,-66.16,0.4,290.253164556962
10.6,-66.15,0.4,290.759493670886
10.59,-66.15,0.4,291.26582278481
10.6,-66.14,0.4,291.772151898734
10.59,-66.14,0.4,292.278481012658
10.62,-66.14,0.4,292.784810126582
10.63,-66.14,0.4,293.291139240506
10.62,-66.12,0.4,293.79746835443
10.62,-66.11,0.4,294.303797468354
10.63,-66.1,0.4,294.810126582278
10.63,-66.11,0.4,295.316455696203
10.63,-66.12,0.4,295.822784810127
10.64,-66.12,0.4,296.329113924051
10.64,-66.11,0.4,296.835443037975
10.58,-66.14,0.4,297.341772151899
10.58,-66.12,0.4,297.848101265823
10.6,-66.12,0.4,298.354430379747
10.59,-66.11,0.4,298.860759493671
10.6,-66.11,0.4,299.367088607595
10.59,-66.1,0.4,299.873417721519
10.6,-66.1,0.4,300.379746835443
10.62,-66.1,0.4,300.886075949367
10.62,-66.09,0.4,301.392405063291
10.63,-66.09,0.4,301.898734177215
10.6,-66.09,0.4,302.405063291139
10.59,-66.09,0.4,302.911392405063
10.58,-66.09,0.4,303.417721518987
10.58,-66.07,0.4,303.924050632911
10.59,-66.07,0.4,304.430379746835
10.6,-66.07,0.4,304.936708860759
10.62,-66.07,0.4,305.443037974684
10.63,-66.07,0.4,305.949367088608
10.58,-66.06,0.4,306.455696202532
10.58,-66.05,0.4,306.962025316456
10.59,-66.05,0.4,307.46835443038
10.59,-66.06,0.4,307.974683544304
10.6,-66.06,0.4,308.481012658228
10.6,-66.05,0.4,308.987341772152
10.6,-66.04,0.4,309.493670886076
10.62,-66.06,0.4,310
10.62,-66.05,0.4,310
10.62,-66.04,0.4,309.849246231156
10.58,-66.04,0.4,309.698492462312
10.59,-66.04,0.4,309.547738693467
10.56,-66.06,0.4,309.396984924623
10.56,-66.07,0.4,309.246231155779
10.6,-66.02,0.4,309.095477386935
10.59,-66.02,0.4,308.94472361809
10.58,-66.02,0.4,308.793969849246
10.56,-66.02,0.4,308.643216080402
10.56,-66.01,0.4,308.492462311558
10.56,-66,0.4,308.341708542714
10.53,-65.98,0.3,308.190954773869
10.53,-65.97,0.3,308.040201005025
10.51,-65.97,0.3,307.889447236181
10.51,-65.98,0.3,307.738693467337
10.51,-65.95,0.3,307.587939698492
10.5,-65.98,0.3,307.437185929648
10.56,-66.04,0.4,307.286432160804
10.56,-66.05,0.4,307.13567839196
10.51,-66,0.3,306.984924623116
10.51,-66.01,0.3,306.834170854271
10.51,-66.02,0.3,306.683417085427
10.51,-66.04,0.3,306.532663316583
10.51,-66.05,0.3,306.381909547739
10.51,-66.06,0.3,306.231155778894
10.5,-66.06,0.3,306.08040201005
10.5,-66.04,0.3,305.929648241206
10.5,-66.05,0.3,305.778894472362
10.5,-66.02,0.3,305.628140703518
10.5,-66.01,0.3,305.477386934673
10.5,-66,0.3,305.326633165829
10.55,-66.06,0.4,305.175879396985
10.55,-66.05,0.4,305.025125628141
10.55,-66.04,0.4,304.874371859297
10.54,-66.06,0.4,304.723618090452
10.5,-66.07,0.3,304.572864321608
10.49,-66.07,0.3,304.422110552764
10.49,-66.06,0.3,304.27135678392
10.49,-66.05,0.3,304.120603015075
10.49,-66.04,0.3,303.969849246231
10.47,-66.06,0.3,303.819095477387
10.47,-66.07,0.3,303.668341708543
10.49,-66,0.3,303.517587939699
10.49,-66.01,0.3,303.366834170854
