"latitude","longitude","speed.m.s.mean","direction.deg.t.mean"
9.13,-71.46,0.1,179.776536312849
9.07,-71.45,0.1,179.608938547486
9.08,-71.45,0.1,179.441340782123
9.09,-71.45,0.1,179.27374301676
9.1,-71.45,0.1,179.106145251397
9.08,-71.44,0.1,178.938547486034
9.09,-71.44,0.1,178.77094972067
9.1,-71.44,0.1,178.603351955307
9.12,-71.45,0.1,178.435754189944
9.12,-71.44,0.1,178.268156424581
9.13,-71.44,0.1,178.100558659218
9.13,-71.45,0.1,177.932960893855
9.09,-71.42,0.1,177.765363128492
9.14,-71.44,0.1,177.597765363129
9.14,-71.42,0.1,177.430167597765
9.14,-71.41,0.1,177.262569832402
9.12,-71.4,0.1,177.094972067039
9.12,-71.41,0.1,176.927374301676
9.12,-71.42,0.1,176.759776536313
9.13,-71.42,0.1,176.59217877095
9.13,-71.41,0.1,176.424581005587
9.1,-71.41,0.1,176.256983240223
9.1,-71.42,0.1,176.08938547486
9.09,-71.41,0.1,175.921787709497
9.09,-71.4,0.1,175.754189944134
9.1,-71.4,0.1,175.586592178771
9.14,-71.4,0.1,175.418994413408
9.15,-71.4,0.1,175.251396648045
9.13,-71.4,0.1,175.083798882682
9.12,-71.39,0.1,174.916201117318
9.1,-71.39,0.1,174.748603351955
9.14,-71.39,0.1,174.581005586592
9.15,-71.39,0.1,174.413407821229
9.13,-71.39,0.1,174.245810055866
9.12,-71.37,0.1,174.078212290503
9.12,-71.36,0.1,173.91061452514
9.12,-71.35,0.1,173.743016759777
9.13,-71.35,0.1,173.575418994413
9.13,-71.36,0.1,173.40782122905
9.13,-71.37,0.1,173.240223463687
9.14,-71.37,0.1,173.072625698324
9.14,-71.36,0.1,172.905027932961
9.14,-71.35,0.2,172.737430167598
9.15,-71.36,0.1,172.569832402235
9.15,-71.37,0.1,172.402234636871
9.17,-71.37,0.1,172.234636871508
9.17,-71.36,0.2,172.067039106145
9.17,-71.39,0.1,171.899441340782
9.15,-71.35,0.2,171.731843575419
9.17,-71.35,0.2,171.564245810056
9.15,-71.33,0.2,171.396648044693
9.14,-71.33,0.2,171.22905027933
9.13,-71.32,0.2,171.061452513966
9.13,-71.33,0.2,170.893854748603
9.17,-71.33,0.2,170.72625698324
9.15,-71.32,0.2,170.558659217877
9.14,-71.32,0.2,170.391061452514
9.14,-71.31,0.2,170.223463687151
9.17,-71.32,0.2,170.055865921788
9.18,-71.33,0.2,169.888268156425
9.15,-71.3,0.2,169.720670391061
9.15,-71.31,0.2,169.553072625698
9.17,-71.31,0.2,169.385474860335
9.18,-71.31,0.2,169.217877094972
9.18,-71.32,0.2,169.050279329609
9.19,-71.32,0.2,168.882681564246
9.19,-71.31,0.2,168.715083798883
9.19,-71.3,0.2,168.54748603352
9.18,-71.3,0.2,168.379888268156
9.21,-71.31,0.2,168.212290502793
9.19,-71.28,0.2,168.04469273743
9.19,-71.27,0.2,167.877094972067
9.21,-71.27,0.2,167.709497206704
9.21,-71.28,0.2,167.541899441341
9.22,-71.28,0.2,167.374301675978
9.21,-71.26,0.2,167.206703910615
9.21,-71.3,0.2,167.039106145251
9.22,-71.3,0.2,166.871508379888
9.22,-71.27,0.2,166.703910614525
9.23,-71.28,0.2,166.536312849162
9.22,-71.26,0.2,166.368715083799
9.22,-71.25,0.2,166.201117318436
9.23,-71.25,0.2,166.033519553073
9.23,-71.26,0.2,165.86592178771
9.23,-71.27,0.2,165.698324022346
9.24,-71.27,0.2,165.530726256983
9.24,-71.26,0.2,165.36312849162
9.24,-71.25,0.2,165.195530726257
9.24,-71.23,0.2,165.027932960894
9.26,-71.25,0.2,164.860335195531
9.26,-71.26,0.2,164.692737430168
9.26,-71.27,0.2,164.525139664804
9.27,-71.26,0.2,164.357541899441
9.27,-71.25,0.2,164.189944134078
9.28,-71.25,0.2,164.022346368715
9.28,-71.23,0.2,163.854748603352
9.28,-71.22,0.2,163.687150837989
9.29,-71.22,0.2,163.519553072626
9.29,-71.23,0.2,163.351955307263
9.29,-71.21,0.2,163.184357541899
9.31,-71.23,0.2,163.016759776536
9.27,-71.23,0.2,162.849162011173
9.31,-71.22,0.2,162.68156424581
9.31,-71.21,0.2,162.513966480447
9.32,-71.22,0.2,162.346368715084
9.32,-71.21,0.2,162.178770949721
9.32,-71.2,0.2,162.011173184358
9.33,-71.21,0.2,161.843575418994
9.33,-71.2,0.2,161.675977653631
9.35,-71.21,0.2,161.508379888268
9.35,-71.2,0.2,161.340782122905
9.36,-71.2,0.2,161.173184357542
9.36,-71.21,0.2,161.005586592179
9.37,-71.21,0.2,160.837988826816
9.33,-71.18,0.2,160.670391061453
9.37,-71.2,0.2,160.502793296089
9.38,-71.2,0.2,160.335195530726
9.38,-71.21,0.2,160.167597765363
9.38,-71.18,0.2,160
9.37,-71.18,0.2,160
9.36,-71.18,0.2,160.095693779904
9.35,-71.18,0.2,160.191387559809
9.4,-71.2,0.2,160.287081339713
9.41,-71.2,0.2,160.382775119617
9.41,-71.18,0.2,160.478468899522
9.41,-71.17,0.2,160.574162679426
9.4,-71.17,0.2,160.66985645933
9.4,-71.18,0.2,160.765550239234
9.42,-71.2,0.2,160.861244019139
9.43,-71.2,0.2,160.956937799043
9.43,-71.17,0.2,161.052631578947
9.42,-71.17,0.2,161.148325358852
9.42,-71.18,0.2,161.244019138756
9.45,-71.2,0.2,161.33971291866
9.45,-71.16,0.2,161.435406698565
9.45,-71.17,0.2,161.531100478469
9.45,-71.18,0.2,161.626794258373
9.46,-71.2,0.2,161.722488038278
9.46,-71.18,0.2,161.818181818182
9.46,-71.17,0.2,161.913875598086
9.46,-71.16,0.2,162.00956937799
9.47,-71.16,0.2,162.105263157895
9.47,-71.17,0.2,162.200956937799
9.47,-71.18,0.2,162.296650717703
9.48,-71.16,0.2,162.392344497608
9.48,-71.18,0.2,162.488038277512
9.48,-71.17,0.2,162.583732057416
9.5,-71.16,0.2,162.679425837321
9.5,-71.17,0.2,162.775119617225
9.5,-71.18,0.2,162.870813397129
9.51,-71.18,0.2,162.966507177033
9.51,-71.17,0.2,163.062200956938
9.51,-71.16,0.2,163.157894736842
9.52,-71.16,0.2,163.253588516746
9.52,-71.17,0.2,163.349282296651
9.52,-71.18,0.2,163.444976076555
9.52,-71.14,0.2,163.540669856459
9.54,-71.18,0.2,163.636363636364
9.54,-71.17,0.2,163.732057416268
9.54,-71.16,0.2,163.827751196172
9.54,-71.14,0.2,163.923444976077
9.55,-71.16,0.2,164.019138755981
9.55,-71.17,0.2,164.114832535885
9.55,-71.18,0.2,164.210526315789
9.55,-71.14,0.2,164.306220095694
9.56,-71.18,0.2,164.401913875598
9.56,-71.17,0.2,164.497607655502
9.56,-71.16,0.2,164.593301435407
9.57,-71.16,0.2,164.688995215311
9.57,-71.17,0.2,164.784688995215
9.57,-71.18,0.2,164.88038277512
9.57,-71.14,0.2,164.976076555024
9.56,-71.14,0.2,165.071770334928
9.59,-71.18,0.2,165.167464114833
9.59,-71.17,0.2,165.263157894737
9.59,-71.16,0.2,165.358851674641
9.6,-71.16,0.2,165.454545454545
9.6,-71.17,0.2,165.55023923445
9.6,-71.18,0.2,165.645933014354
9.61,-71.18,0.2,165.741626794258
9.61,-71.17,0.2,165.837320574163
9.61,-71.16,0.2,165.933014354067
9.62,-71.16,0.2,166.028708133971
9.62,-71.17,0.2,166.124401913876
9.62,-71.18,0.2,166.22009569378
9.59,-71.14,0.2,166.315789473684
9.64,-71.18,0.2,166.411483253589
9.64,-71.17,0.2,166.507177033493
9.64,-71.16,0.2,166.602870813397
9.65,-71.16,0.2,166.698564593301
9.65,-71.17,0.2,166.794258373206
9.65,-71.18,0.2,166.88995215311
9.66,-71.2,0.2,166.985645933014
9.66,-71.18,0.2,167.081339712919
9.66,-71.17,0.2,167.177033492823
9.66,-71.16,0.2,167.272727272727
9.68,-71.2,0.2,167.368421052632
9.68,-71.16,0.2,167.464114832536
9.68,-71.17,0.2,167.55980861244
9.68,-71.18,0.2,167.655502392344
9.69,-71.18,0.2,167.751196172249
9.69,-71.17,0.2,167.846889952153
9.69,-71.16,0.2,167.942583732057
9.7,-71.16,0.2,168.038277511962
9.7,-71.17,0.2,168.133971291866
9.7,-71.18,0.2,168.22966507177
9.71,-71.18,0.2,168.325358851675
9.71,-71.17,0.2,168.421052631579
9.71,-71.2,0.2,168.516746411483
9.71,-71.21,0.2,168.612440191388
9.7,-71.2,0.2,168.708133971292
9.73,-71.17,0.2,168.803827751196
9.73,-71.18,0.2,168.8995215311
9.74,-71.17,0.2,168.995215311005
9.74,-71.18,0.2,169.090909090909
9.75,-71.21,0.2,169.186602870813
9.75,-71.22,0.2,169.282296650718
9.74,-71.2,0.2,169.377990430622
9.74,-71.21,0.2,169.473684210526
9.73,-71.2,0.2,169.569377990431
9.75,-71.18,0.2,169.665071770335
9.75,-71.2,0.2,169.760765550239
9.76,-71.21,0.2,169.856459330144
9.76,-71.2,0.2,169.952153110048
9.76,-71.22,0.2,170.047846889952
9.76,-71.23,0.2,170.143540669856
9.81,-71.21,0.2,170.239234449761
9.81,-71.22,0.2,170.334928229665
9.8,-71.23,0.2,170.430622009569
9.8,-71.22,0.2,170.526315789474
9.8,-71.21,0.2,170.622009569378
9.79,-71.2,0.2,170.717703349282
9.78,-71.21,0.2,170.813397129187
9.78,-71.22,0.2,170.909090909091
9.78,-71.23,0.2,171.004784688995
9.79,-71.23,0.2,171.1004784689
9.79,-71.25,0.2,171.196172248804
9.79,-71.26,0.2,171.291866028708
9.8,-71.25,0.2,171.387559808612
9.78,-71.25,0.2,171.483253588517
9.78,-71.18,0.2,171.578947368421
9.79,-71.18,0.2,171.674641148325
9.83,-71.21,0.2,171.77033492823
9.81,-71.23,0.2,171.866028708134
9.84,-71.22,0.2,171.961722488038
9.83,-71.22,0.2,172.057416267943
9.8,-71.26,0.2,172.153110047847
9.84,-71.23,0.2,172.248803827751
9.83,-71.27,0.2,172.344497607656
9.83,-71.26,0.2,172.44019138756
9.83,-71.25,0.2,172.535885167464
9.84,-71.25,0.2,172.631578947368
9.84,-71.26,0.2,172.727272727273
9.85,-71.25,0.2,172.822966507177
9.8,-71.27,0.2,172.918660287081
9.81,-71.27,0.2,173.014354066986
9.81,-71.28,0.2,173.11004784689
9.81,-71.26,0.2,173.205741626794
9.85,-71.3,0.1,173.301435406699
9.84,-71.3,0.2,173.397129186603
9.84,-71.31,0.2,173.492822966507
9.83,-71.31,0.2,173.588516746411
9.83,-71.3,0.2,173.684210526316
9.83,-71.28,0.2,173.77990430622
9.84,-71.27,0.2,173.875598086124
9.84,-71.28,0.2,173.971291866029
9.85,-71.28,0.2,174.066985645933
9.85,-71.27,0.2,174.162679425837
9.81,-71.3,0.2,174.258373205742
9.81,-71.31,0.2,174.354066985646
9.87,-71.26,0.2,174.44976076555
9.87,-71.27,0.2,174.545454545455
9.87,-71.28,0.1,174.641148325359
9.88,-71.28,0.1,174.736842105263
9.88,-71.27,0.1,174.832535885167
9.88,-71.26,0.2,174.928229665072
9.85,-71.31,0.1,175.023923444976
9.88,-71.35,0.1,175.11961722488
9.89,-71.35,0.1,175.215311004785
9.9,-71.35,0.1,175.311004784689
9.9,-71.36,0.1,175.406698564593
9.92,-71.36,0.1,175.502392344498
9.92,-71.35,0.1,175.598086124402
9.93,-71.36,0.1,175.693779904306
9.93,-71.37,0.1,175.789473684211
9.94,-71.37,0.1,175.885167464115
9.94,-71.36,0.1,175.980861244019
9.96,-71.36,0.1,176.076555023923
9.96,-71.37,0.1,176.172248803828
9.97,-71.37,0.1,176.267942583732
9.98,-71.37,0.1,176.363636363636
9.99,-71.37,0.1,176.459330143541
9.99,-71.36,0.1,176.555023923445
9.99,-71.35,0.1,176.650717703349
9.98,-71.35,0.1,176.746411483254
9.97,-71.35,0.1,176.842105263158
9.96,-71.35,0.1,176.937799043062
9.96,-71.33,0.1,177.033492822967
9.96,-71.32,0.1,177.129186602871
9.96,-71.31,0.1,177.224880382775
9.97,-71.31,0.1,177.320574162679
9.97,-71.32,0.1,177.416267942584
9.97,-71.33,0.1,177.511961722488
9.98,-71.33,0.1,177.607655502392
9.99,-71.33,0.1,177.703349282297
9.99,-71.39,0.1,177.799043062201
9.99,-71.4,0.1,177.894736842105
9.99,-71.41,0.1,177.99043062201
9.98,-71.39,0.1,178.086124401914
9.97,-71.39,0.1,178.181818181818
9.97,-71.4,0.1,178.277511961722
9.96,-71.39,0.1,178.373205741627
9.94,-71.39,0.1,178.468899521531
9.94,-71.33,0.1,178.564593301435
9.94,-71.32,0.1,178.66028708134
9.93,-71.32,0.1,178.755980861244
9.93,-71.33,0.1,178.851674641148
9.92,-71.33,0.1,178.947368421053
9.92,-71.32,0.1,179.043062200957
9.92,-71.31,0.1,179.138755980861
9.92,-71.3,0.1,179.234449760766
9.93,-71.3,0.1,179.33014354067
9.93,-71.31,0.1,179.425837320574
9.94,-71.3,0.1,179.521531100478
9.9,-71.31,0.1,179.617224880383
9.9,-71.32,0.1,179.712918660287
9.89,-71.32,0.1,179.808612440191
9.89,-71.31,0.1,179.904306220096
9.89,-71.3,0.1,180
10.03,-71.37,0.1,180
10.04,-71.37,0.1,180.428571428571
10.04,-71.36,0.1,180.857142857143
10.04,-71.35,0.1,181.285714285714
10.06,-71.35,0.1,181.714285714286
10.06,-71.36,0.1,182.142857142857
10.06,-71.37,0.1,182.571428571429
10.04,-71.4,0.1,183
10.04,-71.39,0.1,183.428571428571
10.03,-71.39,0.1,183.857142857143
10.02,-71.39,0.1,184.285714285714
10.02,-71.4,0.1,184.714285714286
10.02,-71.41,0.1,185.142857142857
10.02,-71.42,0.1,185.571428571429
10.03,-71.42,0.1,186
10.03,-71.41,0.1,186.428571428571
10.04,-71.41,0.1,186.857142857143
10.04,-71.44,0.1,187.285714285714
10.03,-71.44,0.1,187.714285714286
10.07,-71.37,0.1,188.142857142857
10.07,-71.36,0.1,188.571428571429
10.07,-71.35,0.1,189
10.08,-71.36,0.1,189.428571428571
10.08,-71.37,0.1,189.857142857143
10.06,-71.41,0.1,190.285714285714
10.06,-71.39,0.1,190.714285714286
10.06,-71.4,0.1,191.142857142857
10.09,-71.37,0.1,191.571428571429
10.07,-71.42,0.1,192
10.07,-71.41,0.1,192.428571428571
10.06,-71.42,0.1,192.857142857143
10.06,-71.44,0.1,193.285714285714
10.08,-71.4,0.1,193.714285714286
10.08,-71.39,0.1,194.142857142857
10.09,-71.39,0.1,194.571428571429
10.09,-71.4,0.1,195
10.09,-71.41,0.1,195.428571428571
10.09,-71.42,0.1,195.857142857143
10.08,-71.42,0.1,196.285714285714
10.06,-71.45,0.1,196.714285714286
10.11,-71.4,0.1,197.142857142857
10.11,-71.39,0.1,197.571428571429
10.07,-71.45,0.1,198
10.08,-71.45,0.1,198.428571428571
10.08,-71.46,0.1,198.857142857143
10.09,-71.46,0.1,199.285714285714
10.09,-71.45,0.1,199.714285714286
10.09,-71.44,0.1,200.142857142857
10.08,-71.44,0.1,200.571428571429
10.11,-71.44,0.1,201
10.11,-71.45,0.1,201.428571428571
10.11,-71.46,0.1,201.857142857143
10.11,-71.47,0.1,202.285714285714
10.12,-71.46,0.1,202.714285714286
10.13,-71.46,0.1,203.142857142857
10.13,-71.47,0.1,203.571428571429
10.14,-71.46,0.1,204
10.14,-71.45,0.1,204.428571428571
10.14,-71.44,0.1,204.857142857143
10.13,-71.44,0.1,205.285714285714
10.12,-71.44,0.1,205.714285714286
10.12,-71.42,0.1,206.142857142857
10.12,-71.41,0.1,206.571428571429
10.11,-71.41,0.1,207
10.11,-71.42,0.1,207.428571428571
10.13,-71.42,0.1,207.857142857143
10.14,-71.42,0.1,208.285714285714
10.14,-71.47,0.1,208.714285714286
10.16,-71.44,0.1,209.142857142857
10.16,-71.45,0.1,209.571428571429
10.16,-71.46,0.1,210
10.17,-71.44,0.1,210.428571428571
10.14,-71.49,0.1,210.857142857143
10.13,-71.49,0.1,211.285714285714
10.16,-71.47,0.1,211.714285714286
10.17,-71.46,0.1,212.142857142857
10.17,-71.45,0.1,212.571428571429
10.18,-71.45,0.1,213
10.18,-71.46,0.1,213.428571428571
10.2,-71.46,0.1,213.857142857143
10.18,-71.49,0.1,214.285714285714
10.17,-71.49,0.1,214.714285714286
10.17,-71.5,0.1,215.142857142857
10.16,-71.5,0.1,215.571428571429
10.16,-71.49,0.1,216
10.2,-71.45,0.1,216.428571428571
10.2,-71.47,0.1,216.857142857143
10.21,-71.47,0.1,217.285714285714
10.21,-71.46,0.1,217.714285714286
10.22,-71.46,0.1,218.142857142857
10.22,-71.47,0.1,218.571428571429
10.23,-71.47,0.1,219
10.23,-71.49,0.1,219.428571428571
10.22,-71.49,0.1,219.857142857143
10.21,-71.5,0.1,220.285714285714
10.21,-71.51,0.1,220.714285714286
10.2,-71.51,0.1,221.142857142857
10.2,-71.5,0.1,221.571428571429
10.18,-71.5,0.1,222
10.23,-71.45,0.1,222.428571428571
10.25,-71.46,0.1,222.857142857143
10.25,-71.47,0.1,223.285714285714
10.26,-71.47,0.1,223.714285714286
10.25,-71.49,0.1,224.142857142857
10.25,-71.5,0.1,224.571428571429
10.23,-71.53,0.1,225
10.22,-71.53,0.1,225.428571428571
10.22,-71.51,0.1,225.857142857143
10.23,-71.51,0.1,226.285714285714
10.27,-71.47,0.1,226.714285714286
10.26,-71.5,0.1,227.142857142857
10.26,-71.49,0.1,227.571428571429
10.25,-71.51,0.1,228
10.27,-71.49,0.1,228.428571428571
10.26,-71.51,0.1,228.857142857143
10.25,-71.53,0.1,229.285714285714
10.27,-71.5,0.1,229.714285714286
10.27,-71.51,0.1,230.142857142857
10.26,-71.53,0.1,230.571428571429
10.29,-71.49,0.1,231
10.29,-71.47,0.1,231.428571428571
10.26,-71.54,0.1,231.857142857143
10.27,-71.54,0.1,232.285714285714
10.27,-71.53,0.1,232.714285714286
10.29,-71.53,0.1,233.142857142857
10.29,-71.54,0.1,233.571428571429
10.3,-71.54,0.1,234
10.31,-71.54,0.1,234.428571428571
10.32,-71.53,0.1,234.857142857143
10.32,-71.51,0.1,235.285714285714
10.32,-71.5,0.1,235.714285714286
10.31,-71.5,0.1,236.142857142857
10.31,-71.51,0.1,236.571428571429
10.3,-71.51,0.1,237
10.3,-71.5,0.1,237.428571428571
10.3,-71.49,0.1,237.857142857143
10.29,-71.5,0.1,238.285714285714
10.34,-71.5,0.1,238.714285714286
10.32,-71.54,0.1,239.142857142857
10.32,-71.55,0.1,239.571428571429
10.34,-71.51,0.1,240
10.35,-71.51,0.1,240
10.35,-71.5,0.1,239.69696969697
10.36,-71.51,0.1,239.393939393939
10.37,-71.51,0.1,239.090909090909
10.36,-71.53,0.1,238.787878787879
10.36,-71.54,0.1,238.484848484848
10.35,-71.53,0.1,238.181818181818
10.35,-71.54,0.1,237.878787878788
10.35,-71.55,0.1,237.575757575758
10.34,-71.55,0.1,237.272727272727
10.34,-71.54,0.1,236.969696969697
10.34,-71.53,0.1,236.666666666667
10.37,-71.53,0.1,236.363636363636
10.36,-71.55,0.1,236.060606060606
10.36,-71.56,0.1,235.757575757576
10.37,-71.56,0.1,235.454545454545
10.37,-71.55,0.1,235.151515151515
10.39,-71.55,0.1,234.848484848485
10.39,-71.56,0.1,234.545454545455
10.4,-71.55,0.1,234.242424242424
10.4,-71.54,0.1,233.939393939394
10.4,-71.53,0.1,233.636363636364
10.39,-71.53,0.1,233.333333333333
10.39,-71.54,0.1,233.030303030303
10.41,-71.54,0.1,232.727272727273
10.41,-71.53,0.1,232.424242424242
10.41,-71.51,0.1,232.121212121212
10.4,-71.51,0.1,231.818181818182
10.39,-71.51,0.1,231.515151515152
10.45,-71.53,0.1,231.212121212121
10.45,-71.54,0.1,230.909090909091
10.45,-71.55,0.1,230.606060606061
10.44,-71.55,0.1,230.30303030303
10.44,-71.54,0.1,230
10.44,-71.53,0.1,229.69696969697
10.43,-71.53,0.1,229.393939393939
10.43,-71.54,0.1,229.090909090909
10.54,-71.58,0.1,228.787878787879
10.46,-71.53,0.1,228.484848484848
10.47,-71.54,0.1,228.181818181818
10.46,-71.55,0.1,227.878787878788
10.46,-71.54,0.1,227.575757575758
10.49,-71.54,0.1,227.272727272727
10.47,-71.55,0.1,226.969696969697
10.49,-71.56,0.1,226.666666666667
10.49,-71.55,0.1,226.363636363636
10.5,-71.54,0.1,226.060606060606
10.5,-71.55,0.1,225.757575757576
10.5,-71.56,0.1,225.454545454545
10.51,-71.55,0.1,225.151515151515
10.51,-71.54,0.1,224.848484848485
10.51,-71.56,0.1,224.545454545455
10.53,-71.54,0.1,224.242424242424
10.53,-71.55,0.1,223.939393939394
10.53,-71.56,0.1,223.636363636364
10.54,-71.56,0.1,223.333333333333
10.54,-71.55,0.1,223.030303030303
10.54,-71.54,0.1,222.727272727273
10.55,-71.54,0.1,222.424242424242
10.55,-71.55,0.1,222.121212121212
10.55,-71.56,0.1,221.818181818182
10.56,-71.56,0.1,221.515151515152
10.56,-71.55,0.1,221.212121212121
10.56,-71.54,0.1,220.909090909091
10.58,-71.58,0.1,220.606060606061
10.58,-71.56,0.1,220.30303030303
10.58,-71.55,0.1,220
10.58,-71.54,0.1,219.69696969697
10.59,-71.54,0.1,219.393939393939
10.59,-71.55,0.1,219.090909090909
10.59,-71.56,0.1,218.787878787879
10.6,-71.56,0.1,218.484848484848
10.6,-71.55,0.1,218.181818181818
10.6,-71.54,0.1,217.878787878788
10.76,-71.58,0.1,217.575757575758
10.74,-71.58,0.1,217.272727272727
10.62,-71.54,0.1,216.969696969697
10.62,-71.55,0.1,216.666666666667
10.62,-71.56,0.1,216.363636363636
10.63,-71.56,0.1,216.060606060606
10.63,-71.55,0.1,215.757575757576
10.63,-71.54,0.1,215.454545454545
10.64,-71.54,0.1,215.151515151515
10.64,-71.55,0.1,214.848484848485
10.64,-71.56,0.1,214.545454545455
10.65,-71.56,0.1,214.242424242424
10.65,-71.55,0.1,213.939393939394
10.65,-71.54,0.1,213.636363636364
10.67,-71.54,0.1,213.333333333333
10.67,-71.55,0.1,213.030303030303
10.67,-71.56,0.1,212.727272727273
10.68,-71.55,0.1,212.424242424242
10.68,-71.54,0.1,212.121212121212
10.68,-71.56,0.1,211.818181818182
10.69,-71.55,0.1,211.515151515152
10.7,-71.55,0.1,211.212121212121
10.7,-71.56,0.1,210.909090909091
10.7,-71.54,0.1,210.606060606061
10.72,-71.54,0.1,210.30303030303
10.73,-71.53,0.1,210
10.72,-71.53,0.1,210
10.73,-71.51,0.1,210.10101010101
10.74,-71.51,0.1,210.20202020202
10.74,-71.5,0.1,210.30303030303
10.72,-71.55,0.1,210.40404040404
10.72,-71.56,0.1,210.50505050505
10.73,-71.55,0.1,210.606060606061
10.73,-71.56,0.1,210.707070707071
10.74,-71.55,0.1,210.808080808081
10.74,-71.56,0.1,210.909090909091
10.74,-71.54,0.1,211.010101010101
10.74,-71.53,0.1,211.111111111111
10.76,-71.5,0.1,211.212121212121
10.76,-71.51,0.1,211.313131313131
10.76,-71.53,0.1,211.414141414141
10.76,-71.55,0.1,211.515151515152
10.77,-71.53,0.1,211.616161616162
10.77,-71.54,0.1,211.717171717172
10.77,-71.55,0.1,211.818181818182
10.78,-71.53,0.1,211.919191919192
10.76,-71.56,0.1,212.020202020202
10.77,-71.56,0.1,212.121212121212
10.78,-71.55,0.1,212.222222222222
10.78,-71.56,0.1,212.323232323232
10.79,-71.55,0.1,212.424242424242
10.78,-71.54,0.1,212.525252525253
10.77,-71.58,0.1,212.626262626263
10.77,-71.59,0.1,212.727272727273
10.8,-71.55,0.1,212.828282828283
10.82,-71.55,0.1,212.929292929293
10.83,-71.55,0.1,213.030303030303
10.86,-71.54,0.1,213.131313131313
10.79,-71.54,0.1,213.232323232323
10.8,-71.54,0.1,213.333333333333
10.82,-71.54,0.1,213.434343434343
10.83,-71.54,0.1,213.535353535354
10.84,-71.54,0.1,213.636363636364
10.86,-71.53,0.1,213.737373737374
10.87,-71.53,0.1,213.838383838384
10.79,-71.53,0.1,213.939393939394
10.8,-71.53,0.1,214.040404040404
10.82,-71.53,0.1,214.141414141414
10.83,-71.53,0.1,214.242424242424
10.84,-71.53,0.1,214.343434343434
10.84,-71.51,0.1,214.444444444444
10.83,-71.51,0.1,214.545454545455
10.82,-71.51,0.1,214.646464646465
10.8,-71.51,0.1,214.747474747475
10.79,-71.51,0.1,214.848484848485
10.78,-71.51,0.1,214.949494949495
10.77,-71.51,0.1,215.050505050505
10.86,-71.51,0.1,215.151515151515
10.87,-71.51,0.1,215.252525252525
10.77,-71.5,0.1,215.353535353535
10.79,-71.5,0.1,215.454545454545
10.78,-71.5,0.1,215.555555555556
10.86,-71.5,0.1,215.656565656566
10.84,-71.5,0.1,215.757575757576
10.83,-71.5,0.1,215.858585858586
10.82,-71.5,0.1,215.959595959596
10.8,-71.5,0.1,216.060606060606
10.84,-71.49,0.1,216.161616161616
10.83,-71.49,0.1,216.262626262626
10.82,-71.49,0.1,216.363636363636
10.8,-71.49,0.1,216.464646464646
10.79,-71.49,0.1,216.565656565657
10.78,-71.49,0.1,216.666666666667
10.77,-71.49,0.1,216.767676767677
10.82,-71.47,0.1,216.868686868687
10.8,-71.47,0.1,216.969696969697
10.82,-71.46,0.1,217.070707070707
10.83,-71.46,0.1,217.171717171717
10.83,-71.47,0.1,217.272727272727
10.84,-71.47,0.1,217.373737373737
10.84,-71.46,0.1,217.474747474747
10.84,-71.45,0.2,217.575757575758
10.87,-71.44,0.2,217.676767676768
10.86,-71.44,0.2,217.777777777778
10.86,-71.45,0.2,217.878787878788
10.86,-71.46,0.2,217.979797979798
10.86,-71.47,0.1,218.080808080808
10.86,-71.49,0.1,218.181818181818
10.86,-71.42,0.2,218.282828282828
10.87,-71.45,0.2,218.383838383838
10.87,-71.42,0.2,218.484848484848
10.87,-71.41,0.2,218.585858585859
10.88,-71.44,0.2,218.686868686869
10.88,-71.45,0.2,218.787878787879
10.88,-71.46,0.2,218.888888888889
10.88,-71.47,0.1,218.989898989899
10.87,-71.47,0.1,219.090909090909
10.87,-71.46,0.2,219.191919191919
10.88,-71.41,0.2,219.292929292929
10.88,-71.42,0.2,219.393939393939
10.88,-71.4,0.2,219.494949494949
10.89,-71.46,0.2,219.59595959596
10.89,-71.45,0.2,219.69696969697
10.89,-71.44,0.2,219.79797979798
10.89,-71.42,0.2,219.89898989899
10.89,-71.41,0.2,220
10.89,-71.4,0.2,220
10.89,-71.39,0.2,220.125313283208
10.91,-71.4,0.2,220.250626566416
10.91,-71.41,0.2,220.375939849624
10.91,-71.42,0.2,220.501253132832
10.92,-71.42,0.2,220.62656641604
10.92,-71.41,0.2,220.751879699248
10.92,-71.4,0.2,220.877192982456
10.92,-71.39,0.2,221.002506265664
10.93,-71.39,0.2,221.127819548872
10.93,-71.4,0.2,221.25313283208
10.93,-71.42,0.2,221.378446115288
10.91,-71.44,0.2,221.503759398496
10.92,-71.37,0.2,221.629072681704
10.91,-71.37,0.2,221.754385964912
10.91,-71.39,0.2,221.87969924812
10.92,-71.45,0.2,222.005012531328
10.87,-71.5,0.1,222.130325814536
10.87,-71.49,0.1,222.255639097744
10.88,-71.49,0.1,222.380952380952
10.88,-71.5,0.1,222.50626566416
10.88,-71.51,0.1,222.631578947368
10.89,-71.51,0.1,222.756892230576
10.89,-71.49,0.2,222.882205513784
10.89,-71.47,0.2,223.007518796992
10.91,-71.46,0.2,223.132832080201
10.91,-71.47,0.2,223.258145363409
10.93,-71.44,0.2,223.383458646617
10.91,-71.49,0.2,223.508771929825
10.95,-71.42,0.2,223.634085213033
10.95,-71.41,0.2,223.759398496241
10.96,-71.4,0.2,223.884711779449
10.96,-71.39,0.2,224.010025062657
10.95,-71.39,0.2,224.135338345865
10.95,-71.37,0.2,224.260651629073
10.97,-71.37,0.2,224.385964912281
