"latitude","longitude","clave"
11.53,-73,"11.53_-73"
11.52,-73,"11.52_-73"
11.5,-73,"11.5_-73"
11.48,-73,"11.48_-73"
11.46,-73,"11.46_-73"
11.45,-73,"11.45_-73"
11.43,-73,"11.43_-73"
11.41,-73,"11.41_-73"
11.4,-73,"11.4_-73"
11.38,-73,"11.38_-73"
11.36,-73,"11.36_-73"
11.35,-73,"11.35_-73"
11.33,-73,"11.33_-73"
11.31,-73,"11.31_-73"
11.29,-73,"11.29_-73"
11.28,-73,"11.28_-73"
11.26,-73,"11.26_-73"
11.24,-73,"11.24_-73"
11.23,-73,"11.23_-73"
11.21,-73,"11.21_-73"
11.19,-73,"11.19_-73"
11.18,-73,"11.18_-73"
11.16,-73,"11.16_-73"
11.14,-73,"11.14_-73"
11.12,-73,"11.12_-73"
11.11,-73,"11.11_-73"
11.09,-73,"11.09_-73"
11.07,-73,"11.07_-73"
11.06,-73,"11.06_-73"
11.04,-73,"11.04_-73"
11.02,-73,"11.02_-73"
11.01,-73,"11.01_-73"
10.99,-73,"10.99_-73"
10.97,-73,"10.97_-73"
10.96,-73,"10.96_-73"
10.94,-73,"10.94_-73"
10.92,-73,"10.92_-73"
10.9,-73,"10.9_-73"
10.89,-73,"10.89_-73"
10.87,-73,"10.87_-73"
10.85,-73,"10.85_-73"
10.84,-73,"10.84_-73"
10.82,-73,"10.82_-73"
10.8,-73,"10.8_-73"
10.79,-73,"10.79_-73"
10.77,-73,"10.77_-73"
10.75,-73,"10.75_-73"
10.73,-73,"10.73_-73"
10.72,-73,"10.72_-73"
10.7,-73,"10.7_-73"
10.68,-73,"10.68_-73"
10.67,-73,"10.67_-73"
10.65,-73,"10.65_-73"
10.63,-73,"10.63_-73"
10.62,-73,"10.62_-73"
10.6,-73,"10.6_-73"
10.58,-73,"10.58_-73"
10.56,-73,"10.56_-73"
10.55,-73,"10.55_-73"
10.53,-73,"10.53_-73"
10.51,-73,"10.51_-73"
10.5,-73,"10.5_-73"
10.48,-73,"10.48_-73"
10.46,-73,"10.46_-73"
10.45,-73,"10.45_-73"
10.43,-73,"10.43_-73"
10.41,-73,"10.41_-73"
10.39,-73,"10.39_-73"
10.38,-73,"10.38_-73"
10.36,-73,"10.36_-73"
10.34,-73,"10.34_-73"
10.33,-73,"10.33_-73"
10.31,-73,"10.31_-73"
10.29,-73,"10.29_-73"
10.28,-73,"10.28_-73"
10.26,-73,"10.26_-73"
10.24,-73,"10.24_-73"
10.22,-73,"10.22_-73"
10.21,-73,"10.21_-73"
10.19,-73,"10.19_-73"
10.17,-73,"10.17_-73"
10.16,-73,"10.16_-73"
10.14,-73,"10.14_-73"
10.12,-73,"10.12_-73"
10.11,-73,"10.11_-73"
10.09,-73,"10.09_-73"
10.07,-73,"10.07_-73"
10.05,-73,"10.05_-73"
10.04,-73,"10.04_-73"
10.02,-73,"10.02_-73"
10,-73,"10_-73"
9.99,-73,"9.99_-73"
9.97,-73,"9.97_-73"
9.95,-73,"9.95_-73"
9.94,-73,"9.94_-73"
9.92,-73,"9.92_-73"
9.9,-73,"9.9_-73"
9.88,-73,"9.88_-73"
9.87,-73,"9.87_-73"
9.85,-73,"9.85_-73"
9.83,-73,"9.83_-73"
9.82,-73,"9.82_-73"
9.8,-73,"9.8_-73"
9.78,-73,"9.78_-73"
9.77,-73,"9.77_-73"
9.75,-73,"9.75_-73"
9.73,-73,"9.73_-73"
9.71,-73,"9.71_-73"
9.7,-73,"9.7_-73"
9.68,-73,"9.68_-73"
9.66,-73,"9.66_-73"
9.65,-73,"9.65_-73"
9.63,-73,"9.63_-73"
9.61,-73,"9.61_-73"
9.6,-73,"9.6_-73"
9.58,-73,"9.58_-73"
9.56,-73,"9.56_-73"
9.54,-73,"9.54_-73"
9.53,-73,"9.53_-73"
9.51,-73,"9.51_-73"
9.49,-73,"9.49_-73"
9.48,-73,"9.48_-73"
9.46,-73,"9.46_-73"
9.44,-73,"9.44_-73"
9.43,-73,"9.43_-73"
9.41,-73,"9.41_-73"
9.39,-73,"9.39_-73"
9.38,-73,"9.38_-73"
9.36,-73,"9.36_-73"
9.34,-73,"9.34_-73"
9.32,-73,"9.32_-73"
9.31,-73,"9.31_-73"
9.29,-73,"9.29_-73"
9.27,-73,"9.27_-73"
9.26,-73,"9.26_-73"
9.24,-73,"9.24_-73"
9.22,-73,"9.22_-73"
9.21,-73,"9.21_-73"
9.19,-73,"9.19_-73"
9.17,-73,"9.17_-73"
9.15,-73,"9.15_-73"
9.14,-73,"9.14_-73"
9.12,-73,"9.12_-73"
9.1,-73,"9.1_-73"
9.09,-73,"9.09_-73"
9.07,-73,"9.07_-73"
9.05,-73,"9.05_-73"
9.04,-73,"9.04_-73"
9.02,-73,"9.02_-73"
9,-73,"9_-73"
8.98,-73,"8.98_-73"
8.97,-73,"8.97_-73"
8.95,-73,"8.95_-73"
8.93,-73,"8.93_-73"
8.92,-73,"8.92_-73"
8.9,-73,"8.9_-73"
8.88,-73,"8.88_-73"
8.87,-73,"8.87_-73"
8.85,-73,"8.85_-73"
8.83,-73,"8.83_-73"
8.81,-73,"8.81_-73"
8.8,-73,"8.8_-73"
8.78,-73,"8.78_-73"
8.76,-73,"8.76_-73"
8.75,-73,"8.75_-73"
8.73,-73,"8.73_-73"
8.71,-73,"8.71_-73"
8.7,-73,"8.7_-73"
8.68,-73,"8.68_-73"
8.66,-73,"8.66_-73"
8.64,-73,"8.64_-73"
8.63,-73,"8.63_-73"
8.61,-73,"8.61_-73"
8.59,-73,"8.59_-73"
8.58,-73,"8.58_-73"
8.56,-73,"8.56_-73"
8.54,-73,"8.54_-73"
8.53,-73,"8.53_-73"
8.51,-73,"8.51_-73"
8.49,-73,"8.49_-73"
8.47,-73,"8.47_-73"
8.46,-73,"8.46_-73"
8.44,-73,"8.44_-73"
8.43,-73,"8.43_-73"
8.41,-73,"8.41_-73"
8.39,-73,"8.39_-73"
8.37,-73,"8.37_-73"
8.36,-73,"8.36_-73"
8.34,-73,"8.34_-73"
8.32,-73,"8.32_-73"
8.31,-73,"8.31_-73"
8.29,-73,"8.29_-73"
8.27,-73,"8.27_-73"
8.26,-73,"8.26_-73"
8.24,-73,"8.24_-73"
8.22,-73,"8.22_-73"
8.2,-73,"8.2_-73"
8.19,-73,"8.19_-73"
8.17,-73,"8.17_-73"
8.15,-73,"8.15_-73"
8.14,-73,"8.14_-73"
8.12,-73,"8.12_-73"
8.1,-73,"8.1_-73"
8.09,-73,"8.09_-73"
8.07,-73,"8.07_-73"
8.05,-73,"8.05_-73"
8.03,-73,"8.03_-73"
8.02,-73,"8.02_-73"
8,-73,"8_-73"
11.55,-72.98,"11.55_-72.98"
11.53,-72.98,"11.53_-72.98"
11.52,-72.98,"11.52_-72.98"
11.5,-72.98,"11.5_-72.98"
11.48,-72.98,"11.48_-72.98"
11.46,-72.98,"11.46_-72.98"
10.14,-72.98,"10.14_-72.98"
10.12,-72.98,"10.12_-72.98"
10.11,-72.98,"10.11_-72.98"
10.09,-72.98,"10.09_-72.98"
10.07,-72.98,"10.07_-72.98"
10.05,-72.98,"10.05_-72.98"
10.04,-72.98,"10.04_-72.98"
10.02,-72.98,"10.02_-72.98"
10,-72.98,"10_-72.98"
9.27,-72.98,"9.27_-72.98"
9.26,-72.98,"9.26_-72.98"
9.24,-72.98,"9.24_-72.98"
9.22,-72.98,"9.22_-72.98"
8,-72.98,"8_-72.98"
11.55,-72.97,"11.55_-72.97"
11.53,-72.97,"11.53_-72.97"
11.52,-72.97,"11.52_-72.97"
11.5,-72.97,"11.5_-72.97"
11.48,-72.97,"11.48_-72.97"
10.17,-72.97,"10.17_-72.97"
10.16,-72.97,"10.16_-72.97"
10.14,-72.97,"10.14_-72.97"
10.12,-72.97,"10.12_-72.97"
10.11,-72.97,"10.11_-72.97"
10.09,-72.97,"10.09_-72.97"
9.26,-72.97,"9.26_-72.97"
9.24,-72.97,"9.24_-72.97"
9.22,-72.97,"9.22_-72.97"
9.21,-72.97,"9.21_-72.97"
8,-72.97,"8_-72.97"
11.57,-72.95,"11.57_-72.95"
11.55,-72.95,"11.55_-72.95"
11.53,-72.95,"11.53_-72.95"
11.52,-72.95,"11.52_-72.95"
11.5,-72.95,"11.5_-72.95"
11.48,-72.95,"11.48_-72.95"
10.21,-72.95,"10.21_-72.95"
10.19,-72.95,"10.19_-72.95"
10.17,-72.95,"10.17_-72.95"
10.16,-72.95,"10.16_-72.95"
10.14,-72.95,"10.14_-72.95"
10.12,-72.95,"10.12_-72.95"
9.24,-72.95,"9.24_-72.95"
9.22,-72.95,"9.22_-72.95"
9.21,-72.95,"9.21_-72.95"
9.19,-72.95,"9.19_-72.95"
8,-72.95,"8_-72.95"
11.58,-72.93,"11.58_-72.93"
11.57,-72.93,"11.57_-72.93"
11.55,-72.93,"11.55_-72.93"
11.53,-72.93,"11.53_-72.93"
11.52,-72.93,"11.52_-72.93"
11.5,-72.93,"11.5_-72.93"
10.24,-72.93,"10.24_-72.93"
10.22,-72.93,"10.22_-72.93"
10.21,-72.93,"10.21_-72.93"
10.19,-72.93,"10.19_-72.93"
10.17,-72.93,"10.17_-72.93"
10.16,-72.93,"10.16_-72.93"
10.14,-72.93,"10.14_-72.93"
9.22,-72.93,"9.22_-72.93"
9.21,-72.93,"9.21_-72.93"
9.19,-72.93,"9.19_-72.93"
8,-72.93,"8_-72.93"
11.6,-72.92,"11.6_-72.92"
11.58,-72.92,"11.58_-72.92"
11.57,-72.92,"11.57_-72.92"
11.55,-72.92,"11.55_-72.92"
11.53,-72.92,"11.53_-72.92"
11.52,-72.92,"11.52_-72.92"
10.29,-72.92,"10.29_-72.92"
10.28,-72.92,"10.28_-72.92"
10.26,-72.92,"10.26_-72.92"
10.24,-72.92,"10.24_-72.92"
10.22,-72.92,"10.22_-72.92"
10.21,-72.92,"10.21_-72.92"
10.19,-72.92,"10.19_-72.92"
9.21,-72.92,"9.21_-72.92"
9.19,-72.92,"9.19_-72.92"
9.17,-72.92,"9.17_-72.92"
8,-72.92,"8_-72.92"
11.62,-72.9,"11.62_-72.9"
11.6,-72.9,"11.6_-72.9"
11.58,-72.9,"11.58_-72.9"
11.57,-72.9,"11.57_-72.9"
11.55,-72.9,"11.55_-72.9"
11.53,-72.9,"11.53_-72.9"
11.52,-72.9,"11.52_-72.9"
10.33,-72.9,"10.33_-72.9"
10.31,-72.9,"10.31_-72.9"
10.29,-72.9,"10.29_-72.9"
10.28,-72.9,"10.28_-72.9"
10.26,-72.9,"10.26_-72.9"
10.24,-72.9,"10.24_-72.9"
10.22,-72.9,"10.22_-72.9"
9.21,-72.9,"9.21_-72.9"
9.19,-72.9,"9.19_-72.9"
9.17,-72.9,"9.17_-72.9"
9.15,-72.9,"9.15_-72.9"
8,-72.9,"8_-72.9"
11.63,-72.88,"11.63_-72.88"
11.62,-72.88,"11.62_-72.88"
11.6,-72.88,"11.6_-72.88"
11.58,-72.88,"11.58_-72.88"
11.57,-72.88,"11.57_-72.88"
11.55,-72.88,"11.55_-72.88"
11.53,-72.88,"11.53_-72.88"
10.36,-72.88,"10.36_-72.88"
10.34,-72.88,"10.34_-72.88"
10.33,-72.88,"10.33_-72.88"
10.31,-72.88,"10.31_-72.88"
10.29,-72.88,"10.29_-72.88"
10.28,-72.88,"10.28_-72.88"
10.26,-72.88,"10.26_-72.88"
9.19,-72.88,"9.19_-72.88"
9.17,-72.88,"9.17_-72.88"
9.15,-72.88,"9.15_-72.88"
9.14,-72.88,"9.14_-72.88"
8,-72.88,"8_-72.88"
11.65,-72.86,"11.65_-72.86"
11.63,-72.86,"11.63_-72.86"
11.62,-72.86,"11.62_-72.86"
11.6,-72.86,"11.6_-72.86"
11.58,-72.86,"11.58_-72.86"
11.57,-72.86,"11.57_-72.86"
11.55,-72.86,"11.55_-72.86"
11.53,-72.86,"11.53_-72.86"
10.39,-72.86,"10.39_-72.86"
10.38,-72.86,"10.38_-72.86"
10.36,-72.86,"10.36_-72.86"
10.34,-72.86,"10.34_-72.86"
10.33,-72.86,"10.33_-72.86"
10.31,-72.86,"10.31_-72.86"
10.29,-72.86,"10.29_-72.86"
9.17,-72.86,"9.17_-72.86"
9.15,-72.86,"9.15_-72.86"
9.14,-72.86,"9.14_-72.86"
8,-72.86,"8_-72.86"
11.67,-72.85,"11.67_-72.85"
11.65,-72.85,"11.65_-72.85"
11.63,-72.85,"11.63_-72.85"
11.62,-72.85,"11.62_-72.85"
11.58,-72.85,"11.58_-72.85"
11.57,-72.85,"11.57_-72.85"
11.55,-72.85,"11.55_-72.85"
10.45,-72.85,"10.45_-72.85"
10.43,-72.85,"10.43_-72.85"
10.41,-72.85,"10.41_-72.85"
10.39,-72.85,"10.39_-72.85"
10.38,-72.85,"10.38_-72.85"
10.36,-72.85,"10.36_-72.85"
10.34,-72.85,"10.34_-72.85"
10.33,-72.85,"10.33_-72.85"
9.17,-72.85,"9.17_-72.85"
9.15,-72.85,"9.15_-72.85"
9.14,-72.85,"9.14_-72.85"
9.12,-72.85,"9.12_-72.85"
8,-72.85,"8_-72.85"
11.69,-72.83,"11.69_-72.83"
11.67,-72.83,"11.67_-72.83"
11.65,-72.83,"11.65_-72.83"
11.63,-72.83,"11.63_-72.83"
11.6,-72.83,"11.6_-72.83"
11.58,-72.83,"11.58_-72.83"
11.57,-72.83,"11.57_-72.83"
10.48,-72.83,"10.48_-72.83"
10.46,-72.83,"10.46_-72.83"
10.45,-72.83,"10.45_-72.83"
10.43,-72.83,"10.43_-72.83"
10.41,-72.83,"10.41_-72.83"
10.39,-72.83,"10.39_-72.83"
10.38,-72.83,"10.38_-72.83"
9.15,-72.83,"9.15_-72.83"
9.14,-72.83,"9.14_-72.83"
9.12,-72.83,"9.12_-72.83"
9.1,-72.83,"9.1_-72.83"
9.09,-72.83,"9.09_-72.83"
8,-72.83,"8_-72.83"
11.7,-72.81,"11.7_-72.81"
11.69,-72.81,"11.69_-72.81"
11.67,-72.81,"11.67_-72.81"
11.65,-72.81,"11.65_-72.81"
11.63,-72.81,"11.63_-72.81"
11.62,-72.81,"11.62_-72.81"
11.6,-72.81,"11.6_-72.81"
11.58,-72.81,"11.58_-72.81"
11.57,-72.81,"11.57_-72.81"
10.51,-72.81,"10.51_-72.81"
10.5,-72.81,"10.5_-72.81"
10.48,-72.81,"10.48_-72.81"
10.46,-72.81,"10.46_-72.81"
10.45,-72.81,"10.45_-72.81"
10.43,-72.81,"10.43_-72.81"
10.41,-72.81,"10.41_-72.81"
9.14,-72.81,"9.14_-72.81"
9.12,-72.81,"9.12_-72.81"
9.1,-72.81,"9.1_-72.81"
9.09,-72.81,"9.09_-72.81"
9.07,-72.81,"9.07_-72.81"
9.05,-72.81,"9.05_-72.81"
8,-72.81,"8_-72.81"
11.72,-72.8,"11.72_-72.8"
11.7,-72.8,"11.7_-72.8"
11.69,-72.8,"11.69_-72.8"
11.67,-72.8,"11.67_-72.8"
11.65,-72.8,"11.65_-72.8"
11.62,-72.8,"11.62_-72.8"
11.6,-72.8,"11.6_-72.8"
11.58,-72.8,"11.58_-72.8"
10.55,-72.8,"10.55_-72.8"
10.53,-72.8,"10.53_-72.8"
10.51,-72.8,"10.51_-72.8"
10.5,-72.8,"10.5_-72.8"
10.48,-72.8,"10.48_-72.8"
10.46,-72.8,"10.46_-72.8"
10.45,-72.8,"10.45_-72.8"
9.12,-72.8,"9.12_-72.8"
9.1,-72.8,"9.1_-72.8"
9.09,-72.8,"9.09_-72.8"
9.07,-72.8,"9.07_-72.8"
9.05,-72.8,"9.05_-72.8"
9.04,-72.8,"9.04_-72.8"
9.02,-72.8,"9.02_-72.8"
8,-72.8,"8_-72.8"
11.72,-72.78,"11.72_-72.78"
11.7,-72.78,"11.7_-72.78"
11.69,-72.78,"11.69_-72.78"
11.67,-72.78,"11.67_-72.78"
11.63,-72.78,"11.63_-72.78"
11.62,-72.78,"11.62_-72.78"
11.6,-72.78,"11.6_-72.78"
11.58,-72.78,"11.58_-72.78"
10.6,-72.78,"10.6_-72.78"
10.58,-72.78,"10.58_-72.78"
10.56,-72.78,"10.56_-72.78"
10.55,-72.78,"10.55_-72.78"
10.53,-72.78,"10.53_-72.78"
10.51,-72.78,"10.51_-72.78"
10.5,-72.78,"10.5_-72.78"
10.48,-72.78,"10.48_-72.78"
9.09,-72.78,"9.09_-72.78"
9.07,-72.78,"9.07_-72.78"
9.05,-72.78,"9.05_-72.78"
9.04,-72.78,"9.04_-72.78"
9.02,-72.78,"9.02_-72.78"
9,-72.78,"9_-72.78"
8.98,-72.78,"8.98_-72.78"
8,-72.78,"8_-72.78"
11.74,-72.76,"11.74_-72.76"
11.72,-72.76,"11.72_-72.76"
11.7,-72.76,"11.7_-72.76"
11.69,-72.76,"11.69_-72.76"
11.63,-72.76,"11.63_-72.76"
11.62,-72.76,"11.62_-72.76"
11.6,-72.76,"11.6_-72.76"
10.63,-72.76,"10.63_-72.76"
10.62,-72.76,"10.62_-72.76"
10.6,-72.76,"10.6_-72.76"
10.58,-72.76,"10.58_-72.76"
10.56,-72.76,"10.56_-72.76"
10.55,-72.76,"10.55_-72.76"
10.53,-72.76,"10.53_-72.76"
9.05,-72.76,"9.05_-72.76"
9.04,-72.76,"9.04_-72.76"
9.02,-72.76,"9.02_-72.76"
9,-72.76,"9_-72.76"
8.98,-72.76,"8.98_-72.76"
8.97,-72.76,"8.97_-72.76"
8.95,-72.76,"8.95_-72.76"
8,-72.76,"8_-72.76"
11.74,-72.75,"11.74_-72.75"
11.72,-72.75,"11.72_-72.75"
11.7,-72.75,"11.7_-72.75"
11.65,-72.75,"11.65_-72.75"
11.63,-72.75,"11.63_-72.75"
11.62,-72.75,"11.62_-72.75"
11.6,-72.75,"11.6_-72.75"
10.67,-72.75,"10.67_-72.75"
10.65,-72.75,"10.65_-72.75"
10.63,-72.75,"10.63_-72.75"
10.62,-72.75,"10.62_-72.75"
10.6,-72.75,"10.6_-72.75"
10.58,-72.75,"10.58_-72.75"
10.56,-72.75,"10.56_-72.75"
9.02,-72.75,"9.02_-72.75"
9,-72.75,"9_-72.75"
8.98,-72.75,"8.98_-72.75"
8.97,-72.75,"8.97_-72.75"
8.95,-72.75,"8.95_-72.75"
8.93,-72.75,"8.93_-72.75"
8.92,-72.75,"8.92_-72.75"
8,-72.75,"8_-72.75"
11.74,-72.73,"11.74_-72.73"
11.72,-72.73,"11.72_-72.73"
11.7,-72.73,"11.7_-72.73"
11.65,-72.73,"11.65_-72.73"
11.63,-72.73,"11.63_-72.73"
11.62,-72.73,"11.62_-72.73"
10.7,-72.73,"10.7_-72.73"
10.68,-72.73,"10.68_-72.73"
10.67,-72.73,"10.67_-72.73"
10.65,-72.73,"10.65_-72.73"
10.63,-72.73,"10.63_-72.73"
10.62,-72.73,"10.62_-72.73"
10.6,-72.73,"10.6_-72.73"
8.98,-72.73,"8.98_-72.73"
8.97,-72.73,"8.97_-72.73"
8.95,-72.73,"8.95_-72.73"
8.93,-72.73,"8.93_-72.73"
8.92,-72.73,"8.92_-72.73"
8.9,-72.73,"8.9_-72.73"
8.88,-72.73,"8.88_-72.73"
8,-72.73,"8_-72.73"
11.74,-72.71,"11.74_-72.71"
11.72,-72.71,"11.72_-72.71"
11.7,-72.71,"11.7_-72.71"
11.67,-72.71,"11.67_-72.71"
11.65,-72.71,"11.65_-72.71"
11.63,-72.71,"11.63_-72.71"
10.73,-72.71,"10.73_-72.71"
10.72,-72.71,"10.72_-72.71"
10.7,-72.71,"10.7_-72.71"
10.68,-72.71,"10.68_-72.71"
10.67,-72.71,"10.67_-72.71"
10.65,-72.71,"10.65_-72.71"
10.63,-72.71,"10.63_-72.71"
8.95,-72.71,"8.95_-72.71"
8.93,-72.71,"8.93_-72.71"
8.92,-72.71,"8.92_-72.71"
8.9,-72.71,"8.9_-72.71"
8.88,-72.71,"8.88_-72.71"
8.87,-72.71,"8.87_-72.71"
8.85,-72.71,"8.85_-72.71"
8,-72.71,"8_-72.71"
11.75,-72.69,"11.75_-72.69"
11.74,-72.69,"11.74_-72.69"
11.72,-72.69,"11.72_-72.69"
11.69,-72.69,"11.69_-72.69"
11.67,-72.69,"11.67_-72.69"
11.65,-72.69,"11.65_-72.69"
11.63,-72.69,"11.63_-72.69"
10.79,-72.69,"10.79_-72.69"
10.77,-72.69,"10.77_-72.69"
10.75,-72.69,"10.75_-72.69"
10.73,-72.69,"10.73_-72.69"
10.72,-72.69,"10.72_-72.69"
10.7,-72.69,"10.7_-72.69"
10.68,-72.69,"10.68_-72.69"
8.9,-72.69,"8.9_-72.69"
8.88,-72.69,"8.88_-72.69"
8.87,-72.69,"8.87_-72.69"
8.85,-72.69,"8.85_-72.69"
8.83,-72.69,"8.83_-72.69"
8.81,-72.69,"8.81_-72.69"
8,-72.69,"8_-72.69"
11.75,-72.68,"11.75_-72.68"
11.74,-72.68,"11.74_-72.68"
11.72,-72.68,"11.72_-72.68"
11.69,-72.68,"11.69_-72.68"
11.67,-72.68,"11.67_-72.68"
11.65,-72.68,"11.65_-72.68"
10.82,-72.68,"10.82_-72.68"
10.8,-72.68,"10.8_-72.68"
10.79,-72.68,"10.79_-72.68"
10.77,-72.68,"10.77_-72.68"
10.75,-72.68,"10.75_-72.68"
10.73,-72.68,"10.73_-72.68"
10.72,-72.68,"10.72_-72.68"
8.87,-72.68,"8.87_-72.68"
8.85,-72.68,"8.85_-72.68"
8.83,-72.68,"8.83_-72.68"
8.81,-72.68,"8.81_-72.68"
8.8,-72.68,"8.8_-72.68"
8.78,-72.68,"8.78_-72.68"
8.76,-72.68,"8.76_-72.68"
8,-72.68,"8_-72.68"
11.75,-72.66,"11.75_-72.66"
11.74,-72.66,"11.74_-72.66"
11.72,-72.66,"11.72_-72.66"
11.7,-72.66,"11.7_-72.66"
11.69,-72.66,"11.69_-72.66"
11.67,-72.66,"11.67_-72.66"
11.65,-72.66,"11.65_-72.66"
10.85,-72.66,"10.85_-72.66"
10.84,-72.66,"10.84_-72.66"
10.82,-72.66,"10.82_-72.66"
10.8,-72.66,"10.8_-72.66"
10.79,-72.66,"10.79_-72.66"
10.77,-72.66,"10.77_-72.66"
10.75,-72.66,"10.75_-72.66"
8.83,-72.66,"8.83_-72.66"
8.81,-72.66,"8.81_-72.66"
8.8,-72.66,"8.8_-72.66"
8.78,-72.66,"8.78_-72.66"
8.76,-72.66,"8.76_-72.66"
8.75,-72.66,"8.75_-72.66"
8.73,-72.66,"8.73_-72.66"
8,-72.66,"8_-72.66"
11.77,-72.64,"11.77_-72.64"
11.75,-72.64,"11.75_-72.64"
11.74,-72.64,"11.74_-72.64"
11.72,-72.64,"11.72_-72.64"
11.7,-72.64,"11.7_-72.64"
11.69,-72.64,"11.69_-72.64"
11.67,-72.64,"11.67_-72.64"
10.89,-72.64,"10.89_-72.64"
10.87,-72.64,"10.87_-72.64"
10.85,-72.64,"10.85_-72.64"
10.84,-72.64,"10.84_-72.64"
10.82,-72.64,"10.82_-72.64"
10.8,-72.64,"10.8_-72.64"
10.79,-72.64,"10.79_-72.64"
8.8,-72.64,"8.8_-72.64"
8.78,-72.64,"8.78_-72.64"
8.76,-72.64,"8.76_-72.64"
8.75,-72.64,"8.75_-72.64"
8.73,-72.64,"8.73_-72.64"
8.71,-72.64,"8.71_-72.64"
8.7,-72.64,"8.7_-72.64"
8,-72.64,"8_-72.64"
11.77,-72.63,"11.77_-72.63"
11.75,-72.63,"11.75_-72.63"
11.74,-72.63,"11.74_-72.63"
11.72,-72.63,"11.72_-72.63"
11.7,-72.63,"11.7_-72.63"
11.69,-72.63,"11.69_-72.63"
10.94,-72.63,"10.94_-72.63"
10.92,-72.63,"10.92_-72.63"
10.9,-72.63,"10.9_-72.63"
10.89,-72.63,"10.89_-72.63"
10.87,-72.63,"10.87_-72.63"
10.85,-72.63,"10.85_-72.63"
10.84,-72.63,"10.84_-72.63"
10.82,-72.63,"10.82_-72.63"
8.76,-72.63,"8.76_-72.63"
8.75,-72.63,"8.75_-72.63"
8.73,-72.63,"8.73_-72.63"
8.71,-72.63,"8.71_-72.63"
8.7,-72.63,"8.7_-72.63"
8.68,-72.63,"8.68_-72.63"
8.66,-72.63,"8.66_-72.63"
8,-72.63,"8_-72.63"
11.77,-72.61,"11.77_-72.61"
11.75,-72.61,"11.75_-72.61"
11.74,-72.61,"11.74_-72.61"
11.72,-72.61,"11.72_-72.61"
11.7,-72.61,"11.7_-72.61"
11.69,-72.61,"11.69_-72.61"
10.97,-72.61,"10.97_-72.61"
10.96,-72.61,"10.96_-72.61"
10.94,-72.61,"10.94_-72.61"
10.92,-72.61,"10.92_-72.61"
10.9,-72.61,"10.9_-72.61"
10.89,-72.61,"10.89_-72.61"
10.87,-72.61,"10.87_-72.61"
8.73,-72.61,"8.73_-72.61"
8.71,-72.61,"8.71_-72.61"
8.7,-72.61,"8.7_-72.61"
8.68,-72.61,"8.68_-72.61"
8.66,-72.61,"8.66_-72.61"
8.64,-72.61,"8.64_-72.61"
8.63,-72.61,"8.63_-72.61"
8,-72.61,"8_-72.61"
11.77,-72.59,"11.77_-72.59"
11.75,-72.59,"11.75_-72.59"
11.74,-72.59,"11.74_-72.59"
11.72,-72.59,"11.72_-72.59"
11.7,-72.59,"11.7_-72.59"
11.01,-72.59,"11.01_-72.59"
10.99,-72.59,"10.99_-72.59"
10.97,-72.59,"10.97_-72.59"
10.96,-72.59,"10.96_-72.59"
10.94,-72.59,"10.94_-72.59"
10.92,-72.59,"10.92_-72.59"
10.9,-72.59,"10.9_-72.59"
8.7,-72.59,"8.7_-72.59"
8.68,-72.59,"8.68_-72.59"
8.66,-72.59,"8.66_-72.59"
8.64,-72.59,"8.64_-72.59"
8.63,-72.59,"8.63_-72.59"
8.61,-72.59,"8.61_-72.59"
8.59,-72.59,"8.59_-72.59"
8,-72.59,"8_-72.59"
11.79,-72.58,"11.79_-72.58"
11.77,-72.58,"11.77_-72.58"
11.75,-72.58,"11.75_-72.58"
11.74,-72.58,"11.74_-72.58"
11.72,-72.58,"11.72_-72.58"
11.7,-72.58,"11.7_-72.58"
11.04,-72.58,"11.04_-72.58"
11.02,-72.58,"11.02_-72.58"
11.01,-72.58,"11.01_-72.58"
10.99,-72.58,"10.99_-72.58"
10.97,-72.58,"10.97_-72.58"
10.96,-72.58,"10.96_-72.58"
10.94,-72.58,"10.94_-72.58"
8.66,-72.58,"8.66_-72.58"
8.64,-72.58,"8.64_-72.58"
8.63,-72.58,"8.63_-72.58"
8.61,-72.58,"8.61_-72.58"
8.59,-72.58,"8.59_-72.58"
8.58,-72.58,"8.58_-72.58"
8.56,-72.58,"8.56_-72.58"
8,-72.58,"8_-72.58"
11.79,-72.56,"11.79_-72.56"
11.77,-72.56,"11.77_-72.56"
11.75,-72.56,"11.75_-72.56"
11.74,-72.56,"11.74_-72.56"
11.72,-72.56,"11.72_-72.56"
11.09,-72.56,"11.09_-72.56"
11.07,-72.56,"11.07_-72.56"
11.06,-72.56,"11.06_-72.56"
11.04,-72.56,"11.04_-72.56"
11.02,-72.56,"11.02_-72.56"
11.01,-72.56,"11.01_-72.56"
10.99,-72.56,"10.99_-72.56"
10.97,-72.56,"10.97_-72.56"
8.63,-72.56,"8.63_-72.56"
8.61,-72.56,"8.61_-72.56"
8.59,-72.56,"8.59_-72.56"
8.58,-72.56,"8.58_-72.56"
8.56,-72.56,"8.56_-72.56"
8.54,-72.56,"8.54_-72.56"
8.53,-72.56,"8.53_-72.56"
8,-72.56,"8_-72.56"
11.79,-72.54,"11.79_-72.54"
11.77,-72.54,"11.77_-72.54"
11.75,-72.54,"11.75_-72.54"
11.74,-72.54,"11.74_-72.54"
11.72,-72.54,"11.72_-72.54"
11.12,-72.54,"11.12_-72.54"
11.11,-72.54,"11.11_-72.54"
