"latitude","longitude","clave"
11.26,-70.69,"11.26_-70.69"
11.24,-70.69,"11.24_-70.69"
11.23,-70.69,"11.23_-70.69"
11.21,-70.69,"11.21_-70.69"
8,-70.69,"8_-70.69"
11.31,-70.67,"11.31_-70.67"
11.29,-70.67,"11.29_-70.67"
11.28,-70.67,"11.28_-70.67"
11.24,-70.67,"11.24_-70.67"
11.23,-70.67,"11.23_-70.67"
11.21,-70.67,"11.21_-70.67"
8,-70.67,"8_-70.67"
11.31,-70.66,"11.31_-70.66"
11.29,-70.66,"11.29_-70.66"
11.28,-70.66,"11.28_-70.66"
11.24,-70.66,"11.24_-70.66"
11.23,-70.66,"11.23_-70.66"
11.21,-70.66,"11.21_-70.66"
8,-70.66,"8_-70.66"
11.33,-70.64,"11.33_-70.64"
11.31,-70.64,"11.31_-70.64"
11.29,-70.64,"11.29_-70.64"
11.28,-70.64,"11.28_-70.64"
11.24,-70.64,"11.24_-70.64"
11.23,-70.64,"11.23_-70.64"
11.21,-70.64,"11.21_-70.64"
8,-70.64,"8_-70.64"
11.33,-70.62,"11.33_-70.62"
11.31,-70.62,"11.31_-70.62"
11.29,-70.62,"11.29_-70.62"
11.24,-70.62,"11.24_-70.62"
11.23,-70.62,"11.23_-70.62"
11.21,-70.62,"11.21_-70.62"
8,-70.62,"8_-70.62"
11.35,-70.61,"11.35_-70.61"
11.33,-70.61,"11.33_-70.61"
11.31,-70.61,"11.31_-70.61"
11.29,-70.61,"11.29_-70.61"
11.24,-70.61,"11.24_-70.61"
11.23,-70.61,"11.23_-70.61"
11.21,-70.61,"11.21_-70.61"
8,-70.61,"8_-70.61"
11.35,-70.59,"11.35_-70.59"
11.33,-70.59,"11.33_-70.59"
11.31,-70.59,"11.31_-70.59"
11.26,-70.59,"11.26_-70.59"
11.24,-70.59,"11.24_-70.59"
11.23,-70.59,"11.23_-70.59"
11.21,-70.59,"11.21_-70.59"
8,-70.59,"8_-70.59"
11.35,-70.57,"11.35_-70.57"
11.33,-70.57,"11.33_-70.57"
11.31,-70.57,"11.31_-70.57"
11.26,-70.57,"11.26_-70.57"
11.24,-70.57,"11.24_-70.57"
11.23,-70.57,"11.23_-70.57"
11.21,-70.57,"11.21_-70.57"
8,-70.57,"8_-70.57"
11.36,-70.56,"11.36_-70.56"
11.35,-70.56,"11.35_-70.56"
11.33,-70.56,"11.33_-70.56"
11.28,-70.56,"11.28_-70.56"
11.26,-70.56,"11.26_-70.56"
11.24,-70.56,"11.24_-70.56"
11.23,-70.56,"11.23_-70.56"
8,-70.56,"8_-70.56"
11.36,-70.54,"11.36_-70.54"
11.35,-70.54,"11.35_-70.54"
11.33,-70.54,"11.33_-70.54"
11.28,-70.54,"11.28_-70.54"
11.26,-70.54,"11.26_-70.54"
11.24,-70.54,"11.24_-70.54"
11.23,-70.54,"11.23_-70.54"
8,-70.54,"8_-70.54"
11.38,-70.52,"11.38_-70.52"
11.36,-70.52,"11.36_-70.52"
11.35,-70.52,"11.35_-70.52"
11.33,-70.52,"11.33_-70.52"
11.29,-70.52,"11.29_-70.52"
11.28,-70.52,"11.28_-70.52"
11.26,-70.52,"11.26_-70.52"
11.24,-70.52,"11.24_-70.52"
11.23,-70.52,"11.23_-70.52"
8,-70.52,"8_-70.52"
11.38,-70.5,"11.38_-70.5"
11.36,-70.5,"11.36_-70.5"
11.35,-70.5,"11.35_-70.5"
11.29,-70.5,"11.29_-70.5"
11.28,-70.5,"11.28_-70.5"
11.26,-70.5,"11.26_-70.5"
11.24,-70.5,"11.24_-70.5"
8,-70.5,"8_-70.5"
11.38,-70.49,"11.38_-70.49"
11.36,-70.49,"11.36_-70.49"
11.35,-70.49,"11.35_-70.49"
11.29,-70.49,"11.29_-70.49"
11.28,-70.49,"11.28_-70.49"
11.26,-70.49,"11.26_-70.49"
8,-70.49,"8_-70.49"
11.4,-70.47,"11.4_-70.47"
11.38,-70.47,"11.38_-70.47"
11.36,-70.47,"11.36_-70.47"
11.29,-70.47,"11.29_-70.47"
11.28,-70.47,"11.28_-70.47"
11.26,-70.47,"11.26_-70.47"
8,-70.47,"8_-70.47"
11.4,-70.45,"11.4_-70.45"
11.38,-70.45,"11.38_-70.45"
11.36,-70.45,"11.36_-70.45"
11.31,-70.45,"11.31_-70.45"
11.29,-70.45,"11.29_-70.45"
11.28,-70.45,"11.28_-70.45"
11.26,-70.45,"11.26_-70.45"
8,-70.45,"8_-70.45"
11.41,-70.44,"11.41_-70.44"
11.4,-70.44,"11.4_-70.44"
11.38,-70.44,"11.38_-70.44"
11.36,-70.44,"11.36_-70.44"
11.31,-70.44,"11.31_-70.44"
11.29,-70.44,"11.29_-70.44"
11.28,-70.44,"11.28_-70.44"
8,-70.44,"8_-70.44"
11.41,-70.42,"11.41_-70.42"
11.4,-70.42,"11.4_-70.42"
11.38,-70.42,"11.38_-70.42"
11.31,-70.42,"11.31_-70.42"
11.29,-70.42,"11.29_-70.42"
11.28,-70.42,"11.28_-70.42"
8,-70.42,"8_-70.42"
11.41,-70.4,"11.41_-70.4"
11.4,-70.4,"11.4_-70.4"
11.38,-70.4,"11.38_-70.4"
11.33,-70.4,"11.33_-70.4"
11.31,-70.4,"11.31_-70.4"
11.29,-70.4,"11.29_-70.4"
11.28,-70.4,"11.28_-70.4"
8,-70.4,"8_-70.4"
11.43,-70.39,"11.43_-70.39"
11.41,-70.39,"11.41_-70.39"
11.4,-70.39,"11.4_-70.39"
11.33,-70.39,"11.33_-70.39"
11.31,-70.39,"11.31_-70.39"
11.29,-70.39,"11.29_-70.39"
8,-70.39,"8_-70.39"
11.43,-70.37,"11.43_-70.37"
11.41,-70.37,"11.41_-70.37"
11.4,-70.37,"11.4_-70.37"
11.33,-70.37,"11.33_-70.37"
11.31,-70.37,"11.31_-70.37"
11.29,-70.37,"11.29_-70.37"
8,-70.37,"8_-70.37"
11.45,-70.35,"11.45_-70.35"
11.43,-70.35,"11.43_-70.35"
11.41,-70.35,"11.41_-70.35"
11.4,-70.35,"11.4_-70.35"
11.33,-70.35,"11.33_-70.35"
11.31,-70.35,"11.31_-70.35"
11.29,-70.35,"11.29_-70.35"
8,-70.35,"8_-70.35"
11.45,-70.34,"11.45_-70.34"
11.43,-70.34,"11.43_-70.34"
11.41,-70.34,"11.41_-70.34"
11.35,-70.34,"11.35_-70.34"
11.33,-70.34,"11.33_-70.34"
11.31,-70.34,"11.31_-70.34"
8,-70.34,"8_-70.34"
11.94,-70.32,"11.94_-70.32"
11.92,-70.32,"11.92_-70.32"
11.91,-70.32,"11.91_-70.32"
11.89,-70.32,"11.89_-70.32"
11.87,-70.32,"11.87_-70.32"
11.45,-70.32,"11.45_-70.32"
11.43,-70.32,"11.43_-70.32"
11.41,-70.32,"11.41_-70.32"
11.35,-70.32,"11.35_-70.32"
11.33,-70.32,"11.33_-70.32"
11.31,-70.32,"11.31_-70.32"
8,-70.32,"8_-70.32"
11.96,-70.3,"11.96_-70.3"
11.94,-70.3,"11.94_-70.3"
11.92,-70.3,"11.92_-70.3"
11.91,-70.3,"11.91_-70.3"
11.89,-70.3,"11.89_-70.3"
11.87,-70.3,"11.87_-70.3"
11.86,-70.3,"11.86_-70.3"
11.84,-70.3,"11.84_-70.3"
11.82,-70.3,"11.82_-70.3"
11.8,-70.3,"11.8_-70.3"
11.79,-70.3,"11.79_-70.3"
11.46,-70.3,"11.46_-70.3"
11.45,-70.3,"11.45_-70.3"
11.43,-70.3,"11.43_-70.3"
11.36,-70.3,"11.36_-70.3"
11.35,-70.3,"11.35_-70.3"
11.33,-70.3,"11.33_-70.3"
11.31,-70.3,"11.31_-70.3"
8,-70.3,"8_-70.3"
12.01,-70.28,"12.01_-70.28"
11.99,-70.28,"11.99_-70.28"
11.97,-70.28,"11.97_-70.28"
11.96,-70.28,"11.96_-70.28"
11.94,-70.28,"11.94_-70.28"
11.92,-70.28,"11.92_-70.28"
11.91,-70.28,"11.91_-70.28"
11.89,-70.28,"11.89_-70.28"
11.87,-70.28,"11.87_-70.28"
11.86,-70.28,"11.86_-70.28"
11.84,-70.28,"11.84_-70.28"
11.82,-70.28,"11.82_-70.28"
11.8,-70.28,"11.8_-70.28"
11.79,-70.28,"11.79_-70.28"
11.77,-70.28,"11.77_-70.28"
11.75,-70.28,"11.75_-70.28"
11.74,-70.28,"11.74_-70.28"
11.72,-70.28,"11.72_-70.28"
11.7,-70.28,"11.7_-70.28"
11.69,-70.28,"11.69_-70.28"
11.46,-70.28,"11.46_-70.28"
11.45,-70.28,"11.45_-70.28"
11.43,-70.28,"11.43_-70.28"
11.36,-70.28,"11.36_-70.28"
11.35,-70.28,"11.35_-70.28"
11.33,-70.28,"11.33_-70.28"
8,-70.28,"8_-70.28"
12.03,-70.27,"12.03_-70.27"
12.01,-70.27,"12.01_-70.27"
11.99,-70.27,"11.99_-70.27"
11.97,-70.27,"11.97_-70.27"
11.96,-70.27,"11.96_-70.27"
11.94,-70.27,"11.94_-70.27"
11.92,-70.27,"11.92_-70.27"
11.87,-70.27,"11.87_-70.27"
11.86,-70.27,"11.86_-70.27"
11.84,-70.27,"11.84_-70.27"
11.82,-70.27,"11.82_-70.27"
11.8,-70.27,"11.8_-70.27"
11.79,-70.27,"11.79_-70.27"
11.77,-70.27,"11.77_-70.27"
11.75,-70.27,"11.75_-70.27"
11.74,-70.27,"11.74_-70.27"
11.72,-70.27,"11.72_-70.27"
11.7,-70.27,"11.7_-70.27"
11.69,-70.27,"11.69_-70.27"
11.67,-70.27,"11.67_-70.27"
11.65,-70.27,"11.65_-70.27"
11.63,-70.27,"11.63_-70.27"
11.48,-70.27,"11.48_-70.27"
11.46,-70.27,"11.46_-70.27"
11.45,-70.27,"11.45_-70.27"
11.43,-70.27,"11.43_-70.27"
11.36,-70.27,"11.36_-70.27"
11.35,-70.27,"11.35_-70.27"
11.33,-70.27,"11.33_-70.27"
8,-70.27,"8_-70.27"
12.04,-70.25,"12.04_-70.25"
12.03,-70.25,"12.03_-70.25"
12.01,-70.25,"12.01_-70.25"
11.99,-70.25,"11.99_-70.25"
11.97,-70.25,"11.97_-70.25"
11.96,-70.25,"11.96_-70.25"
11.94,-70.25,"11.94_-70.25"
11.8,-70.25,"11.8_-70.25"
11.79,-70.25,"11.79_-70.25"
11.77,-70.25,"11.77_-70.25"
11.75,-70.25,"11.75_-70.25"
11.74,-70.25,"11.74_-70.25"
11.72,-70.25,"11.72_-70.25"
11.7,-70.25,"11.7_-70.25"
11.69,-70.25,"11.69_-70.25"
11.67,-70.25,"11.67_-70.25"
11.65,-70.25,"11.65_-70.25"
11.63,-70.25,"11.63_-70.25"
11.62,-70.25,"11.62_-70.25"
11.48,-70.25,"11.48_-70.25"
11.46,-70.25,"11.46_-70.25"
11.45,-70.25,"11.45_-70.25"
11.36,-70.25,"11.36_-70.25"
11.35,-70.25,"11.35_-70.25"
11.33,-70.25,"11.33_-70.25"
8,-70.25,"8_-70.25"
12.11,-70.23,"12.11_-70.23"
12.09,-70.23,"12.09_-70.23"
12.07,-70.23,"12.07_-70.23"
12.06,-70.23,"12.06_-70.23"
12.04,-70.23,"12.04_-70.23"
12.03,-70.23,"12.03_-70.23"
12.01,-70.23,"12.01_-70.23"
11.99,-70.23,"11.99_-70.23"
11.97,-70.23,"11.97_-70.23"
11.8,-70.23,"11.8_-70.23"
11.79,-70.23,"11.79_-70.23"
11.77,-70.23,"11.77_-70.23"
11.75,-70.23,"11.75_-70.23"
11.74,-70.23,"11.74_-70.23"
11.72,-70.23,"11.72_-70.23"
11.7,-70.23,"11.7_-70.23"
11.69,-70.23,"11.69_-70.23"
11.67,-70.23,"11.67_-70.23"
11.65,-70.23,"11.65_-70.23"
11.63,-70.23,"11.63_-70.23"
11.62,-70.23,"11.62_-70.23"
11.48,-70.23,"11.48_-70.23"
11.46,-70.23,"11.46_-70.23"
11.45,-70.23,"11.45_-70.23"
11.38,-70.23,"11.38_-70.23"
11.36,-70.23,"11.36_-70.23"
11.35,-70.23,"11.35_-70.23"
8,-70.23,"8_-70.23"
12.11,-70.22,"12.11_-70.22"
12.09,-70.22,"12.09_-70.22"
12.07,-70.22,"12.07_-70.22"
12.06,-70.22,"12.06_-70.22"
12.04,-70.22,"12.04_-70.22"
12.03,-70.22,"12.03_-70.22"
12.01,-70.22,"12.01_-70.22"
11.99,-70.22,"11.99_-70.22"
11.8,-70.22,"11.8_-70.22"
11.79,-70.22,"11.79_-70.22"
11.77,-70.22,"11.77_-70.22"
11.75,-70.22,"11.75_-70.22"
11.74,-70.22,"11.74_-70.22"
11.72,-70.22,"11.72_-70.22"
11.7,-70.22,"11.7_-70.22"
11.69,-70.22,"11.69_-70.22"
11.65,-70.22,"11.65_-70.22"
11.63,-70.22,"11.63_-70.22"
11.62,-70.22,"11.62_-70.22"
11.5,-70.22,"11.5_-70.22"
11.48,-70.22,"11.48_-70.22"
11.46,-70.22,"11.46_-70.22"
11.4,-70.22,"11.4_-70.22"
11.38,-70.22,"11.38_-70.22"
11.36,-70.22,"11.36_-70.22"
11.35,-70.22,"11.35_-70.22"
8,-70.22,"8_-70.22"
12.11,-70.2,"12.11_-70.2"
12.09,-70.2,"12.09_-70.2"
12.07,-70.2,"12.07_-70.2"
12.06,-70.2,"12.06_-70.2"
12.04,-70.2,"12.04_-70.2"
12.03,-70.2,"12.03_-70.2"
12.01,-70.2,"12.01_-70.2"
11.65,-70.2,"11.65_-70.2"
11.63,-70.2,"11.63_-70.2"
11.62,-70.2,"11.62_-70.2"
11.5,-70.2,"11.5_-70.2"
11.48,-70.2,"11.48_-70.2"
11.46,-70.2,"11.46_-70.2"
11.41,-70.2,"11.41_-70.2"
11.4,-70.2,"11.4_-70.2"
11.38,-70.2,"11.38_-70.2"
11.36,-70.2,"11.36_-70.2"
11.35,-70.2,"11.35_-70.2"
8,-70.2,"8_-70.2"
12.11,-70.18,"12.11_-70.18"
12.09,-70.18,"12.09_-70.18"
12.07,-70.18,"12.07_-70.18"
12.06,-70.18,"12.06_-70.18"
12.04,-70.18,"12.04_-70.18"
12.03,-70.18,"12.03_-70.18"
11.67,-70.18,"11.67_-70.18"
11.65,-70.18,"11.65_-70.18"
11.63,-70.18,"11.63_-70.18"
11.62,-70.18,"11.62_-70.18"
11.52,-70.18,"11.52_-70.18"
11.5,-70.18,"11.5_-70.18"
11.48,-70.18,"11.48_-70.18"
11.46,-70.18,"11.46_-70.18"
11.41,-70.18,"11.41_-70.18"
11.4,-70.18,"11.4_-70.18"
11.38,-70.18,"11.38_-70.18"
8,-70.18,"8_-70.18"
12.13,-70.17,"12.13_-70.17"
12.11,-70.17,"12.11_-70.17"
12.09,-70.17,"12.09_-70.17"
12.07,-70.17,"12.07_-70.17"
12.06,-70.17,"12.06_-70.17"
12.04,-70.17,"12.04_-70.17"
11.67,-70.17,"11.67_-70.17"
11.65,-70.17,"11.65_-70.17"
11.63,-70.17,"11.63_-70.17"
11.62,-70.17,"11.62_-70.17"
11.58,-70.17,"11.58_-70.17"
11.57,-70.17,"11.57_-70.17"
11.52,-70.17,"11.52_-70.17"
11.5,-70.17,"11.5_-70.17"
11.48,-70.17,"11.48_-70.17"
11.46,-70.17,"11.46_-70.17"
11.43,-70.17,"11.43_-70.17"
11.41,-70.17,"11.41_-70.17"
11.4,-70.17,"11.4_-70.17"
11.38,-70.17,"11.38_-70.17"
8,-70.17,"8_-70.17"
12.14,-70.15,"12.14_-70.15"
12.13,-70.15,"12.13_-70.15"
12.11,-70.15,"12.11_-70.15"
12.09,-70.15,"12.09_-70.15"
12.07,-70.15,"12.07_-70.15"
12.06,-70.15,"12.06_-70.15"
11.67,-70.15,"11.67_-70.15"
11.65,-70.15,"11.65_-70.15"
11.63,-70.15,"11.63_-70.15"
11.62,-70.15,"11.62_-70.15"
11.58,-70.15,"11.58_-70.15"
11.57,-70.15,"11.57_-70.15"
11.55,-70.15,"11.55_-70.15"
11.52,-70.15,"11.52_-70.15"
11.5,-70.15,"11.5_-70.15"
11.48,-70.15,"11.48_-70.15"
11.46,-70.15,"11.46_-70.15"
11.45,-70.15,"11.45_-70.15"
11.43,-70.15,"11.43_-70.15"
11.41,-70.15,"11.41_-70.15"
11.4,-70.15,"11.4_-70.15"
8,-70.15,"8_-70.15"
12.16,-70.13,"12.16_-70.13"
12.14,-70.13,"12.14_-70.13"
12.13,-70.13,"12.13_-70.13"
12.11,-70.13,"12.11_-70.13"
12.09,-70.13,"12.09_-70.13"
12.07,-70.13,"12.07_-70.13"
11.67,-70.13,"11.67_-70.13"
11.65,-70.13,"11.65_-70.13"
11.63,-70.13,"11.63_-70.13"
11.58,-70.13,"11.58_-70.13"
11.57,-70.13,"11.57_-70.13"
11.55,-70.13,"11.55_-70.13"
11.53,-70.13,"11.53_-70.13"
11.52,-70.13,"11.52_-70.13"
11.5,-70.13,"11.5_-70.13"
11.48,-70.13,"11.48_-70.13"
11.46,-70.13,"11.46_-70.13"
11.45,-70.13,"11.45_-70.13"
11.43,-70.13,"11.43_-70.13"
11.41,-70.13,"11.41_-70.13"
11.4,-70.13,"11.4_-70.13"
8,-70.13,"8_-70.13"
12.18,-70.11,"12.18_-70.11"
12.16,-70.11,"12.16_-70.11"
12.14,-70.11,"12.14_-70.11"
12.13,-70.11,"12.13_-70.11"
12.11,-70.11,"12.11_-70.11"
12.09,-70.11,"12.09_-70.11"
11.67,-70.11,"11.67_-70.11"
11.65,-70.11,"11.65_-70.11"
11.63,-70.11,"11.63_-70.11"
11.57,-70.11,"11.57_-70.11"
11.55,-70.11,"11.55_-70.11"
11.53,-70.11,"11.53_-70.11"
11.52,-70.11,"11.52_-70.11"
11.5,-70.11,"11.5_-70.11"
11.46,-70.11,"11.46_-70.11"
11.45,-70.11,"11.45_-70.11"
11.43,-70.11,"11.43_-70.11"
11.41,-70.11,"11.41_-70.11"
8,-70.11,"8_-70.11"
12.67,-70.1,"12.67_-70.1"
12.65,-70.1,"12.65_-70.1"
12.64,-70.1,"12.64_-70.1"
12.62,-70.1,"12.62_-70.1"
12.6,-70.1,"12.6_-70.1"
12.59,-70.1,"12.59_-70.1"
12.57,-70.1,"12.57_-70.1"
12.55,-70.1,"12.55_-70.1"
12.18,-70.1,"12.18_-70.1"
12.16,-70.1,"12.16_-70.1"
12.14,-70.1,"12.14_-70.1"
12.13,-70.1,"12.13_-70.1"
12.11,-70.1,"12.11_-70.1"
11.67,-70.1,"11.67_-70.1"
11.65,-70.1,"11.65_-70.1"
11.63,-70.1,"11.63_-70.1"
11.57,-70.1,"11.57_-70.1"
11.55,-70.1,"11.55_-70.1"
11.53,-70.1,"11.53_-70.1"
11.52,-70.1,"11.52_-70.1"
11.5,-70.1,"11.5_-70.1"
11.46,-70.1,"11.46_-70.1"
11.45,-70.1,"11.45_-70.1"
11.43,-70.1,"11.43_-70.1"
8,-70.1,"8_-70.1"
12.67,-70.08,"12.67_-70.08"
12.65,-70.08,"12.65_-70.08"
12.64,-70.08,"12.64_-70.08"
12.62,-70.08,"12.62_-70.08"
12.6,-70.08,"12.6_-70.08"
12.59,-70.08,"12.59_-70.08"
12.57,-70.08,"12.57_-70.08"
12.55,-70.08,"12.55_-70.08"
12.53,-70.08,"12.53_-70.08"
12.19,-70.08,"12.19_-70.08"
12.18,-70.08,"12.18_-70.08"
12.16,-70.08,"12.16_-70.08"
12.14,-70.08,"12.14_-70.08"
12.13,-70.08,"12.13_-70.08"
11.69,-70.08,"11.69_-70.08"
11.67,-70.08,"11.67_-70.08"
11.65,-70.08,"11.65_-70.08"
11.63,-70.08,"11.63_-70.08"
11.55,-70.08,"11.55_-70.08"
11.53,-70.08,"11.53_-70.08"
11.52,-70.08,"11.52_-70.08"
11.48,-70.08,"11.48_-70.08"
11.46,-70.08,"11.46_-70.08"
11.45,-70.08,"11.45_-70.08"
11.43,-70.08,"11.43_-70.08"
8,-70.08,"8_-70.08"
12.67,-70.06,"12.67_-70.06"
12.65,-70.06,"12.65_-70.06"
12.64,-70.06,"12.64_-70.06"
12.62,-70.06,"12.62_-70.06"
12.6,-70.06,"12.6_-70.06"
12.59,-70.06,"12.59_-70.06"
12.57,-70.06,"12.57_-70.06"
12.55,-70.06,"12.55_-70.06"
12.53,-70.06,"12.53_-70.06"
12.52,-70.06,"12.52_-70.06"
12.21,-70.06,"12.21_-70.06"
12.19,-70.06,"12.19_-70.06"
12.18,-70.06,"12.18_-70.06"
12.16,-70.06,"12.16_-70.06"
12.14,-70.06,"12.14_-70.06"
11.69,-70.06,"11.69_-70.06"
11.67,-70.06,"11.67_-70.06"
11.65,-70.06,"11.65_-70.06"
11.55,-70.06,"11.55_-70.06"
11.53,-70.06,"11.53_-70.06"
11.52,-70.06,"11.52_-70.06"
11.5,-70.06,"11.5_-70.06"
11.48,-70.06,"11.48_-70.06"
11.46,-70.06,"11.46_-70.06"
11.45,-70.06,"11.45_-70.06"
8,-70.06,"8_-70.06"
12.65,-70.05,"12.65_-70.05"
12.64,-70.05,"12.64_-70.05"
12.62,-70.05,"12.62_-70.05"
12.6,-70.05,"12.6_-70.05"
12.59,-70.05,"12.59_-70.05"
12.55,-70.05,"12.55_-70.05"
12.53,-70.05,"12.53_-70.05"
12.52,-70.05,"12.52_-70.05"
12.5,-70.05,"12.5_-70.05"
12.21,-70.05,"12.21_-70.05"
12.19,-70.05,"12.19_-70.05"
12.18,-70.05,"12.18_-70.05"
12.16,-70.05,"12.16_-70.05"
11.69,-70.05,"11.69_-70.05"
11.67,-70.05,"11.67_-70.05"
11.65,-70.05,"11.65_-70.05"
11.53,-70.05,"11.53_-70.05"
11.52,-70.05,"11.52_-70.05"
11.5,-70.05,"11.5_-70.05"
11.48,-70.05,"11.48_-70.05"
11.46,-70.05,"11.46_-70.05"
11.45,-70.05,"11.45_-70.05"
8,-70.05,"8_-70.05"
12.64,-70.03,"12.64_-70.03"
12.62,-70.03,"12.62_-70.03"
12.6,-70.03,"12.6_-70.03"
12.59,-70.03,"12.59_-70.03"
12.57,-70.03,"12.57_-70.03"
12.53,-70.03,"12.53_-70.03"
12.52,-70.03,"12.52_-70.03"
12.5,-70.03,"12.5_-70.03"
12.48,-70.03,"12.48_-70.03"
12.21,-70.03,"12.21_-70.03"
12.19,-70.03,"12.19_-70.03"
12.18,-70.03,"12.18_-70.03"
12.16,-70.03,"12.16_-70.03"
12.14,-70.03,"12.14_-70.03"
11.69,-70.03,"11.69_-70.03"
11.67,-70.03,"11.67_-70.03"
11.65,-70.03,"11.65_-70.03"
11.53,-70.03,"11.53_-70.03"
11.52,-70.03,"11.52_-70.03"
11.5,-70.03,"11.5_-70.03"
11.48,-70.03,"11.48_-70.03"
11.46,-70.03,"11.46_-70.03"
8,-70.03,"8_-70.03"
12.62,-70.01,"12.62_-70.01"
12.6,-70.01,"12.6_-70.01"
12.59,-70.01,"12.59_-70.01"
12.57,-70.01,"12.57_-70.01"
12.55,-70.01,"12.55_-70.01"
12.52,-70.01,"12.52_-70.01"
12.5,-70.01,"12.5_-70.01"
12.48,-70.01,"12.48_-70.01"
12.21,-70.01,"12.21_-70.01"
12.19,-70.01,"12.19_-70.01"
12.18,-70.01,"12.18_-70.01"
12.16,-70.01,"12.16_-70.01"
12.14,-70.01,"12.14_-70.01"
12.13,-70.01,"12.13_-70.01"
12.11,-70.01,"12.11_-70.01"
11.69,-70.01,"11.69_-70.01"
11.67,-70.01,"11.67_-70.01"
11.65,-70.01,"11.65_-70.01"
11.53,-70.01,"11.53_-70.01"
11.52,-70.01,"11.52_-70.01"
11.5,-70.01,"11.5_-70.01"
11.48,-70.01,"11.48_-70.01"
11.46,-70.01,"11.46_-70.01"
8,-70.01,"8_-70.01"
12.6,-70,"12.6_-70"
12.59,-70,"12.59_-70"
12.57,-70,"12.57_-70"
12.55,-70,"12.55_-70"
12.53,-70,"12.53_-70"
12.52,-70,"12.52_-70"
12.5,-70,"12.5_-70"
12.48,-70,"12.48_-70"
12.47,-70,"12.47_-70"
12.19,-70,"12.19_-70"
12.18,-70,"12.18_-70"
12.16,-70,"12.16_-70"
12.14,-70,"12.14_-70"
12.13,-70,"12.13_-70"
12.11,-70,"12.11_-70"
12.09,-70,"12.09_-70"
11.69,-70,"11.69_-70"
11.67,-70,"11.67_-70"
11.65,-70,"11.65_-70"
11.52,-70,"11.52_-70"
11.5,-70,"11.5_-70"
11.48,-70,"11.48_-70"
8,-70,"8_-70"
12.59,-69.98,"12.59_-69.98"
12.57,-69.98,"12.57_-69.98"
12.55,-69.98,"12.55_-69.98"
12.53,-69.98,"12.53_-69.98"
12.52,-69.98,"12.52_-69.98"
12.5,-69.98,"12.5_-69.98"
12.48,-69.98,"12.48_-69.98"
12.47,-69.98,"12.47_-69.98"
12.45,-69.98,"12.45_-69.98"
12.19,-69.98,"12.19_-69.98"
12.18,-69.98,"12.18_-69.98"
12.16,-69.98,"12.16_-69.98"
12.14,-69.98,"12.14_-69.98"
12.13,-69.98,"12.13_-69.98"
12.11,-69.98,"12.11_-69.98"
12.09,-69.98,"12.09_-69.98"
12.07,-69.98,"12.07_-69.98"
12.06,-69.98,"12.06_-69.98"
11.7,-69.98,"11.7_-69.98"
11.69,-69.98,"11.69_-69.98"
11.67,-69.98,"11.67_-69.98"
11.52,-69.98,"11.52_-69.98"
11.5,-69.98,"11.5_-69.98"
11.48,-69.98,"11.48_-69.98"
8,-69.98,"8_-69.98"
12.57,-69.96,"12.57_-69.96"
12.55,-69.96,"12.55_-69.96"
12.53,-69.96,"12.53_-69.96"
12.52,-69.96,"12.52_-69.96"
12.5,-69.96,"12.5_-69.96"
12.48,-69.96,"12.48_-69.96"
12.47,-69.96,"12.47_-69.96"
12.45,-69.96,"12.45_-69.96"
12.18,-69.96,"12.18_-69.96"
12.16,-69.96,"12.16_-69.96"
12.14,-69.96,"12.14_-69.96"
12.11,-69.96,"12.11_-69.96"
12.09,-69.96,"12.09_-69.96"
12.07,-69.96,"12.07_-69.96"
12.06,-69.96,"12.06_-69.96"
12.04,-69.96,"12.04_-69.96"
12.03,-69.96,"12.03_-69.96"
11.7,-69.96,"11.7_-69.96"
11.69,-69.96,"11.69_-69.96"
11.67,-69.96,"11.67_-69.96"
11.5,-69.96,"11.5_-69.96"
11.48,-69.96,"11.48_-69.96"
11.46,-69.96,"11.46_-69.96"
8,-69.96,"8_-69.96"
12.55,-69.94,"12.55_-69.94"
12.53,-69.94,"12.53_-69.94"
12.52,-69.94,"12.52_-69.94"
12.5,-69.94,"12.5_-69.94"
12.48,-69.94,"12.48_-69.94"
12.47,-69.94,"12.47_-69.94"
12.45,-69.94,"12.45_-69.94"
12.18,-69.94,"12.18_-69.94"
12.16,-69.94,"12.16_-69.94"
12.14,-69.94,"12.14_-69.94"
12.07,-69.94,"12.07_-69.94"
12.06,-69.94,"12.06_-69.94"
12.04,-69.94,"12.04_-69.94"
12.03,-69.94,"12.03_-69.94"
12.01,-69.94,"12.01_-69.94"
11.99,-69.94,"11.99_-69.94"
11.7,-69.94,"11.7_-69.94"
11.69,-69.94,"11.69_-69.94"
11.67,-69.94,"11.67_-69.94"
11.5,-69.94,"11.5_-69.94"
11.48,-69.94,"11.48_-69.94"
11.46,-69.94,"11.46_-69.94"
8,-69.94,"8_-69.94"
12.53,-69.93,"12.53_-69.93"
12.52,-69.93,"12.52_-69.93"
12.5,-69.93,"12.5_-69.93"
12.48,-69.93,"12.48_-69.93"
12.47,-69.93,"12.47_-69.93"
12.45,-69.93,"12.45_-69.93"
12.43,-69.93,"12.43_-69.93"
12.41,-69.93,"12.41_-69.93"
12.18,-69.93,"12.18_-69.93"
12.16,-69.93,"12.16_-69.93"
12.14,-69.93,"12.14_-69.93"
12.13,-69.93,"12.13_-69.93"
12.06,-69.93,"12.06_-69.93"
12.04,-69.93,"12.04_-69.93"
