"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "num"
0 0.363636363636364 0.181818181818182 0.454545454545455 0.102564102564103 0.153846153846154 0.102564102564103 0.0769230769230769 0.0769230769230769 0.0769230769230769 0.0769230769230769 0.102564102564103 0.128205128205128 0.102564102564103 "n0"
0.0476190476190476 0.0476190476190476 0.428571428571429 0.476190476190476 0.0476190476190476 0.0952380952380952 0.19047619047619 0.0952380952380952 0.0952380952380952 0.0952380952380952 0.0952380952380952 0.0952380952380952 0.0952380952380952 0.0952380952380952 "n1"
0.130434782608696 0.260869565217391 0.260869565217391 0.347826086956522 0.0975609756097561 0.146341463414634 0.0975609756097561 0.0731707317073171 0.0487804878048781 0.0731707317073171 0.0731707317073171 0.0487804878048781 0.170731707317073 0.170731707317073 "n2"
0.2 0.24 0.16 0.4 0.105263157894737 0.131578947368421 0.105263157894737 0.0526315789473684 0.105263157894737 0.0526315789473684 0.0789473684210526 0.105263157894737 0.157894736842105 0.105263157894737 "n3"
0.157894736842105 0.263157894736842 0.526315789473684 0.0526315789473684 0.0571428571428571 0.0571428571428571 0.0857142857142857 0.114285714285714 0.114285714285714 0.114285714285714 0.114285714285714 0.228571428571429 0.0571428571428571 0.0571428571428571 "n4"
0.0833333333333333 0.375 0.208333333333333 0.333333333333333 0.146341463414634 0.121951219512195 0.0487804878048781 0.0487804878048781 0.121951219512195 0.0975609756097561 0.0487804878048781 0.0975609756097561 0.146341463414634 0.121951219512195 "n5"
0.275862068965517 0.241379310344828 0.172413793103448 0.310344827586207 0.0975609756097561 0.146341463414634 0.0975609756097561 0.0487804878048781 0.121951219512195 0.0975609756097561 0.0731707317073171 0.0731707317073171 0.146341463414634 0.0975609756097561 "n6"
0.111111111111111 0.333333333333333 0.333333333333333 0.222222222222222 0.233333333333333 0.233333333333333 0.0666666666666667 0.0666666666666667 0.0666666666666667 0.0666666666666667 0.0666666666666667 0.0666666666666667 0.0666666666666667 0.0666666666666667 "n7"
0 0.391304347826087 0.260869565217391 0.347826086956522 0.119047619047619 0.119047619047619 0.0714285714285714 0.0952380952380952 0.119047619047619 0.142857142857143 0.0476190476190476 0.0476190476190476 0.142857142857143 0.0952380952380952 "n8"
0 0.333333333333333 0.25 0.416666666666667 0.0909090909090909 0.136363636363636 0.0909090909090909 0.0681818181818182 0.0909090909090909 0.136363636363636 0.113636363636364 0.0681818181818182 0.113636363636364 0.0909090909090909 "n9"
0 0.285714285714286 0.285714285714286 0.428571428571429 0 0 0 0 0.142857142857143 0.428571428571429 0.428571428571429 0 0 0 "mns"
0 0 0 1 0 0 0 0 0 0 0 0 0.333333333333333 0.666666666666667 "pt"
0.275862068965517 0.241379310344828 0.172413793103448 0.310344827586207 0.0975609756097561 0.146341463414634 0.0975609756097561 0.0487804878048781 0.121951219512195 0.0975609756097561 0.0731707317073171 0.0731707317073171 0.146341463414634 0.0975609756097561 "n6"
0.2 0.24 0.16 0.4 0.105263157894737 0.131578947368421 0.105263157894737 0.0526315789473684 0.105263157894737 0.0526315789473684 0.0789473684210526 0.105263157894737 0.157894736842105 0.105263157894737 "n3"
0 0 0 1 0 0 0 0 0 0 0 0 0.333333333333333 0.666666666666667 "pt"
0 0 0.0909090909090909 0.909090909090909 0.0476190476190476 0.0952380952380952 0.19047619047619 0.0952380952380952 0.0952380952380952 0.0952380952380952 0.0952380952380952 0.0952380952380952 0.0952380952380952 0.0952380952380952 "n1"
0.111111111111111 0.333333333333333 0.333333333333333 0.222222222222222 0.233333333333333 0.233333333333333 0.0666666666666667 0.0666666666666667 0.0666666666666667 0.0666666666666667 0.0666666666666667 0.0666666666666667 0.0666666666666667 0.0666666666666667 "n7"
0 0 0 1 0 0 0 0 0 0 0 0 0.333333333333333 0.666666666666667 "pt"
0 0.333333333333333 0.25 0.416666666666667 0.0909090909090909 0.136363636363636 0.0909090909090909 0.0681818181818182 0.0909090909090909 0.136363636363636 0.113636363636364 0.0681818181818182 0.113636363636364 0.0909090909090909 "n9"
0.157894736842105 0.263157894736842 0.526315789473684 0.0526315789473684 0.0571428571428571 0.0571428571428571 0.0857142857142857 0.114285714285714 0.114285714285714 0.114285714285714 0.114285714285714 0.228571428571429 0.0571428571428571 0.0571428571428571 "n4"
0 0.285714285714286 0.238095238095238 0.476190476190476 0.105263157894737 0.131578947368421 0.105263157894737 0.0526315789473684 0.105263157894737 0.0526315789473684 0.0789473684210526 0.105263157894737 0.157894736842105 0.105263157894737 "n3"
0.2 0.24 0.16 0.4 0.105263157894737 0.131578947368421 0.105263157894737 0.0526315789473684 0.105263157894737 0.0526315789473684 0.0789473684210526 0.105263157894737 0.157894736842105 0.105263157894737 "n3"
0 0 0 1 0 0 0 0 0 0 0 0 0.333333333333333 0.666666666666667 "pt"
0 0.333333333333333 0.25 0.416666666666667 0.0909090909090909 0.136363636363636 0.0909090909090909 0.0681818181818182 0.0909090909090909 0.136363636363636 0.113636363636364 0.0681818181818182 0.113636363636364 0.0909090909090909 "n9"
0 0.391304347826087 0.260869565217391 0.347826086956522 0.119047619047619 0.119047619047619 0.0714285714285714 0.0952380952380952 0.119047619047619 0.142857142857143 0.0476190476190476 0.0476190476190476 0.142857142857143 0.0952380952380952 "n8"
0 0 0.0909090909090909 0.909090909090909 0.0476190476190476 0.0952380952380952 0.19047619047619 0.0952380952380952 0.0952380952380952 0.0952380952380952 0.0952380952380952 0.0952380952380952 0.0952380952380952 0.0952380952380952 "n1"
0 0.0833333333333333 0.0833333333333333 0.833333333333333 0.0476190476190476 0.0952380952380952 0.19047619047619 0.0952380952380952 0.0952380952380952 0.0952380952380952 0.0952380952380952 0.0952380952380952 0.0952380952380952 0.0952380952380952 "n1"
0.2 0.24 0.16 0.4 0.105263157894737 0.131578947368421 0.105263157894737 0.0526315789473684 0.105263157894737 0.0526315789473684 0.0789473684210526 0.105263157894737 0.157894736842105 0.105263157894737 "n3"
0.0476190476190476 0.0476190476190476 0.428571428571429 0.476190476190476 0.0476190476190476 0.0952380952380952 0.19047619047619 0.0952380952380952 0.0952380952380952 0.0952380952380952 0.0952380952380952 0.0952380952380952 0.0952380952380952 0.0952380952380952 "n1"
0 0 0 1 0 0 0 0 0 0 0 0 0.333333333333333 0.666666666666667 "pt"
0.0434782608695652 0.347826086956522 0.217391304347826 0.391304347826087 0.0952380952380952 0.142857142857143 0.0952380952380952 0.0476190476190476 0.119047619047619 0.119047619047619 0.0714285714285714 0.0714285714285714 0.142857142857143 0.0952380952380952 "n6"
0.130434782608696 0.260869565217391 0.260869565217391 0.347826086956522 0.0975609756097561 0.146341463414634 0.0975609756097561 0.0731707317073171 0.0487804878048781 0.0731707317073171 0.0731707317073171 0.0487804878048781 0.170731707317073 0.170731707317073 "n2"
0.222222222222222 0.333333333333333 0.333333333333333 0.111111111111111 0.233333333333333 0.233333333333333 0.0666666666666667 0.0666666666666667 0.0666666666666667 0.0666666666666667 0.0666666666666667 0.0666666666666667 0.0666666666666667 0.0666666666666667 "n7"
0 0.3 0.2 0.5 0.129032258064516 0.161290322580645 0.0967741935483871 0.0645161290322581 0.0645161290322581 0.0645161290322581 0.0645161290322581 0.0967741935483871 0.129032258064516 0.129032258064516 "n0"
0.130434782608696 0.260869565217391 0.260869565217391 0.347826086956522 0.0975609756097561 0.146341463414634 0.0975609756097561 0.0731707317073171 0.0487804878048781 0.0731707317073171 0.0731707317073171 0.0487804878048781 0.170731707317073 0.170731707317073 "n2"
0 0 0 1 0 0 0 0 0 0 0 0 0.333333333333333 0.666666666666667 "pt"
0.0434782608695652 0.347826086956522 0.217391304347826 0.391304347826087 0.0952380952380952 0.142857142857143 0.0952380952380952 0.0476190476190476 0.119047619047619 0.119047619047619 0.0714285714285714 0.0714285714285714 0.142857142857143 0.0952380952380952 "n6"
0.3 0.266666666666667 0.166666666666667 0.266666666666667 0.153846153846154 0.128205128205128 0.0512820512820513 0.0512820512820513 0.128205128205128 0.102564102564103 0.0512820512820513 0.0769230769230769 0.128205128205128 0.128205128205128 "n5"
0 0.333333333333333 0.25 0.416666666666667 0.0909090909090909 0.136363636363636 0.0909090909090909 0.0681818181818182 0.0909090909090909 0.136363636363636 0.113636363636364 0.0681818181818182 0.113636363636364 0.0909090909090909 "n9"
0 0 0 1 0 0 0 0 0 0 0 0 0.333333333333333 0.666666666666667 "pt"
0.130434782608696 0.260869565217391 0.260869565217391 0.347826086956522 0.0975609756097561 0.146341463414634 0.0975609756097561 0.0731707317073171 0.0487804878048781 0.0731707317073171 0.0731707317073171 0.0487804878048781 0.170731707317073 0.170731707317073 "n2"
0.111111111111111 0.333333333333333 0.333333333333333 0.222222222222222 0.233333333333333 0.233333333333333 0.0666666666666667 0.0666666666666667 0.0666666666666667 0.0666666666666667 0.0666666666666667 0.0666666666666667 0.0666666666666667 0.0666666666666667 "n7"
0.0476190476190476 0.0476190476190476 0.428571428571429 0.476190476190476 0.0476190476190476 0.0952380952380952 0.19047619047619 0.0952380952380952 0.0952380952380952 0.0952380952380952 0.0952380952380952 0.0952380952380952 0.0952380952380952 0.0952380952380952 "n1"
0 0.391304347826087 0.260869565217391 0.347826086956522 0.119047619047619 0.119047619047619 0.0714285714285714 0.0952380952380952 0.119047619047619 0.142857142857143 0.0476190476190476 0.0476190476190476 0.142857142857143 0.0952380952380952 "n8"
0 0 0 1 0 0 0 0 0 0 0 0 0.333333333333333 0.666666666666667 "pt"
0.222222222222222 0.333333333333333 0.333333333333333 0.111111111111111 0.21875 0.21875 0.0625 0.0625 0.0625 0.0625 0.0625 0.09375 0.09375 0.0625 "n7"
0 0.380952380952381 0.238095238095238 0.380952380952381 0.166666666666667 0.133333333333333 0.0333333333333333 0.0333333333333333 0.133333333333333 0.1 0.0666666666666667 0.0666666666666667 0.133333333333333 0.133333333333333 "n5"
0.2 0.24 0.16 0.4 0.105263157894737 0.131578947368421 0.105263157894737 0.0526315789473684 0.105263157894737 0.0526315789473684 0.0789473684210526 0.105263157894737 0.157894736842105 0.105263157894737 "n3"
0 0 0 1 0 0 0 0 0 0 0 0 0.333333333333333 0.666666666666667 "pt"
0.222222222222222 0.333333333333333 0.333333333333333 0.111111111111111 0.21875 0.21875 0.0625 0.0625 0.0625 0.0625 0.0625 0.09375 0.09375 0.0625 "n7"
0 0.380952380952381 0.238095238095238 0.380952380952381 0.166666666666667 0.133333333333333 0.0333333333333333 0.0333333333333333 0.133333333333333 0.1 0.0666666666666667 0.0666666666666667 0.133333333333333 0.133333333333333 "n5"
0.2 0.24 0.16 0.4 0.105263157894737 0.131578947368421 0.105263157894737 0.0526315789473684 0.105263157894737 0.0526315789473684 0.0789473684210526 0.105263157894737 0.157894736842105 0.105263157894737 "n3"
0 0 0 1 0 0 0 0 0 0 0 0 0.333333333333333 0.666666666666667 "pt"
0 0.333333333333333 0.25 0.416666666666667 0.0909090909090909 0.136363636363636 0.0909090909090909 0.0681818181818182 0.0909090909090909 0.136363636363636 0.113636363636364 0.0681818181818182 0.113636363636364 0.0909090909090909 "n9"
